ranking_player_id,ranking_name,player_id
101957,Milen Velev,V136
101961,Martin Stringari,S427
101962,Younes El Aynaoui,E121
101964,Goran Ivanisevic,I034
101965,Wayne Ferreira,F196
101969,Orlin Stanoytchev,S519
101970,Iztok Bozic,B414
101971,Johan Anderson,A163
101977,Patricio Arnold,A224
101982,Jordi Mas,M323
101990,Richard Krajicek,K214
101991,Mauricio Hadad,H256
101997,Marzio Martelli,M543
102000,Aki Rahunen,R193
102001,German Lopez,L202
102002,Davide Scala,S465
102006,Brent Larkham,L229
102018,Tamer El Sawy,E146
102019,Dirk Dier,D207
102021,Michael Chang,C274
102023,Petr Luxa,L353
102024,Hernan Gumy,G247
102025,Mikael Tillstrom,T166
102028,Massimo Valeri,V154
102029,Filip Dewulf,D228
102030,Andrew Foster,F222
102031,Sandor Noszaly,N112
102035,Jonas Bjorkman,B446
102050,Marco Meneschincheri,M445
102053,Brian Macphie,M448
102061,Kevin Ullyett,U024
102076,Mark Merklein,M471
102077,Alexander Shvec,S674
102084,Simon Touzil,T164
102087,Oleg Ogorodov,O127
102088,Joern Renzenbrink,R273
102093,Martin Damm,D214
102103,Michael Sell,S601
102104,Christian Ruud,R219
102106,Davide Sanguinetti,S480
102107,Jan Frode Andersen,A276
102110,Daniel Nestor,N210
102113,Daniele Musa,M510
102117,Eduardo Nicolas,N238
102118,Radomir Vasek,V151
102131,Alistair Hunt,H297
102133,Laurence Tieleman,T168
102135,Emilio Benfele Alvarez,A190
102139,Eyal Ran,R243
102143,Nicolas Thomann,T228
102145,Francisco Cabello,C457
102146,Jordi Burillo,B429
102147,Oliver Fernandez,F204
102148,Fabrice Santoro,S424
102152,Pablo Campana,C329
102153,German Puentes,P272
102154,Marcos Ondruska,O098
102158,Patrick Rafter,R255
102162,Chris Woodruff,W212
102167,Juan Albert Viloca Puig,V161
102168,Hector Moretti,M468
102169,Michael Joyce,J100
102173,Rainer Falenti,F263
102179,Antony Dupuis,D272
102180,Charles Auffray,A270
102184,David Prinosil,P273
102192,Luis Adrian Morejon,M506
102198,Paul Kilderry,K244
102201,Lionel Roux,R280
102202,Kenneth Carlsen,C328
102205,Sebastien Lareau,L226
102212,Corrado Borroni,B455
102214,Oscar Ortiz,O102
102220,Patrik Fredriksson,F278
102223,Karim Alami,A203
102224,Miguel Pastura,P289
102226,David Witt,W177
102227,Sargis Sargsian,S545
102231,Alex Calatrava,C361
102233,Leander Paes,P269
102234,Oliver Gross,G297
102235,Tommy Ho,H251
102238,Alberto Berasategui,B428
102239,Francisco Costa,C397
102243,Marcelo Charpentier,C375
102247,Andrea Gaudenzi,G254
102250,Emanuel Couto,C336
102251,Mariano Hood,H322
102252,Ignacio Truyol,T206
102257,Greg Rusedski,R237
102259,Jerome Golmard,G319
102263,Yong Il Yoon,Y033
102269,Jeff Salzenstein,S564
102271,Hicham Arazi,A226
102272,Branislav Galik,G263
102284,Filippo Messori,M511
102286,Wayne Black,B499
102287,Albert Portas,P305
102300,Gouichi Motomura,M531
102304,Grant Doyle,D227
102306,Michael Kohlmann,K257
102312,Jairo Velasco Jr,V294
102318,Andrei Pavel,P280
102323,Regis Lavergne,L314
102338,Yevgeny Kafelnikov,K267
102339,Kris Goossens,G285
102344,Karol Kucera,K237
102348,Hideki Kaneko,K266
102351,Oscar Martinez,M513
102358,Thomas Enqvist,E113
102359,Andrew Richardson,R266
102361,Adriano Ferreira,F231
102368,Brian Dunn,D265
102369,Julien Boutter,B599
102374,Alex Corretja,C344
102375,Dinu Pescariu,P254
102378,Juan Gisbert Jr,G304
102381,Werner Eschauer,E141
102382,Julian Knowle,K263
102394,Johan Van Herck,V167
102395,Ville Liukko,L292
102397,Jose Imaz Ruiz,I047
102401,Scott Draper,D270
102410,David Caldwell,C407
102419,Christophe Van Garsse,V170
102422,Michael Hill,H349
102433,Mose Navarra,N230
102434,Vincent Spadea,S544
102437,Adrian Voinea,V166
102443,Barry Cowan,C387
102446,Andrei Medvedev,M475
102450,Tim Henman,H336
102455,Lorenzo Manta,M551
102456,Felix Mantilla,M535
102457,Miles Maclagan,M480
102463,Lucas Arnold Ker,A228
102464,Todd Larkham,L257
102465,Gabriel Silberstein,S548
102466,Jan Kroslak,K296
102469,Solon Peppas,P350
102472,Marcello Craca,C439
102477,Gaston Etlis,E138
102483,David Caballero,C366
102491,Alex Radulescu,R284
102494,Tomas Behrend,B545
102512,Joseph Sirianni,S673
102519,Marcio Carlsson,C369
102520,Olivier Malcor,M601
102521,Hendrik Dreekmann,D249
102524,Neville Godwin,G288
102533,Jens Knippschild,K260
102538,Tuomas Ketola,K297
102539,Bohdan Ulihrach,U032
102548,Juan Antonio Marin,M578
102554,Diego Moyano,M538
102556,Claude Ngoran,N228
102558,Eric Taino,T209
102562,Jiri Novak,N254
102563,Thomas Johansson,J129
102565,Alexander Waske,W300
102567,George Bastl,B503
102571,Gregory Carraz,C400
102572,Igor Gaudi,G317
102574,Gabriel Trifu,T199
102575,Julien Chauvin,C488
102585,Sebastian Prieto,P324
102588,Lars Rehmann,R285
102600,David Miketa,M555
102607,Juan Balcells,B487
102610,Albert Costa,C378
102615,Dennis Van Scheppingen,S559
102623,Thomas Larsen,L327
102629,Oscar Burrieza-Lopez,B517
102642,Cyril Saulnier,S681
102644,Franco Squillari,S568
102650,Roberto Carretero,C383
102652,Christian Vinck,V175
102655,Jimy Szymanski,S585
102665,Damian Furmanski,F282
102669,Noam Behr,B440
102687,Herbert Wiltschnig,W200
102689,Martin Spottl,S648
102693,Leonardo Olguin,O117
102694,Lars Burgsmuller,B484
102701,Marcelo Rios,R286
102703,Hyung Taik Lee,L311
102720,Tomas Zib,Z074
102722,Attila Savolt,S608
102723,Eduardo Medica,M588
102730,Ivo Heuberger,H380
102734,Lior Mor,M573
102735,Cedric Kauffmann,K306
102738,Stefano Tarallo,T261
102743,Ben Ellwood,E143
102753,Wolfgang Schranz,S649
102765,Nicolas Escude,E140
102768,Federico Browne,B516
102770,John Van Lottum,V201
102776,Andrew Ilie,I052
102780,Frederic Niemeyer,N291
102783,Rainer Schuettler,S636
102785,Glenn Weiner,W217
102788,Jan Vacek,V220
102796,Magnus Norman,N250
102800,Nenad Zimonjic,Z072
102809,Axel Pretzsch,P353
102811,Dusan Vemic,V205
102817,Edwin Kempes,K317
102821,Cecil Mamiit,M614
102831,Jacobo Diaz,D291
102834,Paul Goldstein,G333
102836,Rogier Wassen,W224
102839,Nicolas Lapentti,L290
102845,Carlos Moya,M605
102851,Giorgio Galimberti,G334
102854,Sjeng Schalken,S572
102855,Jack Brasington,B660
102856,Gustavo Kuerten,K293
102860,Agustin Calleri,C478
102862,Allen Belobrajdic,B510
102863,Takao Suzuki,S550
102869,Galo Blanco,B518
102872,James Sekulov,S626
102880,Alexander Popp,P395
102881,David Skoch,S552
102882,Mark Philippoussis,P338
102887,Ramon Delgado,D316
102903,Eyal Erlich,E135
102905,Stefan Koubek,K310
102910,Salvador Navarro,N259
102911,Andrei Stoliarov,S688
102920,Diego Hipperdinger,H391
102921,Ota Fukarek,F292
102925,Justin Gimelstob,G354
102934,Nicolas Coutelot,C476
102939,Jean Baptiste Perlant,P389
102950,Fernando Vicente,V195
102957,Vadim Kutsenko,K308
102965,Jamie Delgado,D289
102966,Fredrik Jonsson,J148
102967,Marc Gicquel,G436
102979,Jeff Coetzee,C493
102987,Andre Sa,S604
102997,Hermes Gamonal,G375
102998,Jan Michael Gambill,G352
102999,Stefano Galvani,G372
103003,Jean Francois Bachelot,B562
103009,Razvan Sabau,S535
103015,Daniel Melo,M611
103017,Nicolas Kiefer,K316
103018,Max Mirnyi,M595
103031,Julian Alonso,A272
103032,Francisco Fogues,F303
103035,Alessio Di Mauro,D330
103045,Reginald Willems,W247
103047,Julien Varlet,V206
103052,Mariano Delfino,D347
103060,Alejandro Hernandez,H346
103063,Sebastien De Chaunac,D351
103066,Mark Nielsen,N267
103077,Konstantinos Economidis,E160
103082,Markus Hantschk,H366
103084,Guillermo Canas,C433
103096,Arnaud Clement,C487
103103,Dominik Hrbaty,H377
103104,Bjorn Rehnquist,R364
103105,Ruben Ramirez Hidalgo,R383
103110,Daniele Bracciali,B570
103114,Martin Lee,L333
103118,Ion Moldovan,M600
103130,Louis Vosloo,V223
103133,Olivier Mutis,M640
103138,Gianluca Luddi,L373
103145,Amir Hadad,H385
103151,Mariano Zabaleta,Z073
103153,Gilles Elseneer,E169
103154,Jaymon Crabb,G386
103157,Arvind Parmar,P398
103162,Dejan Petrovic,P387
103163,Tommy Haas,H355
103165,Gorka Fraile,F313
103166,Vladimir Voltchkov,V211
103169,Oscar Hernandez,H472
103171,Raemon Sluiter,S693
103174,Noam Okun,O133
103176,David Sanchez,S677
103178,Johan Settergren,S709
103181,Jiri Vanek,V207
103182,Markus Hipfl,H364
103184,Bob Bryan,B588
103188,Michael Russell,R368
103193,Peter Wessels,W254
103198,Justin Bower,B645
103201,Adrian Garcia,G414
103202,Oscar Serrano,S676
103204,Hugo Armando,A311
103206,Sebastien Grosjean,G379
103208,Jean Michel Pequery,P418
103209,Leonardo Azzaro,A303
103216,Clemens Trimmel,T231
103225,Simon Larose,L334
103228,Marcos Daniel,D339
103240,Kevin Kim,K358
103242,Juan Giner,G400
103243,Cristian Kordasz,K362
103248,Harel Levy,L336
103250,Rodolphe Cadart,C463
103252,Alberto Martin,M590
103264,Mariano Puerta,P372
103280,Martin Verkerk,V232
103285,Radek Stepanek,S694
103292,Gaston Gaudio,G374
103294,Christophe Rochus,R336
103297,Alex Kim,K379
103305,Daniel Elsner,E155
103318,Zeljko Krajan,K313
103319,Jeff Morrison,M805
103324,Arnaud Di Pasquale,D357
103325,Wesley Moodie,M759
103333,Ivo Karlovic,K336
103344,Ivan Ljubicic,L360
103350,Denis Golovanov,G446
103356,Michel Kratochvil,K319
103369,Melle Van Gemerden,V267
103373,Sergio Roitman,R388
103381,Andy Fahlke,F312
103385,Paul Baccanello,B681
103387,Paradorn Srichaphan,S675
103393,Yuri Schukin,S809
103395,Julio Silva,S877
103397,Alexandre Simoni,S721
103401,Jan Hernych,H442
103408,Brian Vahaly,V303
103420,Michal Tabara,T243
103424,Tobias Clemens,C611
103428,Juan Ignacio Chela,C514
103429,Peter Luczak,L515
103435,Massimo Dellacqua,D361
103444,Jean Rene Lisnard,L386
103451,Bjorn Phau,P436
103454,Nicolas Massu,M655
103455,Michal Mertinak,M776
103457,Petr Kralert,K349
103470,Robert Kendrick,K448
103478,Diego Veronelli,V239
103484,James Blake,B676
103487,Federico Luzzi,L395
103490,Santiago Ventura,V251
103497,Artem Derepasko,D359
103498,Marat Safin,S741
103503,Robin Vik,V247
103505,Vasilis Mazarakis,M854
103506,Martin Vassallo Arguello,V258
103507,Juan Carlos Ferrero,F316
103516,Nathan Healey,H431
103520,Pavel Snobel,S799
103521,Andrea Stoppini,S842
103525,Ivan Miranda,M783
103527,Julien Jeanpierre,J164
103529,Aisam Ul Haq Qureshi,Q019
103530,Zack Fleishman,F337
103534,Nicolas Devilder,D469
103535,Olivier Patience,P488
103543,David Marrero,M984
103544,Andy Ram,R399
103553,Alun Jones,J233
103560,Kj Hippensteel,H469
103564,Jakub Herm Zahlava,H437
103565,Stephane Robert,R612
103566,Michael Llodra,L428
103573,Rik De Voest,D424
103580,Alexander Peya,P467
103581,Flavio Saretta,S876
103582,Michael Berrer,B678
103592,Jerome Haehnel,H435
103594,Oliver Marach,M760
103598,Xavier Malisse,M680
103602,Fernando Gonzalez,G415
103607,Victor Estrella Burgos,E224
103626,Tomas Tenconi,T332
103632,Luis Horna,H390
103656,Albert Montanes,M824
103657,Ivo Klec,K512
103672,Ricardo Mello,M708
103675,Diego Junqueira,J214
103676,Michael Yani,Y070
103682,Kyu Tae Im,I145
103684,Benedikt Dorsch,D385
103693,Thierry Ascione,A356
103694,Olivier Rochus,R397
103699,Fred Hemmes,H210
103700,Juan Pablo Guzman,G483
103701,Diego Hartfield,H502
103708,Jaroslav Pospisil,P605
103709,Kristian Pless,P491
103714,Andreas Vinciguerra,V250
103716,Uros Vico,V256
103720,Lleyton Hewitt,H432
103722,Florent Serra,S963
103726,Jean Christophe Faurel,F344
103735,Lovro Zovko,Z104
103737,Edgardo Massa,M714
103746,Miguel Gallardo Valles,G510
103747,Dominik Meffert,M836
103748,Jan Minar,M800
103752,Simon Greul,G511
103758,Taylor Dent,D362
103761,Tomas Cakl,C585
103762,John Paul Fruttero,F378
103763,Martin Slanar,S893
103781,Jurgen Melzer,M762
103786,Nikolay Davydenko,D402
103789,Irakli Labadze,L439
103794,Benjamin Becker,B896
103799,Eric Prodon,P487
103808,Potito Starace,S843
103812,Victor Hanescu,H528
103813,Jarkko Nieminen,N289
103819,Roger Federer,F324
103821,Danai Udomchoke,U043
103823,Denis Gremelmayr,G512
103835,Filippo Volandri,V254
103837,Didac Perez,P524
103843,Marco Chiudinelli,C582
103849,Francesco Aldi,A340
103850,Sebastian Decoud,D479
103851,Conor Niland,N349
103852,Feliciano Lopez,L397
103857,Igor Kunitsyn,K403
103862,Michail Elgin,E180
103863,Mikhail Elgin,E180
103868,Ivan Navarro,N309
103888,Mardy Fish,F339
103893,Paolo Lorenzi,L503
103898,Julien Benneteau,B747
103900,David Nalbandian,N301
103902,Jan Mertl,MA38
103908,Paul Henri Mathieu,M850
103909,Guillermo Coria,C524
103912,Mario Radic,R421
103916,Cristian Villagran,V298
103917,Nicolas Mahut,M873
103926,Daniel Munoz de la Nava,M915
103948,Maximilian Abel,A391
103967,Michael Lammer,L523
103969,Roman Borvanov,BD00
103970,David Ferrer,F401
103971,Karol Beck,B804
103975,Eric Nunez,N334
103976,Juan Pablo Brzezicki,B764
103988,Mariano Albert Ferrando,A467
103990,Tommy Robredo,R419
103993,Chris Lewis,L024
103997,Lukasz Kubot,K540
103999,Thiago Alves,A410
104003,Victor Crivoi,C856
104004,Filip Prpic,P567
104007,Andre Ghem,G602
104010,Dieter Kindlmann,K436
104019,Kristof Vliegen,V309
104022,Mikhail Youzhny,Y061
104025,Amer Delic,D438
104026,Joachim Johansson,J194
104035,Bobby Reynolds,R483
104043,Marc Lopez,L480
104049,Gary Lugassy,L657
104053,Andy Roddick,R485
104056,Roko Karanusic,K371
104068,Robby Ginepri,G569
104070,Jesse Witten,W387
104076,Jose Acasuso,A389
104081,Boris Pashanski,P642
104091,Miguel Angel Lopez Jaen,L513
104095,David Guez,G753
104098,Dmitry Tursunov,T315
104113,Carlos Salamanca,SB28
104117,Giovanni Lapentti,L430
104121,Tobias Summerer,S990
104122,Carlos Berlocq,B884
104136,Santiago Gonzalez,G551
104140,Dawid Olejniczak,O253
104149,Adrian Cruciat,C666
104154,Paul Capdeville,C634
104160,Lukas Dlouhy,D487
104166,Alex Bogomolov Jr,B842
104167,Todd Widom,W359
104171,Richard Bloomfield,B977
104173,Sam Warburg,W361
104179,Bruno Echagaray,E212
104180,Gilles Muller,MA30
104181,Victor Ionita,I094
104182,Sasa Tuksar,T760
104192,Marco Crugnola,C968
104195,Simone Vagnozzi,V339
104198,Guillermo Garcia Lopez,G476
104209,Rainer Eitzinger,E196
104214,Igor Andreev,A511
104216,Maximo Gonzalez,G585
104217,Simon Stadler,S944
104219,Stephane Bohli,B752
104222,Nikola Ciric,C706
104225,Jan Hajek,H571
104226,Bastian Knittel,K624
104227,Augustin Gensse,G695
104229,Yen Hsun Lu,L575
104230,Daniel Koellerer,K551
104233,Frederik Nielsen,N390
104235,Matwe Middelkoop,MB88
104250,Prakash Amritraj,A487
104251,Ti Chen,C813
104252,Florian Mayer,MB02
104253,Juan Martin Aranguren,A502
104259,Philipp Kohlschreiber,K435
104262,Flavio Cipolla,C723
104268,Alejandro Falla,F444
104269,Fernando Verdasco,V306
104273,Edouard Roger-Vasselin,R613
104281,Ryler Deheart,D617
104291,Malek Jaziri,J267
104292,Izak Van Der Merwe,V379
104297,Rogerio Dutra Silva,SC73
104305,Luka Gregorc,G527
104308,Michal Przysiezny,P701
104311,Leonardo Tavares,T771
104312,Andreas Seppi,SA93
104314,Brian Dabul,D556
104327,Steve Darcis,D632
104330,Rajeev Ram,R548
104332,Philipp Petzschner,P624
104338,Juan Monaco,MA21
104339,Mario Ancic,A385
104349,Rui Machado,MA49
104355,Lester Cook,C768
104371,Ivo Minar,MA41
104372,Alex Bogdanovic,B929
104379,Todd Reid,R583
104384,Pablo Santos,SB15
104386,Janko Tipsarevic,T742
104392,Franco Ferreiro,F433
104393,Gregoire Burquier,BC36
104397,Laurent Recouderc,R628
104398,Andre Begemann,BA79
104417,Robin Soderling,SA49
104424,Go Soeda,SC47
104433,Frank Dancevic,D499
104453,Michael Ryderstedt,R632
104460,Dustin Brown,BA65
104467,Lamine Ouahab,O207
104468,Gilles Simon,SD32
104471,Ivan Dodig,D646
104474,Leonardo Kirche,K650
104476,Louk Sorensen,SD69
104477,Jorge Aguilar,A457
104494,Adrian Ungur,U061
104499,Jimmy Wang,W373
104500,Somdev Devvarman,D616
104505,Konstantin Kravchuk,K776
104515,Mathieu Montcourt,MB84
104516,Arnau Brugues Davi,BA77
104523,Fred Gil,G717
104527,Stan Wawrinka,W367
104534,Dudi Sela,SC56
104542,Jo-Wilfried Tsonga,T786
104545,John Isner,I186
104547,Horacio Zeballos,Z184
104548,Brian Baker,BA23
104550,Ricardo Hocevar,H693
104559,Teymuraz Gabashvili,G681
104563,Luca Vanni,V495
104571,Marcos Baghdatis,B837
104586,Lukas Rosol,R685
104589,Chris Guccione,G621
104592,Ilija Bozoljac,BA57
104593,Daniel Gimeno Traver,G676
104594,Marinko Matosevic,ME05
104597,Nicolas Almagro,A479
104607,Tomas Berdych,BA47
104619,Jesse Huta Galung,H704
104620,Simone Bolelli,BA98
104623,Josh Goodall,G744
104624,Josh Goodall,G744
104628,Alexander Kudryavtsev,K596
104629,Adrian Menendez Maceiras,MB53
104635,Robert Smeets,SD56
104639,Wayne Odesnik,O234
104651,Martin Alund,A539
104655,Pablo Cuevas,C882
104660,Sergiy Stakhovsky,SC77
104665,Pablo Andujar,A596
104672,Vincent Millot,ME31
104673,Julio Cesar Campozano,C775
104676,Andreas Beck,BA86
104678,Viktor Troicki,T840
104681,Sebastian Rieschick,R758
104695,Fritz Wolmarans,W421
104714,Julian Reister,R782
104717,Brendan Evans,E254
104719,Marcel Granollers,G710
104721,Josselin Ouanna,O264
104724,Eduardo Schwank,SE66
104731,Kevin Anderson,A678
104735,Tobias Kamke,K839
104736,Farrukh Dustov,D551
104738,Caio Zampieri,Z198
104739,Guillermo Alcaide,A656
104745,Rafael Nadal,N409
104755,Richard Gasquet,G628
104770,Martin Fischer,F580
104779,Jamie Baker,BA53
104783,Mikhail Ledovskikh,L702
104792,Gael Monfils,MC65
104797,Denis Istomin,I165
104804,Amir Weintraub,W471
104810,Zhe Li,L733
104812,Scoville Jenkins,J290
104813,Grega Zemlja,Z189
104850,Jonathan Dasnieres De Veigy,D729
104851,Gianluca Naso,N437
104857,Robert Farah,F525
104864,Alex Kuznetsov,K737
104868,James Ward,W503
104869,Sergei Bubka,BC11
104871,Jeremy Chardy,CA12
104873,Aleksandr Nedovyesov,N503
104882,Blaz Kavcic,K834
104890,Andreas Haider Maurer,H804
104893,Maxime Authom,A789
104897,Matthias Bachinger,BC65
104898,Robin Haase,H756
104918,Andy Murray,MC10
104919,Leonardo Mayer,MD56
104920,Denys Molchanov,MF71
104925,Novak Djokovic,D643
104926,Fabio Fognini,F510
104932,Kenny De Schepper,D750
104944,Niels Desein,D752
104945,James Mcgee,MG47
104947,Marsel Ilhan,K771
104958,Carsten Ball,BD59
104963,Yannick Mertens,MG08
104965,Pavol Cervenak,CA22
104970,Matteo Viola,V490
104976,Ryan Sweeting,SG87
104978,Daniel Brands,BC72
104979,Andrey Golubev,G806
104997,Igor Sijsling,SF36
104999,Mischa Zverev,Z168
105011,Illya Marchenko,ME89
105015,Franko Skugor,SF76
105023,Sam Querrey,Q927
105028,Jesse Levine,L799
105031,Saketh Myneni,ME64
105032,Sam Groth,G940
105041,Lukas Lacko,L797
105047,Tim Puetz,PC68
105051,Matthew Ebden,E690
105053,Santiago Giraldo,G725
105060,Aldin Setkic,SF41
105062,Mikhail Kukushkin,K926
105063,Andrea Arnaboldi,A622
105064,Thomaz Bellucci,BD20
105065,Tim Smyczek,SF62
105070,Hans Podlipnik Castillo,PB37
105074,Ruben Bemelmans,BE54
105077,Albert Ramos-Vinolas,R772
105079,Ivan Sergeyev,SE69
105080,Miloslav Mecir,MF36
105091,Peter Torebko,T911
105095,Evgeny Korolev,K760
105098,Alexandre Sidorenko,SD78
105099,Antonio Veic,V564
105116,Dusan Lojda,L801
105120,Andres Molteni,ME56
105128,Guillermo Olaso,O327
105132,Jurgen Zopp,Z254
105137,Pere Riba,R750
105138,Roberto Bautista Agut,BD06
105147,Tatsuma Ito,I230
105149,Reda El Amrani,E655
105154,Joao Souza,SG64
105155,Pedro Sousa,S483
105161,Yann Marti,MG54
105163,Gleb Sakharov,SJ22
105166,Peter Polansky,PB22
105173,Adrian Mannarino,ME82
105175,Kristijan Mesaros,MF90
105181,Miljan Zekic,Z246
105194,Nick Lindahl,L836
105208,Ernests Gulbis,G858
105216,Yuichi Sugita,SE73
105217,Thiemo De Bakker,D776
105223,Juan Martin del Potro,D683
105226,Attila Balazs,BD80
105227,Marin Cilic,C977
105238,Alexandr Dolgopolov,D801
105270,Maxime Teixeira,T999
105286,Greg Jones,J361
105292,Alejandro Gonzalez,G892
105300,Sergio Gutierrez Ferrol,G935
105302,Ante Pavic,PC78
105311,Joao Sousa,SH90
105318,Thomas Schoorel,SJ63
105325,Germain Gigounon,GB13
105332,Benoit Paire,PD31
105339,Yan Bai,BE69
105341,Thomas Fabbiano,F586
105349,Harri Heliovaara,H808
105357,John Millman,MH30
105359,Jason Jung,J380
105373,Martin Klizan,K966
105376,Peter Gojowczyk,G967
105379,Aljaz Bedene,BH09
105385,Donald Young,Y124
105406,Roberto Marcora,MJ01
105413,Andrej Martin,MF35
105430,Radu Albot,A829
105432,Prajnesh Gunneswaran,GA94
105438,Inigo Cervantes,CA33
105441,John Patrick Smith,SJ55
105449,Steve Johnson,J386
105453,Kei Nishikori,N552
105454,Brydan Klein,K964
105472,Nils Langer,L908
105477,Marco Trungelliti,TA29
105487,Facundo Bagnis,BF23
105497,Jose Hernandez,H283
105512,Alexander Sarkissian,SL07
105514,Jeremy Jahn,J400
105515,Jordi Samper Montana,SH91
105526,Jan Lennard Struff,SL28
105539,Evgeny Donskoy,D864
105550,Guido Pella,PC11
105554,Daniel Evans,E687
105558,Guillaume Rufin,RA17
105561,Alessandro Giannessi,G983
105572,Austin Krajicek,KA00
105575,Ricardas Berankis,BE90
105577,Vasek Pospisil,PD07
105583,Dusan Lajovic,L987
105585,Ze Zhang,Z272
105589,Gerald Melzer,MI43
105590,Uladzimir Ignatik,I236
105591,Matt Reid,R977
105596,Jan Satral,SK67
105613,Norbert Gombos,GB93
105614,Bradley Klahn,KA98
105633,Mohamed Safwat,SK47
105634,Viktor Galovic,GB61
105641,Blaz Rola,RA51
105643,Federico Delbonis,D874
105649,Cedrik Marcel Stebe,SK94
105654,Daniel Nguyen,N555
105655,Hiroki Moriya,MI01
105656,Marcelo Arevalo,A853
105657,Marius Copil,CA99
105668,Jerzy Janowicz,J397
105671,Gastao Elias,E698
105672,Jarmere Jenkins,J393
105676,David Goffin,GB88
105678,Axel Michon,MI11
105679,Eduardo Struvay,SI36
105683,Milos Raonic,R975
105723,Andrey Kuznetsov,KB54
105726,Yannik Reuter,RA82
105731,Steven Diez,D916
105732,Pierre Hugues Herbert,H996
105733,Rhyne Williams,W522
105738,Tsung Hua Yang,T982
105777,Grigor Dimitrov,D875
105782,Enrique Lopez Perez,LA93
105783,Chase Buchanan,BE93
105806,Mirza Basic,BE67
105807,Pablo Carreno Busta,CD85
105814,Maximilian Neuchrist,N663
105815,Tennys Sandgren,SL08
105819,Guido Andreozzi,A887
105821,Riccardo Bellotti,BH76
105827,Laurynas Grigelis,GA71
105841,Lorenzo Giustino,GA79
105842,Di Wu,W571
105870,Yannick Hanfmann,H997
105872,Christian Lindell,LA94
105874,Albano Olivetti,O411
105877,Emilio Gomez,GA36
105881,Matthew Barton,BH98
105882,Stefano Travaglia,TA12
105894,Javier Marti,MI08
105902,James Duckworth,D994
105905,Danilo Petrovic,PE02
105911,Andrea Collarini,CC66
105916,Marton Fucsovics,F724
105932,Nikoloz Basilashvili,BG23
105933,Roberto Quiroz,Q941
105936,Filip Krajinovic,KB05
105938,Antoine Escoffier,E768
105943,Federico Gaio,GB53
105948,Federico Coria,CE77
105952,Renzo Olivo,O376
105960,Evan King,KB37
105963,Arthur De Greef,D981
105967,Henri Laaksonen,L949
105985,Darian King,KC86
105992,Ryan Harrison,H940
106000,Damir Dzumhur,D923
106005,Constant Lestienne,LB66
106006,Agustin Velotti,V620
106026,Yuki Bhambri,BF55
106032,Facundo Arguello,A941
106034,Yasutaka Uchiyama,U134
106043,Diego Schwartzman,SM37
106044,Nicolas Kicker,KC29
106045,Denis Kudla,KB09
106057,Facundo Mena,MJ98
106058,Jack Sock,SM25
106065,Marco Cecchinato,CF01
106071,Bernard Tomic,TA46
106072,Alexey Vatutin,V717
106075,Jozef Kovalik,KC04
106078,Egor Gerasimov,GC89
106099,Salvatore Caruso,CE25
106105,Guilherme Clezar,CC32
106109,Alex Bolt,BI81
106110,Filip Horansky,HA28
106120,Ricardo Ojeda Lara,O408
106121,Taro Daniel,DA81
106137,Tristan Lamasine,LC11
106148,Roberto Carballes Baena,CF59
106162,Franco Agamenone,AA27
106167,Joris De Loore,DA86
106174,Gonzalo Lama,LB07
106177,Oriol Roca Batalla,RB60
106186,Jason Kubler,KB95
106187,Denis Yevseyev,Y171
106198,Hugo Dellien,DA31
106210,Jiri Vesely,V708
106214,Oscar Otte,O449
106216,Bjorn Fratangelo,F811
106218,Marcos Giron,GC88
106220,Dimitar Kuzmanov,KC33
106225,Andrew Whittington,W630
106228,Juan Ignacio Londero,LB84
106233,Dominic Thiem,TB69
106234,Aslan Karatsev,KC56
106243,Mate Delic,DA89
106249,Joao Domingues,D985
106261,Dennis Novikov,N674
106281,Liam Broady,BI23
106283,Mitchell Krueger,KC12
106288,Mathias Bourgue,BK19
106290,Filip Peliwo,PF65
106291,Luke Saville,SM09
106293,Kimmer Coppejans,CG33
106296,Gregoire Barrere,BK24
106298,Lucas Pouille,PF39
106302,Andrew Harris,HB29
106310,Alexander Ritschard,RC04
106311,Marko Tepavac,TC11
106324,Vaclav Safranek,SN77
106328,Christian Harrison,HB05
106329,Thiago Monteiro,MJ08
106331,Christopher Oconnell,O483
106353,Pedja Krstin,KD70
106361,Adam Pavlasek,PG32
106362,Laurent Lokoli,LC12
106368,Ramkumar Ramanathan,RB56
106378,Kyle Edmund,E831
106390,Matteo Donati,DA67
106393,Frederico Ferreira Silva,SN54
106398,Pedro Cachin,CG04
106401,Nick Kyrgios,KE17
106408,Mario Vilella Martinez,V824
106415,Yoshihito Nishioka,N732
106420,Gianluigi Quinzi,Q948
106421,Daniil Medvedev,MM58
106423,Thanasi Kokkinakis,KD46
106426,Cristian Garin,GD64
106432,Borna Coric,CG80
106456,Akshai Misra,M324
106517,Anatoli Volkov,V131
106531,Andrei Dirzu,D031
106594,Attila Korpas,K090
106619,Bertalan Csoknyai,C227
106629,Birger Andersson,A086
106631,Bo Holmstrom,H181
106641,Bobby Webb,W077
106899,Douglas Palm,P150
106910,Eddie Cruz,C225
106930,Eleuterio Martins,M025
106945,Enrique Caviglia,C145
106968,Eugenio Castigliano,C173
106971,Ezio Di Matteo,D135
106996,Felix Ponte,P179
107000,Fernando Dalla Fontana,D068
107034,Frank Falderbaum,F132
107085,Gerardo Vacarezza,V001
