tourney_id,tourney_name,surface,draw_size,tourney_level,indoor,tourney_date,match_num,winner_id,winner_seed,winner_entry,winner_name,winner_hand,winner_ht,winner_ioc,winner_age,winner_rank,winner_rank_points,loser_id,loser_seed,loser_entry,loser_name,loser_hand,loser_ht,loser_ioc,loser_age,loser_rank,loser_rank_points,score,best_of,round,minutes,w_ace,w_df,w_svpt,w_1stIn,w_1stWon,w_2ndWon,w_SvGms,w_bpSaved,w_bpFaced,l_ace,l_df,l_svpt,l_1stIn,l_1stWon,l_2ndWon,l_SvGms,l_bpSaved,l_bpFaced
1998-460,Heilbronn,Carpet,32,C,,19980126,1,K297,,,Tuomas Ketola,R,185,FIN,22.93,149,305,D214,1,,Martin Damm,R,188,CZE,25.487,60,740,6-7 6-3 6-1,3,R32,,,,,,,,,,,,,,,,,,,
1998-460,Heilbronn,Carpet,32,C,,19980126,2,R284,,,Alex Radulescu,R,185,GER,23.138,78,615,K310,,,Stefan Koubek,L,175,AUT,21.065,126,365,7-6 6-3,3,R32,,,,,,,,,,,,,,,,,,,
1998-460,Heilbronn,Carpet,32,C,,19980126,3,V175,,,Christian Vinck,L,183,GER,22.398,122,395,D249,3,,Hendrik Dreekmann,R,188,GER,22.992,80,582,6-3 6-3,3,R32,,,,,,,,,,,,,,,,,,,
1998-460,Heilbronn,Carpet,32,C,,19980126,4,G108,,,Rodolphe Gilbert,L,183,FRA,29.123,204,214,S480,4,,Davide Sanguinetti,R,188,ITA,25.421,94,519,4-6 7-5 6-0,3,R32,,,,,,,,,,,,,,,,,,,
1998-460,Heilbronn,Carpet,32,C,,19980126,5,M445,,,Marco Meneschincheri,L,180,ITA,25.755,151,304,K260,5,,Jens Knippschild,R,191,GER,22.946,97,502,6-2 7-6,3,R32,,,,,,,,,,,,,,,,,,,
1998-460,Heilbronn,Carpet,32,C,,19980126,6,P045,6,,Gianluca Pozzi,L,180,ITA,32.611,102,483,R266,,,Andrew Richardson,L,201,GBR,23.871,146,312,6-2 6-4,3,R32,,,,,,,,,,,,,,,,,,,
1998-460,Heilbronn,Carpet,32,C,,19980126,7,B053,7,,Arnaud Boetsch,R,183,FRA,28.821,107,459,O127,,,Oleg Ogorodov,R,193,UZB,25.53,143,323,6-4 6-2,3,R32,,,,,,,,,,,,,,,,,,,
1998-460,Heilbronn,Carpet,32,C,,19980126,8,C270,,,Cristiano Caratti,R,178,ITA,27.677,139,328,N233,8,,Dick Norman,L,203,BEL,26.908,113,436,6-4 6-2,3,R32,,,,,,,,,,,,,,,,,,,
1998-460,Heilbronn,Carpet,32,C,,19980126,9,C260,,,Andrei Cherkasov,R,180,RUS,27.565,189,241,V195,,,Fernando Vicente,R,180,ESP,20.887,123,393,7-5 7-5,3,R32,,,,,,,,,,,,,,,,,,,
1998-460,Heilbronn,Carpet,32,C,,19980126,10,G300,,,Geoff Grant,R,183,USA,28.027,140,327,B484,,,Lars Burgsmuller,R,183,GER,22.141,142,324,6-4 7-6,3,R32,,,,,,,,,,,,,,,,,,,
1998-460,Heilbronn,Carpet,32,C,,19980126,11,K190,,,Bernd Karbacher,R,185,GER,29.815,179,248,F206,,,Frederik Fetterlein,R,191,DEN,27.546,134,339,6-4 4-6 6-3,3,R32,,,,,,,,,,,,,,,,,,,
1998-460,Heilbronn,Carpet,32,C,,19980126,12,N109,,,Diego Nargiso,L,188,ITA,27.869,153,302,C457,,,Francisco Cabello,R,191,ARG,25.139,131,350,6-3 6-2,3,R32,,,,,,,,,,,,,,,,,,,
1998-460,Heilbronn,Carpet,32,C,,19980126,13,P235,,,Stefano Pescosolido,R,185,ITA,26.623,225,186,S636,,,Rainer Schuettler,R,180,GER,21.755,116,422,6-4 6-4,3,R32,,,,,,,,,,,,,,,,,,,
1998-460,Heilbronn,Carpet,32,C,,19980126,14,P372,,,Mariano Puerta,L,180,ARG,19.354,141,325,P436,,,Bjorn Phau,R,175,GER,18.313,743,17,6-4 6-3,3,R32,,,,,,,,,,,,,,,,,,,
1998-460,Heilbronn,Carpet,32,C,,19980126,15,S454,,,Stephane Simian,L,193,FRA,30.637,185,245,S413,,,Vincenzo Santopadre,L,183,ITA,26.461,128,361,6-2 4-6 6-3,3,R32,,,,,,,,,,,,,,,,,,,
1998-460,Heilbronn,Carpet,32,C,,19980126,16,S367,,,Martin Sinner,R,180,GER,29.969,118,409,S465,,,Davide Scala,R,180,ITA,26.067,156,291,6-2 6-3,3,R32,,,,,,,,,,,,,,,,,,,
1998-460,Heilbronn,Carpet,32,C,,19980126,17,C260,,,Andrei Cherkasov,R,180,RUS,27.565,189,241,R284,,,Alex Radulescu,R,185,GER,23.138,78,615,7-5 7-6,3,R16,,,,,,,,,,,,,,,,,,,
1998-460,Heilbronn,Carpet,32,C,,19980126,18,P045,6,,Gianluca Pozzi,L,180,ITA,32.611,102,483,S454,,,Stephane Simian,L,193,FRA,30.637,185,245,7-6 6-4,3,R16,,,,,,,,,,,,,,,,,,,
1998-460,Heilbronn,Carpet,32,C,,19980126,19,K190,,,Bernd Karbacher,R,185,GER,29.815,179,248,B053,7,,Arnaud Boetsch,R,183,FRA,28.821,107,459,6-3 6-4,3,R16,,,,,,,,,,,,,,,,,,,
1998-460,Heilbronn,Carpet,32,C,,19980126,20,G108,,,Rodolphe Gilbert,L,183,FRA,29.123,204,214,N109,,,Diego Nargiso,L,188,ITA,27.869,153,302,7-6 6-0,3,R16,,,,,,,,,,,,,,,,,,,
1998-460,Heilbronn,Carpet,32,C,,19980126,21,G300,,,Geoff Grant,R,183,USA,28.027,140,327,K297,,,Tuomas Ketola,R,185,FIN,22.93,149,305,2-6 7-5 6-4,3,R16,,,,,,,,,,,,,,,,,,,
1998-460,Heilbronn,Carpet,32,C,,19980126,22,M445,,,Marco Meneschincheri,L,180,ITA,25.755,151,304,P372,,,Mariano Puerta,L,180,ARG,19.354,141,325,6-2 6-4,3,R16,,,,,,,,,,,,,,,,,,,
1998-460,Heilbronn,Carpet,32,C,,19980126,23,P235,,,Stefano Pescosolido,R,185,ITA,26.623,225,186,V175,,,Christian Vinck,L,183,GER,22.398,122,395,3-6 7-6 RET,3,R16,,,,,,,,,,,,,,,,,,,
1998-460,Heilbronn,Carpet,32,C,,19980126,24,S367,,,Martin Sinner,R,180,GER,29.969,118,409,C270,,,Cristiano Caratti,R,178,ITA,27.677,139,328,6-4 2-6 6-3,3,R16,,,,,,,,,,,,,,,,,,,
1998-460,Heilbronn,Carpet,32,C,,19980126,25,P045,6,,Gianluca Pozzi,L,180,ITA,32.611,102,483,P235,,,Stefano Pescosolido,R,185,ITA,26.623,225,186,6-3 6-0,3,QF,,,,,,,,,,,,,,,,,,,
1998-460,Heilbronn,Carpet,32,C,,19980126,26,K190,,,Bernd Karbacher,R,185,GER,29.815,179,248,C260,,,Andrei Cherkasov,R,180,RUS,27.565,189,241,4-6 6-3 6-4,3,QF,,,,,,,,,,,,,,,,,,,
1998-460,Heilbronn,Carpet,32,C,,19980126,27,M445,,,Marco Meneschincheri,L,180,ITA,25.755,151,304,G108,,,Rodolphe Gilbert,L,183,FRA,29.123,204,214,3-6 6-3 6-2,3,QF,,,,,,,,,,,,,,,,,,,
1998-460,Heilbronn,Carpet,32,C,,19980126,28,S367,,,Martin Sinner,R,180,GER,29.969,118,409,G300,,,Geoff Grant,R,183,USA,28.027,140,327,6-4 7-5,3,QF,,,,,,,,,,,,,,,,,,,
1998-460,Heilbronn,Carpet,32,C,,19980126,29,P045,6,,Gianluca Pozzi,L,180,ITA,32.611,102,483,K190,,,Bernd Karbacher,R,185,GER,29.815,179,248,6-4 6-2,3,SF,,,,,,,,,,,,,,,,,,,
1998-460,Heilbronn,Carpet,32,C,,19980126,30,S367,,,Martin Sinner,R,180,GER,29.969,118,409,M445,,,Marco Meneschincheri,L,180,ITA,25.755,151,304,7-5 6-3,3,SF,,,,,,,,,,,,,,,,,,,
