tourney_id,tourney_name,surface,draw_size,tourney_level,tourney_date,match_num,winner_id,winner_seed,winner_entry,winner_name,winner_hand,winner_ht,winner_ioc,winner_age,loser_id,loser_seed,loser_entry,loser_name,loser_hand,loser_ht,loser_ioc,loser_age,score,best_of,round,minutes,w_ace,w_df,w_svpt,w_1stIn,w_1stWon,w_2ndWon,w_SvGms,w_bpSaved,w_bpFaced,l_ace,l_df,l_svpt,l_1stIn,l_1stWon,l_2ndWon,l_SvGms,l_bpSaved,l_bpFaced,winner_rank,winner_rank_points,loser_rank,loser_rank_points
1967-eastern-province-pro,Eastern Province Pro,Hard,16,P,19670911,1,B228,,,Earl Buchholz,,,USA,26.984,D133,,,Mike Davies,,,GBR,31.671,8-4,3,R16,,,,,,,,,,,,,,,,,,,,,,,
1967-eastern-province-pro,Eastern Province Pro,Hard,16,P,19670911,2,B122,,,Pierre Barthes,,,FRA,25.993,D139,,,Keith Diepraam,,,RSA,24.999,8-5,3,R16,,,,,,,,,,,,,,,,,,,,,,,
1967-eastern-province-pro,Eastern Province Pro,Hard,16,P,19670911,3,G075,,,Andres Gimeno,,,ESP,30.105,B228,,,Earl Buchholz,,,USA,26.984,8-5,3,QF,,,,,,,,,,,,,,,,,,,,,,,
1967-eastern-province-pro,Eastern Province Pro,Hard,16,P,19670911,4,L058,,,Rod Laver,,,AUS,29.090,H132,,,Lew Hoad,,,AUS,32.799,w/o,3,QF,,,,,,,,,,,,,,,,,,,,,,,
1967-eastern-province-pro,Eastern Province Pro,Hard,16,P,19670911,5,S129,,,Fred Stolle,,,AUS,28.925,B122,,,Pierre Barthes,,,FRA,25.993,8-6,3,QF,,,,,,,,,,,,,,,,,,,,,,,
1967-eastern-province-pro,Eastern Province Pro,Hard,16,P,19670911,6,R075,,,Ken Rosewall,,,AUS,32.857,M294,,,Barry MacKay,,,USA,32.030,8-2,3,QF,,,,,,,,,,,,,,,,,,,,,,,
1967-eastern-province-pro,Eastern Province Pro,Hard,16,P,19670911,7,G075,,,Andres Gimeno,,,ESP,30.105,L058,,,Rod Laver,,,AUS,29.090,8-2,3,SF,,,,,,,,,,,,,,,,,,,,,,,
1967-eastern-province-pro,Eastern Province Pro,Hard,16,P,19670911,8,R075,,,Ken Rosewall,,,AUS,32.857,S129,,,Fred Stolle,,,AUS,28.925,8-5,3,SF,,,,,,,,,,,,,,,,,,,,,,,
1967-eastern-province-pro,Eastern Province Pro,Hard,16,P,19670911,9,G075,,,Andres Gimeno,,,ESP,30.105,R075,,,Ken Rosewall,,,AUS,32.857,10-0,3,F,,,,,,,,,,,,,,,,,,,,,,,
1967-eastern-province-pro,Eastern Province Pro,Hard,16,P,19670911,10,L058,,,Rod Laver,,,AUS,29.090,S129,,,Fred Stolle,,,AUS,28.925,8-5,3,3P,,,,,,,,,,,,,,,,,,,,,,,
1967-western-province-pro,Western Province Pro,Hard,16,P,19670911,1,B228,,,Earl Buchholz,,,USA,26.984,B122,,,Pierre Barthes,,,FRA,25.993,6-2 11-9,3,R16,,,,,,,,,,,,,,,,,,,,,,,
1967-western-province-pro,Western Province Pro,Hard,16,P,19670911,2,H132,,,Lew Hoad,,,AUS,32.799,D133,,,Mike Davies,,,GBR,31.671,6-1 6-4,3,R16,,,,,,,,,,,,,,,,,,,,,,,
1967-western-province-pro,Western Province Pro,Hard,16,P,19670911,3,R075,,,Ken Rosewall,,,AUS,32.857,D139,,,Keith Diepraam,,,RSA,24.999,6-4 6-2,3,QF,,,,,,,,,,,,,,,,,,,,,,,
1967-western-province-pro,Western Province Pro,Hard,16,P,19670911,4,B228,,,Earl Buchholz,,,USA,26.984,G075,,,Andres Gimeno,,,ESP,30.105,6-4 8-6,3,QF,,,,,,,,,,,,,,,,,,,,,,,
1967-western-province-pro,Western Province Pro,Hard,16,P,19670911,5,L058,,,Rod Laver,,,AUS,29.090,M294,,,Barry MacKay,,,USA,32.030,6-2 6-1,3,QF,,,,,,,,,,,,,,,,,,,,,,,
1967-western-province-pro,Western Province Pro,Hard,16,P,19670911,6,S129,,,Fred Stolle,,,AUS,28.925,H132,,,Lew Hoad,,,AUS,32.799,6-1 6-4,3,QF,,,,,,,,,,,,,,,,,,,,,,,
1967-western-province-pro,Western Province Pro,Hard,16,P,19670911,7,R075,,,Ken Rosewall,,,AUS,32.857,B228,,,Earl Buchholz,,,USA,26.984,6-3 7-5,3,SF,,,,,,,,,,,,,,,,,,,,,,,
1967-western-province-pro,Western Province Pro,Hard,16,P,19670911,8,S129,,,Fred Stolle,,,AUS,28.925,L058,,,Rod Laver,,,AUS,29.090,6-4 6-3,3,SF,,,,,,,,,,,,,,,,,,,,,,,
1967-western-province-pro,Western Province Pro,Hard,16,P,19670911,9,R075,,,Ken Rosewall,,,AUS,32.857,S129,,,Fred Stolle,,,AUS,28.925,6-1 3-6 6-3,3,F,,,,,,,,,,,,,,,,,,,,,,,
1967-western-province-pro,Western Province Pro,Hard,16,P,19670911,10,L058,,,Rod Laver,,,AUS,29.090,B228,,,Earl Buchholz,,,USA,26.984,6-3 3-6 6-4,3,3P,,,,,,,,,,,,,,,,,,,,,,,
1967-johannesburg-pro,Johannesburg Pro,Hard,16,P,19670918,1,B122,,,Pierre Barthes,,,FRA,26.012,M294,,,Barry MacKay,,,USA,32.049,6-4 6-4,3,R16,,,,,,,,,,,,,,,,,,,,,,,
1967-johannesburg-pro,Johannesburg Pro,Hard,16,P,19670918,2,H132,,,Lew Hoad,,,AUS,32.819,D139,,,Keith Diepraam,,,RSA,25.018,9-7 6-2,3,R16,,,,,,,,,,,,,,,,,,,,,,,
1967-johannesburg-pro,Johannesburg Pro,Hard,16,P,19670918,3,L058,,,Rod Laver,,,AUS,29.109,B122,,,Pierre Barthes,,,FRA,26.012,8-6 6-2,3,QF,,,,,,,,,,,,,,,,,,,,,,,
1967-johannesburg-pro,Johannesburg Pro,Hard,16,P,19670918,4,B228,,,Earl Buchholz,,,USA,27.003,S129,,,Fred Stolle,,,AUS,28.945,3-6 9-7 6-3,3,QF,,,,,,,,,,,,,,,,,,,,,,,
1967-johannesburg-pro,Johannesburg Pro,Hard,16,P,19670918,5,R075,,,Ken Rosewall,,,AUS,32.876,H132,,,Lew Hoad,,,AUS,32.819,6-1 6-2,3,QF,,,,,,,,,,,,,,,,,,,,,,,
1967-johannesburg-pro,Johannesburg Pro,Hard,16,P,19670918,6,G075,,,Andres Gimeno,,,ESP,30.125,D133,,,Mike Davies,,,GBR,31.691,6-4 7-5,3,QF,,,,,,,,,,,,,,,,,,,,,,,
1967-johannesburg-pro,Johannesburg Pro,Hard,16,P,19670918,7,L058,,,Rod Laver,,,AUS,29.109,B228,,,Earl Buchholz,,,USA,27.003,6-2 6-4,3,SF,,,,,,,,,,,,,,,,,,,,,,,
1967-johannesburg-pro,Johannesburg Pro,Hard,16,P,19670918,8,G075,,,Andres Gimeno,,,ESP,30.125,R075,,,Ken Rosewall,,,AUS,32.876,6-3 4-6 6-3,3,SF,,,,,,,,,,,,,,,,,,,,,,,
1967-johannesburg-pro,Johannesburg Pro,Hard,16,P,19670918,9,L058,,,Rod Laver,,,AUS,29.109,G075,,,Andres Gimeno,,,ESP,30.125,6-1 8-6,3,F,,,,,,,,,,,,,,,,,,,,,,,
1967-johannesburg-pro,Johannesburg Pro,Hard,16,P,19670918,10,R075,,,Ken Rosewall,,,AUS,32.876,B228,,,Earl Buchholz,,,USA,27.003,8-3 6-4,3,3P,,,,,,,,,,,,,,,,,,,,,,,
1967-fresno-pro,Fresno Pro,Clay,32,P,19670925,1,,,,P. Wilkins,,,,,BO34,,,W. Beale,,,USA,,8-3,3,R32,,,,,,,,,,,,,,,,,,,,,,,
1967-fresno-pro,Fresno Pro,Clay,32,P,19670925,2,K147,,,H. Kamakana,,,USA,,,,,K. Walts,,,,,8-3,3,R32,,,,,,,,,,,,,,,,,,,,,,,
1967-fresno-pro,Fresno Pro,Clay,32,P,19670925,3,,,,T. Chivington,,,,,,,,F. Earle,,,,,8-2,3,R32,,,,,,,,,,,,,,,,,,,,,,,
1967-fresno-pro,Fresno Pro,Clay,32,P,19670925,4,R064,,,Dennis Ralston,,,USA,25.164,,,,P. Wilkins,,,,,8-3,3,R16,,,,,,,,,,,,,,,,,,,,,,,
1967-fresno-pro,Fresno Pro,Clay,32,P,19670925,5,K147,,,H. Kamakana,,,USA,,K613,,,D. Kierbow,,,USA,,8-0,3,R16,,,,,,,,,,,,,,,,,,,,,,,
1967-fresno-pro,Fresno Pro,Clay,32,P,19670925,6,D138,,,J. DeWitts,,,USA,,,,,S. Smith,,,,,8-3,3,R16,,,,,,,,,,,,,,,,,,,,,,,
1967-fresno-pro,Fresno Pro,Clay,32,P,19670925,7,C184,,,I. Crookenden,,,NZL,23.792,,,,R. Gould,,,,,8-4,3,R16,,,,,,,,,,,,,,,,,,,,,,,
1967-fresno-pro,Fresno Pro,Clay,32,P,19670925,8,HD11,,,L. Huebner,,,USA,36.383,,,,T. Chivington,,,,,8-4,3,R16,,,,,,,,,,,,,,,,,,,,,,,
1967-fresno-pro,Fresno Pro,Clay,32,P,19670925,9,SS51,,,H. Stewart,,,USA,39.337,,,,L. Collas,,,,,8-4,3,R16,,,,,,,,,,,,,,,,,,,,,,,
1967-fresno-pro,Fresno Pro,Clay,32,P,19670925,10,E901,,,C. Eltzholtz,,,USA,,,,,K. Merrick,,,,,8-0,3,R16,,,,,,,,,,,,,,,,,,,,,,,
1967-fresno-pro,Fresno Pro,Clay,32,P,19670925,11,O042,,,Alex Olmedo,,,PER,31.504,,,,D. Hamilton,,,,,8-1,3,R16,,,,,,,,,,,,,,,,,,,,,,,
1967-fresno-pro,Fresno Pro,Clay,32,P,19670925,12,R064,,,Dennis Ralston,,,USA,25.164,K147,,,H. Kamakana,,,USA,,8-2,3,QF,,,,,,,,,,,,,,,,,,,,,,,
1967-fresno-pro,Fresno Pro,Clay,32,P,19670925,13,C184,,,I. Crookenden,,,NZL,23.792,D138,,,J. DeWitts,,,USA,,8-4,3,QF,,,,,,,,,,,,,,,,,,,,,,,
1967-fresno-pro,Fresno Pro,Clay,32,P,19670925,14,HD11,,,L. Huebner,,,USA,36.383,SS51,,,H. Stewart,,,USA,39.337,9-7,3,QF,,,,,,,,,,,,,,,,,,,,,,,
1967-fresno-pro,Fresno Pro,Clay,32,P,19670925,15,O042,,,Alex Olmedo,,,PER,31.504,E901,,,C. Eltzholtz,,,USA,,8-1,3,QF,,,,,,,,,,,,,,,,,,,,,,,
1967-fresno-pro,Fresno Pro,Clay,32,P,19670925,16,R064,,,Dennis Ralston,,,USA,25.164,C184,,,I. Crookenden,,,NZL,23.792,8-2,3,SF,,,,,,,,,,,,,,,,,,,,,,,
1967-fresno-pro,Fresno Pro,Clay,32,P,19670925,17,O042,,,Alex Olmedo,,,PER,31.504,HD11,,,L. Huebner,,,USA,36.383,8-6,3,SF,,,,,,,,,,,,,,,,,,,,,,,
1967-fresno-pro,Fresno Pro,Clay,32,P,19670925,18,R064,,,Dennis Ralston,,,USA,25.164,O042,,,Alex Olmedo,,,PER,31.504,7-5 6-2,3,F,,,,,,,,,,,,,,,,,,,,,,,
1967-fresno-pro,Fresno Pro,Clay,32,P,19670925,19,C184,,,I. Crookenden,,,NZL,23.792,HD11,,,L. Huebner,,,USA,36.383,6-1 6-1,3,3P,,,,,,,,,,,,,,,,,,,,,,,
1967-barcelona-pro,Barcelona Pro,Carpet,4,P,19671002,1,G075,,,Andres Gimeno,,,ESP,30.163,B122,,,Pierre Barthes,,,FRA,26.051,3-6 6-3 6-4,3,SF,,,,,,,,,,,,,,,,,,,,,,,
1967-barcelona-pro,Barcelona Pro,Carpet,4,P,19671002,2,R075,,,Ken Rosewall,,,AUS,32.914,S129,,,Fred Stolle,,,AUS,28.983,9-11 6-4 6-2,3,SF,,,,,,,,,,,,,,,,,,,,,,,
1967-barcelona-pro,Barcelona Pro,Carpet,4,P,19671002,3,G075,,,Andres Gimeno,,,ESP,30.163,R075,,,Ken Rosewall,,,AUS,32.914,6-3 6-4,3,F,,,,,,,,,,,,,,,,,,,,,,,
1967-barcelona-pro,Barcelona Pro,Carpet,4,P,19671002,4,S129,,,Fred Stolle,,,AUS,28.983,B122,,,Pierre Barthes,,,FRA,26.051,6-4 6-4,3,3P,,,,,,,,,,,,,,,,,,,,,,,
1967-marseille-pro-ii,Marseille Pro II,Carpet,8,P,19671002,1,S129,,,Fred Stolle,,,AUS,28.983,M294,,,Barry MacKay,,,USA,32.088,3-6 6-4 11-9,3,QF,,,,,,,,,,,,,,,,,,,,,,,
1967-marseille-pro-ii,Marseille Pro II,Carpet,8,P,19671002,2,B122,,,Pierre Barthes,,,FRA,26.051,D133,,,Mike Davies,,,GBR,31.729,6-3 6-2,3,QF,,,,,,,,,,,,,,,,,,,,,,,
1967-marseille-pro-ii,Marseille Pro II,Carpet,8,P,19671002,3,S129,,,Fred Stolle,,,AUS,28.983,G075,,,Andres Gimeno,,,ESP,30.163,6-3 3-6 6-4,3,SF,,,,,,,,,,,,,,,,,,,,,,,
1967-marseille-pro-ii,Marseille Pro II,Carpet,8,P,19671002,4,B122,,,Pierre Barthes,,,FRA,26.051,R075,,,Ken Rosewall,,,AUS,32.914,6-1 9-7,3,SF,,,,,,,,,,,,,,,,,,,,,,,
1967-marseille-pro-ii,Marseille Pro II,Carpet,8,P,19671002,5,B122,,,Pierre Barthes,,,FRA,26.051,S129,,,Fred Stolle,,,AUS,28.983,2-6 9-7 11-9,3,F,,,,,,,,,,,,,,,,,,,,,,,
1967-marseille-pro-ii,Marseille Pro II,Carpet,8,P,19671002,6,G075,,,Andres Gimeno,,,ESP,30.163,R075,,,Ken Rosewall,,,AUS,32.914,11-9 6-3,3,3P,,,,,,,,,,,,,,,,,,,,,,,
1967-french-pro-stade-coubertin,French Pro,Carpet,16,P,19671009,1,G075,,,Andres Gimeno,,,ESP,30.182,H131,,,Robert Haillet,,,FRA,36.036,7-5 6-1 6-2,3,R16,,,,,,,,,,,,,,,,,,,,,,,
1967-french-pro-stade-coubertin,French Pro,Carpet,16,P,19671009,2,H132,,,Lew Hoad,,,AUS,32.876,B122,,,Pierre Barthes,,,FRA,26.070,4-6 4-6 6-4 6-4 9-7,5,R16,,,,,,,,,,,,,,,,,,,,,,,
1967-french-pro-stade-coubertin,French Pro,Carpet,16,P,19671009,3,S129,,,Fred Stolle,,,AUS,29.002,M257,,,Jean-Claude Molinari,,,FRA,36.115,6-0 6-4 8-6,3,R16,,,,,,,,,,,,,,,,,,,,,,,
1967-french-pro-stade-coubertin,French Pro,Carpet,16,P,19671009,4,B228,,,Earl Buchholz,,,USA,27.061,R064,,,Dennis Ralston,,,USA,25.202,6-4 6-4 6-2,3,R16,,,,,,,,,,,,,,,,,,,,,,,
1967-french-pro-stade-coubertin,French Pro,Carpet,16,P,19671009,5,R075,,,Ken Rosewall,,,AUS,32.934,D133,,,Mike Davies,,,GBR,31.748,6-2 6-1 7-5,3,QF,,,,,,,,,,,,,,,,,,,,,,,
1967-french-pro-stade-coubertin,French Pro,Carpet,16,P,19671009,6,G075,,,Andres Gimeno,,,ESP,30.182,H132,,,Lew Hoad,,,AUS,32.876,6-1 2-6 6-3 8-6,5,QF,,,,,,,,,,,,,,,,,,,,,,,
1967-french-pro-stade-coubertin,French Pro,Carpet,16,P,19671009,7,S129,,,Fred Stolle,,,AUS,29.002,B228,,,Earl Buchholz,,,USA,27.061,8-6 11-9 6-1,3,QF,,,,,,,,,,,,,,,,,,,,,,,
1967-french-pro-stade-coubertin,French Pro,Carpet,16,P,19671009,8,L058,,,Rod Laver,,,AUS,29.166,M294,,,Barry MacKay,,,USA,32.107,6-2 3-6 6-4 6-4,5,QF,,,,,,,,,,,,,,,,,,,,,,,
1967-french-pro-stade-coubertin,French Pro,Carpet,16,P,19671009,9,G075,,,Andres Gimeno,,,ESP,30.182,R075,,,Ken Rosewall,,,AUS,32.934,6-2 6-3 6-4,3,SF,,,,,,,,,,,,,,,,,,,,,,,
1967-french-pro-stade-coubertin,French Pro,Carpet,16,P,19671009,10,L058,,,Rod Laver,,,AUS,29.166,S129,,,Fred Stolle,,,AUS,29.002,4-6 6-3 6-4 6-4,5,SF,,,,,,,,,,,,,,,,,,,,,,,
1967-french-pro-stade-coubertin,French Pro,Carpet,16,P,19671009,11,L058,,,Rod Laver,,,AUS,29.166,G075,,,Andres Gimeno,,,ESP,30.182,6-4 8-6 4-6 6-2,5,F,,,,,,,,,,,,,,,,,,,,,,,
1967-prague-pro,Prague Pro,Carpet,4,P,19671016,1,R064,,,Dennis Ralston,,,USA,25.221,S129,,,Fred Stolle,,,AUS,29.021,6-4 10-8,3,SF,,,,,,,,,,,,,,,,,,,,,,,
1967-prague-pro,Prague Pro,Carpet,4,P,19671016,2,L058,,,Rod Laver,,,AUS,29.185,B228,,,Earl Buchholz,,,USA,27.080,7-5 3-6 6-1,3,SF,,,,,,,,,,,,,,,,,,,,,,,
1967-prague-pro,Prague Pro,Carpet,4,P,19671016,3,R064,,,Dennis Ralston,,,USA,25.221,L058,,,Rod Laver,,,AUS,29.185,7-5 6-1,3,F,,,,,,,,,,,,,,,,,,,,,,,
1967-prague-pro,Prague Pro,Carpet,4,P,19671016,4,B228,,,Earl Buchholz,,,USA,27.080,S129,,,Fred Stolle,,,AUS,29.021,6-4 7-5,3,3P,,,,,,,,,,,,,,,,,,,,,,,
1967-wembley-pro,Wembley Pro,Carpet,16,P,19671023,1,R064,,,Dennis Ralston,,,USA,25.240,S129,,,Fred Stolle,,,AUS,29.040,6-1 1-6 10-8,3,R16,,,,,,,,,,,,,,,,,,,,,,,
1967-wembley-pro,Wembley Pro,Carpet,16,P,19671023,2,D054,,,Owen Davidson,,,AUS,24.052,D133,,,Mike Davies,,,GBR,31.786,6-3 6-3,3,R16,,,,,,,,,,,,,,,,,,,,,,,
1967-wembley-pro,Wembley Pro,Carpet,16,P,19671023,3,B228,,,Earl Buchholz,,,USA,27.099,H132,,,Lew Hoad,,,AUS,32.914,4-6 6-4 6-2,3,R16,,,,,,,,,,,,,,,,,,,,,,,
1967-wembley-pro,Wembley Pro,Carpet,16,P,19671023,4,G075,,,Andres Gimeno,,,ESP,30.220,B122,,,Pierre Barthes,,,FRA,26.108,3-6 6-4 10-8,3,R16,,,,,,,,,,,,,,,,,,,,,,,
1967-abidjan-pro,Abidjan Pro,Hard,4,P,19671106,1,L058,,,Rod Laver,,,AUS,29.243,M294,,,Barry MacKay,,,USA,32.183,,3,SF,,,,,,,,,,,,,,,,,,,,,,,
1967-abidjan-pro,Abidjan Pro,Hard,4,P,19671106,2,G075,,,Andres Gimeno,,,ESP,30.259,B122,,,Pierre Barthes,,,FRA,26.146,,3,SF,,,,,,,,,,,,,,,,,,,,,,,
1967-abidjan-pro,Abidjan Pro,Hard,4,P,19671106,3,L058,,,Rod Laver,,,AUS,29.243,G075,,,Andres Gimeno,,,ESP,30.259,2-6 8-6 6-3,3,F,,,,,,,,,,,,,,,,,,,,,,,
1967-abidjan-pro,Abidjan Pro,Hard,4,P,19671106,4,B122,,,Pierre Barthes,,,FRA,26.146,M294,,,Barry MacKay,,,USA,32.183,6-1 6-3,3,3P,,,,,,,,,,,,,,,,,,,,,,,
1967-dakar-pro,Dakar Pro,Hard,4,P,19671106,1,G075,,,Andres Gimeno,,,ESP,30.259,B122,,,Pierre Barthes,,,FRA,26.146,6-8 6-1 6-2,3,SF,,,,,,,,,,,,,,,,,,,,,,,
1967-dakar-pro,Dakar Pro,Hard,4,P,19671106,2,L058,,,Rod Laver,,,AUS,29.243,M294,,,Barry MacKay,,,USA,32.183,6-2 6-1,3,SF,,,,,,,,,,,,,,,,,,,,,,,
1967-dakar-pro,Dakar Pro,Hard,4,P,19671106,3,G075,,,Andres Gimeno,,,ESP,30.259,L058,,,Rod Laver,,,AUS,29.243,7-5 1-6 6-3,3,F,,,,,,,,,,,,,,,,,,,,,,,
1967-dakar-pro,Dakar Pro,Hard,4,P,19671106,4,B122,,,Pierre Barthes,,,FRA,26.146,M294,,,Barry MacKay,,,USA,32.183,6-4 0-6 6-2,3,3P,,,,,,,,,,,,,,,,,,,,,,,
1967-belfast-pro,Belfast Pro,Carpet,4,P,19671120,1,R075,,,Ken Rosewall,,,AUS,33.049,B122,,,Pierre Barthes,,,FRA,26.185,6-4 7-5,3,SF,,,,,,,,,,,,,,,,,,,,,,,
1967-belfast-pro,Belfast Pro,Carpet,4,P,19671120,2,H132,,,Lew Hoad,,,AUS,32.991,G075,,,Andres Gimeno,,,ESP,30.297,4-6 6-3 8-6,3,SF,,,,,,,,,,,,,,,,,,,,,,,
1967-belfast-pro,Belfast Pro,Carpet,4,P,19671120,3,R075,,,Ken Rosewall,,,AUS,33.049,H132,,,Lew Hoad,,,AUS,32.991,3-6 6-2 7-5,3,F,,,,,,,,,,,,,,,,,,,,,,,
1967-belfast-pro,Belfast Pro,Carpet,4,P,19671120,4,G075,,,Andres Gimeno,,,ESP,30.297,B122,,,Pierre Barthes,,,FRA,26.185,6-4 6-2,3,3P,,,,,,,,,,,,,,,,,,,,,,,
