tourney_id,tourney_name,surface,draw_size,tourney_level,indoor,tourney_date,match_num,winner_id,winner_seed,winner_entry,winner_name,winner_hand,winner_ht,winner_ioc,winner_age,winner_rank,winner_rank_points,loser_id,loser_seed,loser_entry,loser_name,loser_hand,loser_ht,loser_ioc,loser_age,loser_rank,loser_rank_points,score,best_of,round,minutes,w_ace,w_df,w_svpt,w_1stIn,w_1stWon,w_2ndWon,w_SvGms,w_bpSaved,w_bpFaced,l_ace,l_df,l_svpt,l_1stIn,l_1stWon,l_2ndWon,l_SvGms,l_bpSaved,l_bpFaced
2015-7182,Happy Valley,Hard,32,C,,20150111,1,RA51,1,,Blaz Rola,L,193,SLO,24.268,78,632,J553,,,Omar Jasika,L,183,AUS,17.651,566,55,4-6 6-4 6-1,3,R32,130,4,4,102,66,45,15,14,11,14,9,6,87,46,30,17,13,4,9
2015-7182,Happy Valley,Hard,32,C,,20150111,2,B837,2,,Marcos Baghdatis,R,178,CYP,29.569,82,610,SJ55,,,John-Patrick Smith,L,188,AUS,25.963,198,243,6-4 6-3,3,R32,75,4,5,50,27,24,13,9,1,1,6,0,62,36,25,11,10,7,10
2015-7182,Happy Valley,Hard,32,C,,20150111,3,KB54,3,,Andrey Kuznetsov,R,183,RUS,23.885,86,580,TC61,,,Jordan Thompson,R,183,AUS,20.728,274,182,6-2 6-4,3,R32,72,3,3,67,36,28,17,9,4,4,4,1,46,21,14,15,9,4,7
2015-7182,Happy Valley,Hard,32,C,,20150111,4,M850,4,,Paul-Henri Mathieu,R,185,FRA,32.997,90,565,G602,,,Andre Ghem,R,193,BRA,32.621,164,309,7-6(3) 6-2,3,R32,98,6,2,54,29,27,11,10,0,2,3,4,84,52,31,12,10,12,16
2015-7182,Happy Valley,Hard,32,C,,20150111,5,N503,5,,Aleksandr Nedovyesov,R,188,KAZ,27.904,128,421,A829,,,Radu Albot,R,175,MDA,25.166,170,295,6-4 7-5,3,R32,81,9,0,63,54,40,5,11,3,4,2,1,65,59,37,3,11,0,3
2015-7182,Happy Valley,Hard,32,C,,20150111,6,HB29,,,Andrew Harris,R,183,AUS,20.849,654,39,MI01,6,,Hiroki Moriya,R,168,JPN,24.238,143,366,7-5 6-1,3,R32,82,3,1,59,39,24,13,9,7,8,5,6,60,29,18,14,10,3,8
2015-7182,Happy Valley,Hard,32,C,,20150111,7,F724,8,,Marton Fucsovics,R,188,HUN,22.924,159,317,MF71,,,Denys Molchanov,R,188,UKR,27.658,169,297,7-6(2) 6-4,3,R32,86,3,4,69,39,30,14,11,1,3,3,4,73,47,31,10,11,5,8
2015-7182,Happy Valley,Hard,32,C,,20150111,8,A789,,,Maxime Authom,R,,BEL,27.789,209,232,SF41,,,Aldin Setkic,R,191,BIH,27.058,225,217,6-4 6-4,3,R32,81,2,0,50,29,21,15,10,0,1,6,4,56,38,26,8,10,0,3
2015-7182,Happy Valley,Hard,32,C,,20150111,9,BI81,,,Alex Bolt,L,183,AUS,22.015,202,242,A887,,,Guido Andreozzi,R,183,ARG,23.436,199,243,6-3 6-2,3,R32,54,12,3,47,26,23,14,9,2,2,1,4,45,27,19,6,8,2,5
2015-7182,Happy Valley,Hard,32,C,,20150111,10,BI23,,,Liam Broady,L,183,GBR,21.018,192,254,GE73,,,Jacob Grills,R,,AUS,19.567,693,33,6-4 6-4,3,R32,93,5,3,71,48,37,8,10,2,3,4,2,60,37,25,11,10,3,6
2015-7182,Happy Valley,Hard,32,C,,20150111,11,H940,,,Ryan Harrison,R,185,USA,22.68,193,249,CH27,,,Hyeon Chung,R,188,KOR,18.648,167,299,6-7(5) 6-1 6-1,3,R32,131,7,1,89,72,47,10,13,5,7,3,2,91,71,40,5,13,8,15
2015-7182,Happy Valley,Hard,32,C,,20150111,12,O234,,,Wayne Odesnik,L,180,USA,29.139,166,300,N732,,,Yoshihito Nishioka,L,170,JPN,19.291,163,310,6-7(4) 7-6(3) 6-3,3,R32,151,17,6,108,75,55,17,17,8,11,6,4,110,66,43,23,16,1,5
2015-7182,Happy Valley,Hard,32,C,,20150111,13,PC68,,,Tim Puetz,R,185,GER,27.146,186,268,SM09,,,Luke Saville,R,188,AUS,21.024,162,313,6-4 6-4,3,R32,81,6,4,54,31,27,14,10,1,1,5,4,57,33,27,11,10,2,4
2015-7182,Happy Valley,Hard,32,C,,20150111,14,V490,,,Matteo Viola,R,185,ITA,27.515,188,262,P624,,,Philipp Petzschner,R,185,GER,30.801,419,98,5-7 6-1 7-6(5),3,R32,147,2,5,111,61,42,27,16,8,13,0,6,97,49,28,24,15,7,13
2015-7182,Happy Valley,Hard,32,C,,20150111,15,W630,,,Andrew Whittington,R,188,AUS,21.418,523,63,Z272,,,Ze Zhang,R,188,CHN,24.523,184,271,6-3 6-4,3,R32,80,3,6,59,34,28,10,10,1,3,7,6,67,39,27,10,9,7,11
2015-7182,Happy Valley,Hard,32,C,,20150111,16,Z254,,,Jurgen Zopp,R,191,EST,26.787,187,264,MI43,,,Gerald Melzer,L,188,AUT,24.498,160,316,7-6(7) 6-7(5) 6-4,3,R32,161,9,3,117,74,55,28,17,2,2,11,3,111,69,52,28,17,5,6
2015-7182,Happy Valley,Hard,32,C,,20150111,17,H940,,,Ryan Harrison,R,185,USA,22.68,193,249,RA51,1,,Blaz Rola,L,193,SLO,24.268,78,632,1-6 6-1 7-5,3,R16,103,3,5,76,46,34,18,13,3,5,5,4,78,50,33,17,13,6,9
2015-7182,Happy Valley,Hard,32,C,,20150111,18,B837,2,,Marcos Baghdatis,R,178,CYP,29.569,82,610,W630,,,Andrew Whittington,R,188,AUS,21.418,523,63,7-5 6-3,3,R16,95,2,1,58,31,22,19,10,1,2,4,4,78,52,36,10,11,9,13
2015-7182,Happy Valley,Hard,32,C,,20150111,19,KB54,3,,Andrey Kuznetsov,R,183,RUS,23.885,86,580,O234,,,Wayne Odesnik,L,180,USA,29.139,166,300,6-1 6-4,3,R16,60,11,1,46,28,25,12,9,0,0,3,1,54,35,20,8,8,0,3
2015-7182,Happy Valley,Hard,32,C,,20150111,20,M850,4,,Paul-Henri Mathieu,R,185,FRA,32.997,90,565,V490,,,Matteo Viola,R,185,ITA,27.515,188,262,6-1 6-3,3,R16,61,1,0,45,30,23,10,8,0,0,5,2,53,36,18,8,8,4,8
2015-7182,Happy Valley,Hard,32,C,,20150111,21,N503,5,,Aleksandr Nedovyesov,R,188,KAZ,27.904,128,421,PC68,,,Tim Puetz,R,185,GER,27.146,186,268,6-2 4-6 7-6(6),3,R16,136,13,2,95,58,41,21,15,1,4,6,4,102,56,39,23,15,10,14
2015-7182,Happy Valley,Hard,32,C,,20150111,22,BI81,,,Alex Bolt,L,183,AUS,22.015,202,242,F724,8,,Marton Fucsovics,R,188,HUN,22.924,159,317,3-6 7-6(5) 6-1,3,R16,122,6,5,94,55,43,16,13,6,8,5,8,116,67,39,28,15,10,14
2015-7182,Happy Valley,Hard,32,C,,20150111,23,A789,,,Maxime Authom,R,,BEL,27.789,209,232,BI23,,,Liam Broady,L,183,GBR,21.018,192,254,6-2 6-4,3,R16,74,11,1,48,26,23,16,9,2,2,2,4,64,42,25,11,9,3,6
2015-7182,Happy Valley,Hard,32,C,,20150111,24,HB29,,,Andrew Harris,R,183,AUS,20.849,654,39,Z254,,,Jurgen Zopp,R,191,EST,26.787,187,264,7-5 6-3,3,R16,71,2,1,51,28,24,18,11,0,1,6,3,67,42,28,12,10,5,8
2015-7182,Happy Valley,Hard,32,C,,20150111,25,B837,2,,Marcos Baghdatis,R,178,CYP,29.569,82,610,N503,5,,Aleksandr Nedovyesov,R,188,KAZ,27.904,128,421,3-6 6-2 6-2,3,QF,100,4,4,89,56,42,14,13,6,8,3,1,85,60,37,12,12,5,9
2015-7182,Happy Valley,Hard,32,C,,20150111,26,HB29,,,Andrew Harris,R,183,AUS,20.849,654,39,KB54,3,,Andrey Kuznetsov,R,183,RUS,23.885,86,580,6-2 5-7 6-1,3,QF,104,4,3,83,58,45,12,14,2,3,9,1,92,53,34,19,13,5,9
2015-7182,Happy Valley,Hard,32,C,,20150111,27,BI81,,,Alex Bolt,L,183,AUS,22.015,202,242,M850,4,,Paul-Henri Mathieu,R,185,FRA,32.997,90,565,7-5 7-5,3,QF,107,9,5,85,53,43,13,12,9,10,6,5,103,68,43,15,12,10,13
2015-7182,Happy Valley,Hard,32,C,,20150111,28,H940,,,Ryan Harrison,R,185,USA,22.68,193,249,A789,,,Maxime Authom,R,,BEL,27.789,209,232,5-7 7-5 7-5,3,QF,143,12,2,94,64,53,17,18,1,3,0,0,118,79,51,24,18,6,9
2015-7182,Happy Valley,Hard,32,C,,20150111,29,B837,2,,Marcos Baghdatis,R,178,CYP,29.569,82,610,HB29,,,Andrew Harris,R,183,AUS,20.849,654,39,6-4 6-4,3,SF,86,5,1,60,43,35,7,10,3,4,0,2,83,58,34,14,10,7,10
2015-7182,Happy Valley,Hard,32,C,,20150111,30,H940,,,Ryan Harrison,R,185,USA,22.68,193,249,BI81,,,Alex Bolt,L,183,AUS,22.015,202,242,6-3 6-3,3,SF,68,5,0,53,33,21,14,9,1,2,0,2,50,33,19,7,9,2,6
2015-7182,Happy Valley,Hard,32,C,,20150111,31,H940,,,Ryan Harrison,R,185,USA,22.68,193,249,B837,2,,Marcos Baghdatis,R,178,CYP,29.569,82,610,7-6(8) 6-4,3,F,104,2,2,72,46,33,16,11,1,3,4,4,83,52,31,19,11,4,7
2015-7184,Casablanca,Clay,32,C,,20150118,1,M824,1,,Albert Montanes,R,175,ESP,34.144,103,536,R847,,,Younes Rachidi,,,MAR,28.348,1224,6,6-0 6-1,3,R32,38,3,1,31,23,18,4,6,0,1,0,4,40,29,8,2,7,2,9
2015-7184,Casablanca,Clay,32,C,,20150118,2,DB63,,,Laslo Djere,R,188,SRB,19.63,339,134,G676,2,,Daniel Gimeno-Traver,R,183,ESP,29.448,108,510,6-4 6-7(4) 6-4,3,R32,151,4,3,101,60,43,24,16,1,3,0,5,114,61,46,24,16,5,9
2015-7184,Casablanca,Clay,32,C,,20150118,3,U061,3,,Adrian Ungur,R,178,ROU,29.988,155,327,GA71,,,Laurynas Grigelis,R,183,LTU,23.431,342,132,7-6(2) 6-3,3,R32,94,2,2,72,37,27,23,11,3,4,4,1,55,41,31,7,10,2,4
2015-7184,Casablanca,Clay,32,C,,20150118,4,T999,,,Maxime Teixeira,R,188,FRA,25.999,495,72,CF59,4,,Roberto Carballes Baena,R,183,ESP,21.823,168,307,6-3 4-6 6-2,3,R32,123,7,2,89,56,35,20,14,3,6,3,2,80,50,30,16,13,5,10
2015-7184,Casablanca,Clay,32,C,,20150118,5,MI08,,,Javier Marti,R,,ESP,23.02,788,23,R383,5,,Ruben Ramirez Hidalgo,R,183,ESP,37.032,223,219,7-5 6-2,3,R32,87,2,2,63,39,25,16,10,2,3,1,3,60,31,21,13,10,4,8
2015-7184,Casablanca,Clay,32,C,,20150118,6,MA49,,,Rui Machado,R,178,POR,30.773,294,165,BE67,6,,Mirza Basic,R,188,BIH,23.521,268,184,6-4 6-2,3,R32,75,3,5,54,39,25,7,9,3,5,3,1,52,30,17,10,9,2,7
2015-7184,Casablanca,Clay,32,C,,20150118,7,GB13,,,Germain Gigounon,R,178,BEL,25.747,293,166,CG32,7,,Julien Cagnina,R,183,BEL,20.624,274,181,6-4 4-6 7-6(2),3,R32,160,1,6,101,62,39,14,16,8,16,3,10,114,66,38,19,16,4,12
2015-7184,Casablanca,Clay,32,C,,20150118,8,MF09,8,,Nikola Mektic,R,183,CRO,26.067,275,177,O410,,,Julien Obry,R,173,FRA,23.373,305,155,6-0 7-6(4),3,R32,87,3,0,55,35,27,14,9,0,0,6,4,76,36,22,21,9,9,12
2015-7184,Casablanca,Clay,32,C,,20150118,9,BC36,,,Gregoire Burquier,L,,FRA,30.53,301,160,HA28,,,Filip Horansky,R,191,SVK,22.029,335,137,7-6(5) 6-3,3,R32,86,3,2,83,51,34,12,10,4,7,1,2,69,46,27,7,11,0,5
2015-7184,Casablanca,Clay,32,C,,20150118,10,C723,,,Flavio Cipolla,R,173,ITA,31.247,333,138,SI56,,,Janez Semrajc,,,SLO,25.487,295,165,6-0 6-2,3,R32,51,0,0,33,24,20,8,7,0,0,0,2,46,24,10,9,7,3,8
2015-7184,Casablanca,Clay,32,C,,20150118,11,SN54,,,Frederico Ferreira Silva,L,178,POR,19.838,292,166,SK47,,,Mohamed Safwat,R,180,EGY,24.331,288,168,6-2 2-6 6-2,3,R32,88,5,1,64,41,34,10,12,1,3,3,4,71,44,29,13,12,2,6
2015-7184,Casablanca,Clay,32,C,,20150118,12,K512,,,Ivo Klec,R,183,SVK,34.138,331,141,ME04,,,Fabrice Martin,R,198,FRA,28.353,311,152,6-4 6-2,3,R32,66,5,0,45,25,20,17,9,0,0,5,2,73,41,24,16,9,9,12
2015-7184,Casablanca,Clay,32,C,,20150118,13,O207,,,Lamine Ouahab,R,185,MAR,30.073,586,52,DB59,,,Dennis Novak,R,183,AUT,21.391,318,148,6-1 6-3,3,R32,53,4,0,45,27,20,13,8,0,0,1,5,53,33,24,4,8,5,9
2015-7184,Casablanca,Clay,32,C,,20150118,14,RA17,,,Guillaume Rufin,R,188,FRA,24.649,362,123,AF32,,,Amine Ahouda,R,185,MAR,17.352,1136,7,6-4 6-1,3,R32,61,2,2,37,20,20,12,8,0,0,0,3,53,32,20,8,9,2,6
2015-7184,Casablanca,Clay,32,C,,20150118,15,S963,,,Florent Serra,R,180,FRA,33.886,344,130,I201,,,Yassine Idmbarek,,,MAR,28.115,710,31,6-1 6-3,3,R32,67,2,0,49,21,15,13,8,0,3,0,1,54,35,15,5,8,6,13
2015-7184,Casablanca,Clay,32,C,,20150118,16,SF76,,,Franko Skugor,R,196,CRO,27.329,616,46,G922,,,Gerard Granollers,R,183,ESP,25.966,336,137,6-2 6-3,3,R32,63,6,2,44,29,25,12,9,0,0,1,3,50,25,20,10,8,4,7
2015-7184,Casablanca,Clay,32,C,,20150118,17,RA17,,,Guillaume Rufin,R,188,FRA,24.649,362,123,M824,1,,Albert Montanes,R,175,ESP,34.144,103,536,6-3 7-5,3,R16,92,10,4,68,34,25,16,11,4,7,3,5,77,48,32,7,10,9,14
2015-7184,Casablanca,Clay,32,C,,20150118,18,U061,3,,Adrian Ungur,R,178,ROU,29.988,155,327,BC36,,,Gregoire Burquier,L,,FRA,30.53,301,160,6-1 6-3,3,R16,76,2,2,50,27,22,13,8,1,1,3,3,60,28,18,12,8,6,10
2015-7184,Casablanca,Clay,32,C,,20150118,19,O207,,,Lamine Ouahab,R,185,MAR,30.073,586,52,MF09,8,,Nikola Mektic,R,183,CRO,26.067,275,177,7-5 6-4,3,R16,99,2,0,63,40,32,12,11,2,3,3,1,79,49,30,15,11,2,5
2015-7184,Casablanca,Clay,32,C,,20150118,20,DB63,,,Laslo Djere,R,188,SRB,19.63,339,134,SF76,,,Franko Skugor,R,196,CRO,27.329,616,46,6-4 6-3,3,R16,88,1,5,75,39,22,21,9,12,14,4,3,60,29,18,14,10,2,7
2015-7184,Casablanca,Clay,32,C,,20150118,21,MA49,,,Rui Machado,R,178,POR,30.773,294,165,C723,,,Flavio Cipolla,R,173,ITA,31.247,333,138,4-6 6-2 6-4,3,R16,142,0,3,88,68,42,9,14,3,8,0,0,94,74,35,11,14,10,17
2015-7184,Casablanca,Clay,32,C,,20150118,22,MI08,,,Javier Marti,R,,ESP,23.02,788,23,SN54,,,Frederico Ferreira Silva,L,178,POR,19.838,292,166,6-0 6-3,3,R16,71,3,2,42,21,17,9,7,3,5,1,3,64,41,19,6,8,8,15
2015-7184,Casablanca,Clay,32,C,,20150118,23,S963,,,Florent Serra,R,180,FRA,33.886,344,130,GB13,,,Germain Gigounon,R,178,BEL,25.747,293,166,6-2 6-7(5) 7-5,3,R16,135,1,1,102,52,32,30,16,2,6,2,4,110,65,41,19,16,5,12
2015-7184,Casablanca,Clay,32,C,,20150118,24,T999,,,Maxime Teixeira,R,188,FRA,25.999,495,72,K512,,,Ivo Klec,R,183,SVK,34.138,331,141,6-1 6-2,3,R16,64,1,1,47,27,21,11,7,5,5,2,1,58,29,17,12,8,7,12
2015-7184,Casablanca,Clay,32,C,,20150118,25,O207,,,Lamine Ouahab,R,185,MAR,30.073,586,52,U061,3,,Adrian Ungur,R,178,ROU,29.988,155,327,6-2 6-2,3,QF,72,2,1,57,31,23,12,8,6,8,1,2,51,27,16,5,8,2,8
2015-7184,Casablanca,Clay,32,C,,20150118,26,DB63,,,Laslo Djere,R,188,SRB,19.63,339,134,S963,,,Florent Serra,R,180,FRA,33.886,344,130,6-4 6-2,3,QF,65,4,3,56,32,25,15,9,1,1,2,1,59,33,23,11,9,2,5
2015-7184,Casablanca,Clay,32,C,,20150118,27,MI08,,,Javier Marti,R,,ESP,23.02,788,23,T999,,,Maxime Teixeira,R,188,FRA,25.999,495,72,6-1 6-0,3,QF,48,2,0,34,17,14,11,6,2,2,1,2,37,17,8,3,7,3,9
2015-7184,Casablanca,Clay,32,C,,20150118,28,RA17,,,Guillaume Rufin,R,188,FRA,24.649,362,123,MA49,,,Rui Machado,R,178,POR,30.773,294,165,7-5 6-1,3,QF,89,4,5,69,36,27,16,10,4,6,0,4,68,43,24,10,9,7,12
2015-7184,Casablanca,Clay,32,C,,20150118,29,MI08,,,Javier Marti,R,,ESP,23.02,788,23,DB63,,,Laslo Djere,R,188,SRB,19.63,339,134,6-1 6-3,3,SF,85,1,3,63,43,30,9,8,6,7,1,5,70,40,20,13,8,8,13
2015-7184,Casablanca,Clay,32,C,,20150118,30,O207,,,Lamine Ouahab,R,185,MAR,30.073,586,52,RA17,,,Guillaume Rufin,R,188,FRA,24.649,362,123,3-6 6-2 6-1,3,SF,94,5,0,71,43,30,13,12,1,4,4,6,81,45,29,13,12,8,14
2015-7184,Casablanca,Clay,32,C,,20150118,31,O207,,,Lamine Ouahab,R,185,MAR,30.073,586,52,MI08,,,Javier Marti,R,,ESP,23.02,788,23,6-0 7-6(6),3,F,104,2,0,72,43,31,13,9,5,7,1,2,76,46,26,12,9,7,12
2015-6708,Maui,Hard,32,C,,20150127,1,KB09,1,,Denis Kudla,R,180,USA,22.445,123,452,R977,,,Matt Reid,R,183,AUS,24.531,249,195,7-5 6-3,3,R32,94,6,6,63,33,24,14,10,1,3,6,9,91,47,33,13,11,11,16
2015-6708,Maui,Hard,32,C,,20150127,2,KA98,2,,Bradley Klahn,L,183,USA,24.438,150,351,F811,,,Bjorn Fratangelo,R,183,USA,21.525,243,202,7-5 4-1 RET,3,R32,78,8,3,50,29,23,10,9,1,3,0,4,63,41,18,12,8,3,7
2015-6708,Maui,Hard,32,C,,20150127,3,R368,3,,Michael Russell,R,173,USA,36.742,156,325,KC12,,,Mitchell Krueger,R,188,USA,21.04,321,150,2-6 6-1 6-3,3,R32,121,2,3,82,50,33,16,12,8,11,4,2,91,58,34,15,12,9,14
2015-6708,Maui,Hard,32,C,,20150127,4,N674,,,Dennis Novikov,R,193,USA,21.224,290,168,H940,4,,Ryan Harrison,R,185,USA,22.724,160,317,6-4 3-6 6-3,3,R32,106,12,5,95,55,45,17,14,4,5,10,6,75,44,33,20,14,2,4
2015-6708,Maui,Hard,32,C,,20150127,5,O234,5,,Wayne Odesnik,L,180,USA,29.183,167,307,CB58,,,Henrique Cunha,L,178,BRA,24.745,318,151,6-2 6-3,3,R32,73,3,4,49,27,20,15,9,2,3,4,5,66,38,26,8,8,9,13
2015-6708,Maui,Hard,32,C,,20150127,6,N598,,,Takuto Niki,R,183,JPN,27.294,324,148,MF71,6,,Denys Molchanov,R,188,UKR,27.702,171,297,6-3 6-7(2) 6-2,3,R32,136,7,4,92,47,29,32,15,2,3,6,4,109,64,41,24,14,7,11
2015-6708,Maui,Hard,32,C,,20150127,7,BE93,7,,Chase Buchanan,R,193,USA,23.65,179,279,N555,,,Daniel Nguyen,R,173,USA,24.282,304,160,4-6 7-6(4) 6-3,3,R32,179,2,6,116,59,37,31,15,6,10,1,7,113,52,38,27,16,9,14
2015-6708,Maui,Hard,32,C,,20150127,8,E780,,,Sandro Ehrat,R,180,SUI,23.778,877,17,J393,8,,Jarmere Jenkins,R,183,USA,24.172,191,268,6-2 6-3,3,R32,74,5,2,55,37,27,11,9,5,6,2,8,56,35,20,8,8,2,6
2015-6708,Maui,Hard,32,C,,20150127,9,DC58,,,Jared Donaldson,R,188,USA,18.3,251,194,U134,,,Yasutaka Uchiyama,R,183,JPN,22.478,293,167,7-5 7-6(6),3,R32,130,4,3,73,31,25,28,12,0,1,6,5,91,46,33,24,12,1,3
2015-6708,Maui,Hard,32,C,,20150127,10,GA48,,,Takanyi Garanganga,R,185,ZIM,24.392,384,110,W614,,,Chuhan Wang,R,188,CHN,22.924,383,110,3-6 6-3 6-2,3,R32,146,4,4,99,68,40,15,13,8,12,3,4,89,47,29,20,13,7,13
2015-6708,Maui,Hard,32,C,,20150127,11,KC86,,,Darian King,R,188,BAR,22.754,314,153,K918,,,Dimitar Kutrovsky,R,175,BUL,27.42,343,133,5-7 7-6(6) 6-1,3,R32,143,4,5,98,56,32,22,15,4,11,2,5,115,71,39,17,16,9,18
2015-6708,Maui,Hard,32,C,,20150127,12,KE64,,,Stefan Kozlov,R,183,USA,16.986,455,83,BH02,,,Sekou Bangoura,R,183,USA,23.192,556,57,6-4 6-2,3,R32,90,3,9,57,24,19,16,9,1,3,0,8,62,37,22,7,9,5,10
2015-6708,Maui,Hard,32,C,,20150127,13,MG47,,,James McGee,R,183,IRL,27.633,224,217,LA01,,,Marko Lenz,,,GER,23.718,1537,2,6-3 6-3,3,R32,82,6,3,59,38,30,7,9,3,5,1,4,66,37,20,10,9,5,10
2015-6708,Maui,Hard,32,C,,20150127,14,MG84,,,Nicolas Meister,R,180,USA,25.703,394,106,SG87,,,Ryan Sweeting,R,196,USA,27.54,947,12,6-3 6-0,3,R32,73,4,0,53,34,26,10,8,1,1,1,4,56,35,19,7,7,6,10
2015-6708,Maui,Hard,32,C,,20150127,15,N390,,,Frederik Nielsen,R,188,DEN,31.42,356,127,J380,,,Jason Jung,R,180,TPE,25.618,303,160,2-6 6-4 6-1,3,R32,102,5,3,80,45,32,19,13,6,8,1,4,66,33,20,22,12,0,3
2015-6708,Maui,Hard,32,C,,20150127,16,W522,,,Rhyne Williams,R,185,USA,23.852,209,233,BK32,,,Thibaud Berland,,,FRA,21.602,1133,7,6-1 6-3,3,R32,64,2,2,44,23,20,12,8,0,1,0,2,45,31,15,6,8,2,7
2015-6708,Maui,Hard,32,C,,20150127,17,GA48,,,Takanyi Garanganga,R,185,ZIM,24.392,384,110,KB09,1,,Denis Kudla,R,180,USA,22.445,123,452,3-6 6-4 6-4,3,R16,122,1,6,90,60,42,12,15,2,6,6,5,83,53,35,16,14,5,9
2015-6708,Maui,Hard,32,C,,20150127,18,KA98,2,,Bradley Klahn,L,183,USA,24.438,150,351,N390,,,Frederik Nielsen,R,188,DEN,31.42,356,127,6-3 6-4,3,R16,66,2,5,59,34,27,15,10,0,0,1,2,56,26,16,19,9,4,6
2015-6708,Maui,Hard,32,C,,20150127,19,KE64,,,Stefan Kozlov,R,183,USA,16.986,455,83,R368,3,,Michael Russell,R,173,USA,36.742,156,325,7-6(2) 6-3,3,R16,126,5,0,71,40,33,16,11,4,5,2,1,105,78,44,15,10,13,15
2015-6708,Maui,Hard,32,C,,20150127,20,MG47,,,James McGee,R,183,IRL,27.633,224,217,O234,5,,Wayne Odesnik,L,180,USA,29.183,167,307,6-4 6-4,3,R16,96,7,4,61,33,26,17,10,1,1,3,2,64,40,26,13,10,4,6
2015-6708,Maui,Hard,32,C,,20150127,21,DC58,,,Jared Donaldson,R,188,USA,18.3,251,194,BE93,7,,Chase Buchanan,R,193,USA,23.65,179,279,6-1 6-3,3,R16,82,7,2,52,25,17,20,8,2,2,2,5,66,38,20,13,8,4,8
2015-6708,Maui,Hard,32,C,,20150127,22,E780,,,Sandro Ehrat,R,180,SUI,23.778,877,17,W522,,,Rhyne Williams,R,185,USA,23.852,209,233,1-6 6-2 6-4,3,R16,115,4,4,70,42,33,14,13,1,4,4,1,77,48,29,19,12,4,7
2015-6708,Maui,Hard,32,C,,20150127,23,MG84,,,Nicolas Meister,R,180,USA,25.703,394,106,N598,,,Takuto Niki,R,183,JPN,27.294,324,148,7-6(0) 6-1,3,R16,94,5,2,60,41,32,12,10,2,3,3,4,66,34,24,11,9,9,12
2015-6708,Maui,Hard,32,C,,20150127,24,N674,,,Dennis Novikov,R,193,USA,21.224,290,168,KC86,,,Darian King,R,188,BAR,22.754,314,153,6-4 6-3,3,R16,68,5,2,59,38,30,12,10,2,2,1,0,57,37,26,10,9,2,4
2015-6708,Maui,Hard,32,C,,20150127,25,KA98,2,,Bradley Klahn,L,183,USA,24.438,150,351,E780,,,Sandro Ehrat,R,180,SUI,23.778,877,17,7-5 6-4,3,QF,70,3,3,60,40,31,13,11,2,3,5,1,52,34,24,11,11,0,3
2015-6708,Maui,Hard,32,C,,20150127,26,DC58,,,Jared Donaldson,R,188,USA,18.3,251,194,N674,,,Dennis Novikov,R,193,USA,21.224,290,168,6-3 7-6(5),3,QF,108,4,3,68,36,32,13,11,0,2,10,4,80,45,31,16,10,11,14
2015-6708,Maui,Hard,32,C,,20150127,27,MG47,,,James McGee,R,183,IRL,27.633,224,217,KE64,,,Stefan Kozlov,R,183,USA,16.986,455,83,7-6(6) 6-2,3,QF,108,1,3,69,41,28,13,10,7,10,1,4,66,28,14,18,10,4,9
2015-6708,Maui,Hard,32,C,,20150127,28,MG84,,,Nicolas Meister,R,180,USA,25.703,394,106,GA48,,,Takanyi Garanganga,R,185,ZIM,24.392,384,110,6-3 6-7(3) 6-2,3,QF,164,1,1,93,53,36,19,15,1,5,0,8,116,86,48,10,14,15,22
