tourney_id,tourney_name,surface,draw_size,tourney_level,indoor,tourney_date,match_num,winner_id,winner_seed,winner_entry,winner_name,winner_hand,winner_ht,winner_ioc,winner_age,winner_rank,winner_rank_points,loser_id,loser_seed,loser_entry,loser_name,loser_hand,loser_ht,loser_ioc,loser_age,loser_rank,loser_rank_points,score,best_of,round,minutes,w_ace,w_df,w_svpt,w_1stIn,w_1stWon,w_2ndWon,w_SvGms,w_bpSaved,w_bpFaced,l_ace,l_df,l_svpt,l_1stIn,l_1stWon,l_2ndWon,l_SvGms,l_bpSaved,l_bpFaced
2005-2205,Noumea,Hard,32,C,,20050109,1,P436,1,,Bjorn Phau,R,175,GER,25.268,136,324,G319,,,Jerome Golmard,L,188,FRA,31.335,211,197,3-6 6-3 6-4,3,R32,,,,,,,,,,,,,,,,,,,
2005-2205,Noumea,Hard,32,C,,20050109,2,V206,,,Julien Varlet,R,180,FRA,27.337,428,62,M759,2,,Wesley Moodie,R,196,RSA,25.903,137,321,6-3 6-4,3,R32,,,,,,,,,,,,,,,,,,,
2005-2205,Noumea,Hard,32,C,,20050109,3,A356,3,,Thierry Ascione,R,188,FRA,23.978,140,317,U043,,,Danai Udomchoke,R,173,THA,23.414,204,205,6-1 6-2,3,R32,,,,,,,,,,,,,,,,,,,
2005-2205,Noumea,Hard,32,C,,20050109,4,S809,,,Yuri Schukin,R,185,KAZ,25.541,194,217,S564,4,,Jeff Salzenstein,L,185,USA,31.239,144,304,6-4 6-4,3,R32,,,,,,,,,,,,,,,,,,,
2005-2205,Noumea,Hard,32,C,,20050109,5,P567,,,Filip Prpic,R,173,SWE,22.626,228,177,J164,5,,Julien Jeanpierre,R,188,FRA,24.835,155,284,6-2 7-5,3,R32,,,,,,,,,,,,,,,,,,,
2005-2205,Noumea,Hard,32,C,,20050109,6,T332,6,,Tomas Tenconi,R,178,ITA,24.35,169,261,S751,,,Marcus Sarstrand,R,183,SWE,26.464,253,154,1-6 7-5 6-4,3,R32,,,,,,,,,,,,,,,,,,,
2005-2205,Noumea,Hard,32,C,,20050109,7,S550,,,Takao Suzuki,R,175,JPN,28.304,212,197,G436,7,,Marc Gicquel,R,188,FRA,27.781,170,256,6-4 6-4,3,R32,,,,,,,,,,,,,,,,,,,
2005-2205,Noumea,Hard,32,C,,20050109,8,SD32,,,Gilles Simon,R,183,FRA,20.036,177,249,K436,8,,Dieter Kindlmann,R,183,GER,22.604,172,252,6-4 6-0,3,R32,,,,,,,,,,,,,,,,,,,
2005-2205,Noumea,Hard,32,C,,20050109,9,B929,,,Alex Bogdanovic,L,183,GBR,20.635,195,216,D487,,,Lukas Dlouhy,R,185,CZE,21.755,191,219,6-3 7-5,3,R32,,,,,,,,,,,,,,,,,,,
2005-2205,Noumea,Hard,32,C,,20050109,10,D357,,,Arnaud Di Pasquale,R,185,FRA,25.911,234,170,A303,,,Leonardo Azzaro,L,188,ITA,26.615,202,211,6-0 6-4,3,R32,,,,,,,,,,,,,,,,,,,
