tourney_id,tourney_name,surface,draw_size,tourney_level,indoor,tourney_date,match_num,winner_id,winner_seed,winner_entry,winner_name,winner_hand,winner_ht,winner_ioc,winner_age,winner_rank,winner_rank_points,loser_id,loser_seed,loser_entry,loser_name,loser_hand,loser_ht,loser_ioc,loser_age,loser_rank,loser_rank_points,score,best_of,round,minutes,w_ace,w_df,w_svpt,w_1stIn,w_1stWon,w_2ndWon,w_SvGms,w_bpSaved,w_bpFaced,l_ace,l_df,l_svpt,l_1stIn,l_1stWon,l_2ndWon,l_SvGms,l_bpSaved,l_bpFaced
2016-5047,Bangkok,Hard,32,C,,20160110,1,C582,,,Marco Chiudinelli,R,185,SUI,34.333,282,181,I230,1,,Tatsuma Ito,R,180,JPN,27.647,119,487,6-2 6-3,3,R32,69,4,2,42,23,21,11,8,0,0,4,4,55,30,19,9,9,4,8
2016-5047,Bangkok,Hard,32,C,,20160110,2,SE73,2,,Yuichi Sugita,R,175,JPN,27.31,126,472,LE01,,,Duckhee Lee,R,170,KOR,17.618,229,226,6-3 2-6 6-3,3,R32,113,8,1,74,42,32,13,13,3,7,7,5,91,51,32,17,13,1,6
2016-5047,Bangkok,Hard,32,C,,20160110,3,Y061,3,,Mikhail Youzhny,R,183,RUS,33.544,127,465,PG32,,,Adam Pavlasek,R,185,CZE,21.257,160,353,6-3 6-2,3,R32,82,2,4,70,43,26,18,9,10,11,7,4,59,32,20,10,8,6,10
2016-5047,Bangkok,Hard,32,C,,20160110,4,CG33,4,,Kimmer Coppejans,R,178,BEL,21.922,130,452,BI17,,,Phassawit Burapharitta,,,THA,23.044,887,19,6-3 7-5,3,R32,83,7,0,64,44,30,13,10,3,5,1,2,68,47,27,9,11,4,9
2016-5047,Bangkok,Hard,32,C,,20160110,5,SC47,5,,Go Soeda,R,178,JPN,31.346,132,447,G753,,,David Guez,R,185,FRA,33.09,168,306,2-6 6-4 6-1,3,R32,113,2,2,73,48,33,10,12,6,10,3,2,82,50,29,15,13,5,11
2016-5047,Bangkok,Hard,32,C,,20160110,6,PG20,,,Dmitry Popko,R,191,KAZ,19.211,257,204,E698,6,,Gastao Elias,R,180,POR,25.128,133,441,5-7 6-3 6-2,3,R32,132,4,3,92,46,35,28,15,4,6,3,1,89,47,31,21,14,3,7
2016-5047,Bangkok,Hard,32,C,,20160110,7,K776,7,,Konstantin Kravchuk,R,191,RUS,30.877,139,429,BJ57,,,Nattan Benjasupawan,,,THA,21.385,2085,1,6-0 6-0,3,R32,43,6,0,35,21,16,11,6,2,2,0,5,39,22,10,2,6,6,12
2016-5047,Bangkok,Hard,32,C,,20160110,8,R612,,,Stephane Robert,R,185,FRA,35.65,208,239,G602,8,,Andre Ghem,R,193,BRA,33.618,149,389,6-7(3) 7-6(4) 6-3,3,R32,125,14,9,102,48,41,29,17,3,5,6,3,105,66,46,22,16,6,9
2016-5047,Bangkok,Hard,32,C,,20160110,9,GC89,,,Egor Gerasimov,R,196,BLR,23.162,188,264,I305,,,Ilya Ivashka,R,193,BLR,21.875,355,129,5-3 RET,3,R32,34,3,1,28,14,11,8,4,0,0,0,1,19,11,9,4,4,1,2
2016-5047,Bangkok,Hard,32,C,,20160110,10,J380,,,Jason Jung,R,180,TPE,26.571,256,204,N663,,,Maximilian Neuchrist,R,,AUT,24.471,390,112,6-4 5-7 6-2,3,R32,107,7,1,76,46,37,18,15,0,2,13,4,89,47,37,16,15,1,5
2016-5047,Bangkok,Hard,32,C,,20160110,11,MJ01,,,Roberto Marcora,R,193,ITA,26.363,246,210,BE69,,,Yan Bai,R,185,CHN,26.639,220,236,3-2 RET,3,R32,26,4,1,25,16,11,3,3,3,4,1,5,17,6,5,3,2,1,2
2016-5047,Bangkok,Hard,32,C,,20160110,12,MG08,,,Yannick Mertens,R,185,BEL,28.545,200,249,L941,,,Michael Linzer,R,180,AUT,26.188,270,194,6-7(2) 6-3 7-6(5),3,R32,158,5,4,101,62,51,21,17,1,3,5,11,113,54,39,33,16,9,12
2016-5047,Bangkok,Hard,32,C,,20160110,13,SF76,,,Franko Skugor,R,196,CRO,28.307,182,276,W571,,,Di Wu,R,173,CHN,24.323,237,218,6-4 3-0 RET,3,R32,59,10,4,39,20,17,8,6,1,2,0,4,48,27,14,9,7,5,9
2016-5047,Bangkok,Hard,32,C,,20160110,14,U134,,,Yasutaka Uchiyama,R,183,JPN,23.431,251,206,N831,,,Jirat Navasirisomboon,R,175,THA,19.146,915,17,6-4 6-4,3,R32,68,10,3,51,35,30,8,10,0,1,1,4,60,38,23,12,10,0,3
2016-5047,Bangkok,Hard,32,C,,20160110,15,W471,,,Amir Weintraub,R,185,ISR,29.317,212,238,C813,,,Ti Chen,R,178,TPE,32.271,201,248,6-4 6-3,3,R32,85,5,0,65,47,30,9,10,9,12,1,1,55,35,20,7,9,6,11
2016-5047,Bangkok,Hard,32,C,,20160110,16,T982,,,Tsung-Hua Yang,R,178,TPE,24.786,204,245,W481,,,Kittipong Wachiramanowong,R,183,THA,25.544,829,23,6-3 6-4,3,R32,78,9,2,60,34,27,16,10,2,2,3,6,84,42,28,20,9,11,13
2016-5047,Bangkok,Hard,32,C,,20160110,17,SE73,2,,Yuichi Sugita,R,175,JPN,27.31,126,472,J380,,,Jason Jung,R,180,TPE,26.571,256,204,6-3 6-4,3,R16,76,5,0,54,31,25,14,10,1,2,5,3,62,40,28,8,9,5,8
2016-5047,Bangkok,Hard,32,C,,20160110,18,Y061,3,,Mikhail Youzhny,R,183,RUS,33.544,127,465,W471,,,Amir Weintraub,R,185,ISR,29.317,212,238,7-6(3) 6-3,3,R16,78,9,2,62,38,32,15,11,1,2,2,0,65,47,28,12,10,2,4
2016-5047,Bangkok,Hard,32,C,,20160110,19,CG33,4,,Kimmer Coppejans,R,178,BEL,21.922,130,452,MG08,,,Yannick Mertens,R,185,BEL,28.545,200,249,7-6(5) 7-5,3,R16,100,7,4,85,55,36,14,12,3,7,4,4,77,42,31,11,12,8,13
2016-5047,Bangkok,Hard,32,C,,20160110,20,SC47,5,,Go Soeda,R,178,JPN,31.346,132,447,SF76,,,Franko Skugor,R,196,CRO,28.307,182,276,6-2 6-4,3,R16,87,0,3,55,35,25,12,9,2,3,2,3,72,43,28,10,9,3,7
2016-5047,Bangkok,Hard,32,C,,20160110,21,K776,7,,Konstantin Kravchuk,R,191,RUS,30.877,139,429,T982,,,Tsung-Hua Yang,R,178,TPE,24.786,204,245,W/O,3,R16,,,,,,,,,,,,,,,,,,,
2016-5047,Bangkok,Hard,32,C,,20160110,22,C582,,,Marco Chiudinelli,R,185,SUI,34.333,282,181,MJ01,,,Roberto Marcora,R,193,ITA,26.363,246,210,6-1 4-6 6-2,3,R16,132,2,2,85,39,30,25,13,4,6,8,7,90,51,32,16,12,10,15
2016-5047,Bangkok,Hard,32,C,,20160110,23,GC89,,,Egor Gerasimov,R,196,BLR,23.162,188,264,PG20,,,Dmitry Popko,R,191,KAZ,19.211,257,204,6-4 6-3,3,R16,74,6,2,44,28,24,12,9,0,0,0,1,68,33,19,20,10,4,7
2016-5047,Bangkok,Hard,32,C,,20160110,24,U134,,,Yasutaka Uchiyama,R,183,JPN,23.431,251,206,R612,,,Stephane Robert,R,185,FRA,35.65,208,239,6-2 7-6(6),3,R16,88,11,0,62,40,29,16,10,3,4,4,7,86,38,28,21,10,7,10
