tourney_id,tourney_name,surface,draw_size,tourney_level,indoor,tourney_date,match_num,winner_id,winner_seed,winner_entry,winner_name,winner_hand,winner_ht,winner_ioc,winner_age,winner_rank,winner_rank_points,loser_id,loser_seed,loser_entry,loser_name,loser_hand,loser_ht,loser_ioc,loser_age,loser_rank,loser_rank_points,score,best_of,round,minutes,w_ace,w_df,w_svpt,w_1stIn,w_1stWon,w_2ndWon,w_SvGms,w_bpSaved,w_bpFaced,l_ace,l_df,l_svpt,l_1stIn,l_1stWon,l_2ndWon,l_SvGms,l_bpSaved,l_bpFaced
2007-3406,Santiago,Clay,32,C,,20070128,1,H472,,,Oscar Hernandez,R,180,ESP,28.802,142,324,M824,1,,Albert Montanes,R,175,ESP,26.171,83,473,7-5 6-4,3,R32,,,,,,,,,,,,,,,,,,,
2007-3406,Santiago,Clay,32,C,,20070128,2,V258,2,,Martin Vassallo Arguello,R,183,ARG,26.965,85,470,A311,,,Hugo Armando,R,183,USA,28.674,203,192,7-6(5) 6-3,3,R32,,,,,,,,,,,,,,,,,,,
2007-3406,Santiago,Clay,32,C,,20070128,3,H502,3,,Diego Hartfield,R,185,ARG,25.99,109,395,G585,,,Maximo Gonzalez,R,173,ARG,23.526,262,149,6-4 6-3,3,R32,,,,,,,,,,,,,,,,,,,
2007-3406,Santiago,Clay,32,C,,20070128,4,P642,4,,Boris Pashanski,R,178,SRB,24.235,122,366,K293,,,Gustavo Kuerten,R,191,BRA,30.382,1079,6,6-2 7-5,3,R32,,,,,,,,,,,,,,,,,,,
2007-3406,Santiago,Clay,32,C,,20070128,5,S604,,,Andre Sa,R,185,BRA,29.73,181,221,N309,5,,Ivan Navarro,R,183,ESP,25.276,131,352,7-6(5) 7-5,3,R32,,,,,,,,,,,,,,,,,,,
2007-3406,Santiago,Clay,32,C,,20070128,6,M854,,,Vasilis Mazarakis,R,178,GRE,26.968,384,87,B884,6,,Carlos Berlocq,R,183,ARG,23.984,133,346,6-0 1-1 RET,3,R32,,,,,,,,,,,,,,,,,,,
2007-3406,Santiago,Clay,32,C,,20070128,7,B764,,,Juan Pablo Brzezicki,R,178,ARG,24.797,281,138,M708,7,,Ricardo Mello,L,175,BRA,26.103,135,343,2-6 6-4 6-3,3,R32,,,,,,,,,,,,,,,,,,,
2007-3406,Santiago,Clay,32,C,,20070128,8,F313,8,,Gorka Fraile,R,180,ESP,28.81,137,337,S876,,,Flavio Saretta,R,183,BRA,26.585,152,299,6-4 6-4,3,R32,,,,,,,,,,,,,,,,,,,
2007-3406,Santiago,Clay,32,C,,20070128,9,D339,,,Marcos Daniel,R,180,BRA,28.569,168,248,G602,,,Andre Ghem,R,193,BRA,24.668,190,210,7-6(1) 6-2,3,R32,,,,,,,,,,,,,,,,,,,
2007-3406,Santiago,Clay,32,C,,20070128,10,D316,,,Ramon Delgado,R,183,PAR,30.204,150,304,PB37,,,Hans Podlipnik-Castillo,R,183,CHI,19.053,1330,3,6-3 6-4,3,R32,,,,,,,,,,,,,,,,,,,
2007-3406,Santiago,Clay,32,C,,20070128,11,F510,,,Fabio Fognini,R,178,ITA,19.682,245,162,H563,,,Guillermo Hormazabal,,,CHI,21.938,543,46,6-0 6-2,3,R32,,,,,,,,,,,,,,,,,,,
2007-3406,Santiago,Clay,32,C,,20070128,12,G817,,,Pablo Galdon,R,,ARG,21.166,447,66,P305,,,Albert Portas,R,188,ESP,33.202,141,328,7-5 6-1,3,R32,,,,,,,,,,,,,,,,,,,
2007-3406,Santiago,Clay,32,C,,20070128,13,G414,,,Adrian Garcia,R,175,CHI,28.679,217,184,Z073,,,Mariano Zabaleta,R,183,ARG,28.914,242,164,6-1 7-6(2),3,R32,,,,,,,,,,,,,,,,,,,
2007-3406,Santiago,Clay,32,C,,20070128,14,G483,,,Juan-Pablo Guzman,L,178,ARG,25.996,160,267,L480,,,Marc Lopez,R,175,ESP,24.496,204,191,7-6(3) 7-6(4),3,R32,,,,,,,,,,,,,,,,,,,
2007-3406,Santiago,Clay,32,C,,20070128,15,J214,,,Diego Junqueira,L,178,ARG,26.084,183,221,ME45,,,Borja Malo,,,CHI,19.121,1330,3,6-1 6-1,3,R32,,,,,,,,,,,,,,,,,,,
2007-3406,Santiago,Clay,32,C,,20070128,16,V339,,,Simone Vagnozzi,R,,ITA,23.666,208,189,M578,,,Juan Antonio Marin,R,175,CRC,31.91,187,214,2-6 6-3 7-5,3,R32,,,,,,,,,,,,,,,,,,,
2007-3406,Santiago,Clay,32,C,,20070128,17,V258,2,,Martin Vassallo Arguello,R,183,ARG,26.965,85,470,V339,,,Simone Vagnozzi,R,,ITA,23.666,208,189,6-3 6-3,3,R16,,,,,,,,,,,,,,,,,,,
2007-3406,Santiago,Clay,32,C,,20070128,18,J214,,,Diego Junqueira,L,178,ARG,26.084,183,221,H502,3,,Diego Hartfield,R,185,ARG,25.99,109,395,3-6 6-4 6-2,3,R16,,,,,,,,,,,,,,,,,,,
2007-3406,Santiago,Clay,32,C,,20070128,19,P642,4,,Boris Pashanski,R,178,SRB,24.235,122,366,G483,,,Juan-Pablo Guzman,L,178,ARG,25.996,160,267,6-3 6-2,3,R16,,,,,,,,,,,,,,,,,,,
2007-3406,Santiago,Clay,32,C,,20070128,20,D339,,,Marcos Daniel,R,180,BRA,28.569,168,248,F313,8,,Gorka Fraile,R,180,ESP,28.81,137,337,7-5 4-6 6-1,3,R16,,,,,,,,,,,,,,,,,,,
2007-3406,Santiago,Clay,32,C,,20070128,21,F510,,,Fabio Fognini,R,178,ITA,19.682,245,162,M854,,,Vasilis Mazarakis,R,178,GRE,26.968,384,87,7-6(3) 4-6 6-0,3,R16,,,,,,,,,,,,,,,,,,,
2007-3406,Santiago,Clay,32,C,,20070128,22,G414,,,Adrian Garcia,R,175,CHI,28.679,217,184,B764,,,Juan Pablo Brzezicki,R,178,ARG,24.797,281,138,6-4 4-6 6-3,3,R16,,,,,,,,,,,,,,,,,,,
2007-3406,Santiago,Clay,32,C,,20070128,23,H472,,,Oscar Hernandez,R,180,ESP,28.802,142,324,G817,,,Pablo Galdon,R,,ARG,21.166,447,66,7-5 1-0 RET,3,R16,,,,,,,,,,,,,,,,,,,
2007-3406,Santiago,Clay,32,C,,20070128,24,S604,,,Andre Sa,R,185,BRA,29.73,181,221,D316,,,Ramon Delgado,R,183,PAR,30.204,150,304,7-6(3) 6-2,3,R16,,,,,,,,,,,,,,,,,,,
2007-3406,Santiago,Clay,32,C,,20070128,25,V258,2,,Martin Vassallo Arguello,R,183,ARG,26.965,85,470,D339,,,Marcos Daniel,R,180,BRA,28.569,168,248,6-3 6-3,3,QF,,,,,,,,,,,,,,,,,,,
2007-3406,Santiago,Clay,32,C,,20070128,26,F510,,,Fabio Fognini,R,178,ITA,19.682,245,162,P642,4,,Boris Pashanski,R,178,SRB,24.235,122,366,6-4 0-6 6-1,3,QF,,,,,,,,,,,,,,,,,,,
2007-3406,Santiago,Clay,32,C,,20070128,27,G414,,,Adrian Garcia,R,175,CHI,28.679,217,184,J214,,,Diego Junqueira,L,178,ARG,26.084,183,221,6-3 6-4,3,QF,,,,,,,,,,,,,,,,,,,
2007-3406,Santiago,Clay,32,C,,20070128,28,H472,,,Oscar Hernandez,R,180,ESP,28.802,142,324,S604,,,Andre Sa,R,185,BRA,29.73,181,221,6-0 5-7 7-6(2),3,QF,,,,,,,,,,,,,,,,,,,
2007-3406,Santiago,Clay,32,C,,20070128,29,V258,2,,Martin Vassallo Arguello,R,183,ARG,26.965,85,470,G414,,,Adrian Garcia,R,175,CHI,28.679,217,184,5-4 RET,3,SF,,,,,,,,,,,,,,,,,,,
2007-3406,Santiago,Clay,32,C,,20070128,30,F510,,,Fabio Fognini,R,178,ITA,19.682,245,162,H472,,,Oscar Hernandez,R,180,ESP,28.802,142,324,6-3 6-7(6) 6-4,3,SF,,,,,,,,,,,,,,,,,,,
2007-3406,Santiago,Clay,32,C,,20070128,31,V258,2,,Martin Vassallo Arguello,R,183,ARG,26.965,85,470,F510,,,Fabio Fognini,R,178,ITA,19.682,245,162,1-6 7-5 6-4,3,F,,,,,,,,,,,,,,,,,,,
2007-3555,Durban,Hard,32,C,,20070128,1,K310,1,,Stefan Koubek,L,175,AUT,30.07,63,605,W272,,,Wesley Whitehouse,L,191,NZL,27.88,382,88,6-4 6-2,3,R32,,,,,,,,,,,,,,,,,,,
2007-3555,Durban,Hard,32,C,,20070128,2,U043,2,,Danai Udomchoke,R,173,THA,25.465,102,417,CA22,,,Pavol Cervenak,R,191,SVK,19.578,286,135,7-5 6-3,3,R32,,,,,,,,,,,,,,,,,,,
2007-3555,Durban,Hard,32,C,,20070128,3,MA30,3,,Gilles Muller,L,193,LUX,23.723,116,376,S809,,,Yuri Schukin,R,185,KAZ,27.592,272,146,6-2 6-4,3,R32,,,,,,,,,,,,,,,,,,,
2007-3555,Durban,Hard,32,C,,20070128,4,E160,4,,Konstantinos Economidis,R,188,GRE,29.238,117,375,B946,,,Benjamin Balleret,R,183,MON,24.036,238,166,6-0 6-4,3,R32,,,,,,,,,,,,,,,,,,,
2007-3555,Durban,Hard,32,C,,20070128,5,N233,5,,Dick Norman,L,203,BEL,35.912,119,372,W421,,,Fritz Wolmarans,R,,RSA,20.895,575,40,6-7(4) 6-4 6-2,3,R32,,,,,,,,,,,,,,,,,,,
2007-3555,Durban,Hard,32,C,,20070128,6,D424,6,,Rik De Voest,R,180,RSA,26.648,154,293,MA38,,,Jan Mertl,R,191,CZE,25.068,211,187,3-6 6-3 7-6(2),3,R32,,,,,,,,,,,,,,,,,,,
2007-3555,Durban,Hard,32,C,,20070128,7,MA41,7,,Ivo Minar,R,183,CZE,22.689,161,263,B752,,,Stephane Bohli,R,185,SUI,23.513,231,173,6-4 6-2,3,R32,,,,,,,,,,,,,,,,,,,
2007-3555,Durban,Hard,32,C,,20070128,8,L515,8,,Peter Luczak,R,183,AUS,27.411,164,256,S751,,,Marcus Sarstrand,R,183,SWE,28.515,425,71,6-1 6-2,3,R32,,,,,,,,,,,,,,,,,,,
2007-3555,Durban,Hard,32,C,,20070128,9,B842,,,Alex Bogomolov Jr.,R,178,RUS,23.767,241,164,B503,,,George Bastl,R,183,SUI,31.828,174,234,5-7 7-6(0) 6-3,3,R32,,,,,,,,,,,,,,,,,,,
2007-3555,Durban,Hard,32,C,,20070128,10,C723,,,Flavio Cipolla,R,173,ITA,23.274,199,197,MD56,,,Leonardo Mayer,R,191,ARG,19.707,244,163,1-6 6-3 RET,3,R32,,,,,,,,,,,,,,,,,,,
2007-3555,Durban,Hard,32,C,,20070128,11,K409,,,Phillip King,R,175,USA,25.109,386,86,H622,,,Heinrich Heyl,,,RSA,23.828,1541,1,7-5 6-7(5) 6-3,3,R32,,,,,,,,,,,,,,,,,,,
2007-3555,Durban,Hard,32,C,,20070128,12,K512,,,Ivo Klec,R,183,SVK,26.166,233,172,O133,,,Noam Okun,R,185,ISR,28.786,165,252,6-4 6-4,3,R32,,,,,,,,,,,,,,,,,,,
2007-3555,Durban,Hard,32,C,,20070128,13,M776,,,Michal Mertinak,R,185,SVK,27.299,186,215,F375,,,Marc Fornell-Mestres,R,,ESP,25.005,294,131,2-6 6-0 6-3,3,R32,,,,,,,,,,,,,,,,,,,
2007-3555,Durban,Hard,32,C,,20070128,14,MB84,,,Mathieu Montcourt,R,183,FRA,21.903,219,182,V379,,,Izak Van der Merwe,R,196,RSA,23.006,442,66,6-4 6-0,3,R32,,,,,,,,,,,,,,,,,,,
