tourney_id,tourney_name,surface,draw_size,tourney_level,indoor,tourney_date,match_num,winner_id,winner_seed,winner_entry,winner_name,winner_hand,winner_ht,winner_ioc,winner_age,winner_rank,winner_rank_points,loser_id,loser_seed,loser_entry,loser_name,loser_hand,loser_ht,loser_ioc,loser_age,loser_rank,loser_rank_points,score,best_of,round,minutes,w_ace,w_df,w_svpt,w_1stIn,w_1stWon,w_2ndWon,w_SvGms,w_bpSaved,w_bpFaced,l_ace,l_df,l_svpt,l_1stIn,l_1stWon,l_2ndWon,l_SvGms,l_bpSaved,l_bpFaced
1990-255,Jakarta-1,Clay,32,C,,19900128,1,S055,1,,Horst Skoff,R,175,AUT,21.435,20,0,D024,,,Steve DeVries,R,180,USA,25.139,341,0,6-3 7-6,3,R32,,,,,,,,,,,,,,,,,,,
1990-255,Jakarta-1,Clay,32,C,,19900128,2,K068,2,,Bong-Soo Kim,R,180,KOR,27.162,154,0,S287,,,Suharyadi Suharyadi,R,,INA,,433,0,6-2 6-0,3,R32,,,,,,,,,,,,,,,,,,,
1990-255,Jakarta-1,Clay,32,C,,19900128,3,L091,3,,Stefan Lochbihler,R,180,AUT,24.326,232,0,M172,,,Tom Mercer,R,185,USA,25.216,436,0,4-6 7-6 6-2,3,R32,,,,,,,,,,,,,,,,,,,
1990-255,Jakarta-1,Clay,32,C,,19900128,4,G196,4,,Chris Garner,R,180,USA,20.81,254,0,S358,,,John Sobel,R,173,USA,25.952,422,0,6-3 4-6 7-5,3,R32,,,,,,,,,,,,,,,,,,,
1990-255,Jakarta-1,Clay,32,C,,19900128,5,F206,5,,Frederik Fetterlein,R,191,DEN,19.551,259,0,W129,,,Donald Wailan,R,,INA,,519,0,6-1 6-2,3,R32,,,,,,,,,,,,,,,,,,,
1990-255,Jakarta-1,Clay,32,C,,19900128,6,M432,,,Harald Mair,R,,AUT,,544,0,F181,6,,Oliver Fuchs,R,180,AUT,18.872,262,0,3-6 6-1 7-5,3,R32,,,,,,,,,,,,,,,,,,,
1990-255,Jakarta-1,Clay,32,C,,19900128,7,B317,7,,Thomas Buchmayer,L,185,AUT,18.954,268,0,R049,,,Joseph Russell,R,188,USA,28.183,348,0,6-4 6-4,3,R32,,,,,,,,,,,,,,,,,,,
1990-255,Jakarta-1,Clay,32,C,,19900128,8,S315,8,,Gilbert Schaller,R,180,AUT,20.868,269,0,R200,,,Vaclav Roubicek,R,185,CZE,22.127,273,0,5-3 RET,3,R32,,,,,,,,,,,,,,,,,,,
1990-255,Jakarta-1,Clay,32,C,,19900128,9,A035,,,Pablo Arraya,R,180,PER,28.271,309,0,B334,,,Gilles Bastie,R,,FRA,18.968,561,0,6-3 6-2,3,R32,,,,,,,,,,,,,,,,,,,
1990-255,Jakarta-1,Clay,32,C,,19900128,10,D190,,,Xavier Daufresne,R,193,BEL,21.095,301,0,G235,,,Sander Groen,L,191,NED,21.618,369,0,6-7 6-4 6-2,3,R32,,,,,,,,,,,,,,,,,,,
1990-255,Jakarta-1,Clay,32,C,,19900128,11,D177,,,Brian Devening,R,185,USA,22.538,596,0,W153,,,Bonit Wiryawan,R,173,INA,21.966,572,0,6-4 6-2,3,R32,,,,,,,,,,,,,,,,,,,
1990-255,Jakarta-1,Clay,32,C,,19900128,12,D207,,,Dirk Dier,R,185,GER,17.949,404,0,W137,,,Tintus Wibowo,R,,INA,,453,0,6-3 7-5,3,R32,,,,,,,,,,,,,,,,,,,
1990-255,Jakarta-1,Clay,32,C,,19900128,13,H225,,,Daniel Heryanto,R,,INA,,831,0,C040,,,Ugo Colombini,R,183,ITA,22.311,291,0,6-3 6-4,3,R32,,,,,,,,,,,,,,,,,,,
1990-255,Jakarta-1,Clay,32,C,,19900128,14,K152,,,Carsten Krammenschneider,R,,GER,,466,0,T111,,,Toshihisa Tsuchihashi,R,,JPN,23.28,414,0,6-3 7-6,3,R32,,,,,,,,,,,,,,,,,,,
1990-255,Jakarta-1,Clay,32,C,,19900128,15,T139,,,Tjahjono Tjahjono,R,,INA,26.456,487,0,C275,,,Cary Cohenour,R,180,USA,22.281,393,0,3-6 6-1 6-2,3,R32,,,,,,,,,,,,,,,,,,,
1990-255,Jakarta-1,Clay,32,C,,19900128,16,Y010,,,Jin-Sun Yoo,R,185,KOR,27.548,357,0,F010,,,Christian Feenstra,R,183,NED,22.713,417,0,6-2 6-2,3,R32,,,,,,,,,,,,,,,,,,,
1990-255,Jakarta-1,Clay,32,C,,19900128,17,S055,1,,Horst Skoff,R,175,AUT,21.435,20,0,K152,,,Carsten Krammenschneider,R,,GER,,466,0,6-3 6-2,3,R16,,,,,,,,,,,,,,,,,,,
1990-255,Jakarta-1,Clay,32,C,,19900128,18,K068,2,,Bong-Soo Kim,R,180,KOR,27.162,154,0,T139,,,Tjahjono Tjahjono,R,,INA,26.456,487,0,6-0 6-0,3,R16,,,,,,,,,,,,,,,,,,,
1990-255,Jakarta-1,Clay,32,C,,19900128,19,D190,,,Xavier Daufresne,R,193,BEL,21.095,301,0,L091,3,,Stefan Lochbihler,R,180,AUT,24.326,232,0,6-4 6-1,3,R16,,,,,,,,,,,,,,,,,,,
