tourney_id,tourney_name,surface,draw_size,tourney_level,indoor,tourney_date,match_num,winner_id,winner_seed,winner_entry,winner_name,winner_hand,winner_ht,winner_ioc,winner_age,winner_rank,winner_rank_points,loser_id,loser_seed,loser_entry,loser_name,loser_hand,loser_ht,loser_ioc,loser_age,loser_rank,loser_rank_points,score,best_of,round,minutes,w_ace,w_df,w_svpt,w_1stIn,w_1stWon,w_2ndWon,w_SvGms,w_bpSaved,w_bpFaced,l_ace,l_df,l_svpt,l_1stIn,l_1stWon,l_2ndWon,l_SvGms,l_bpSaved,l_bpFaced
1984-243,Perth,Grass,32,C,,19840102,1,B066,1,,Lloyd Bourne,R,191,USA,25.207,127,118,B010,,,Russell Barlow,L,173,AUS,21.04,332,22,6-7 7-6 6-2,3,R32,,,,,,,,,,,,,,,,,,,
1984-243,Perth,Grass,32,C,,19840102,2,C011,,,Jonathan Canter,R,185,USA,18.579,188,63,D049,2,,Broderick Dyke,L,180,AUS,23.003,149,90,7-5 6-4,3,R32,,,,,,,,,,,,,,,,,,,
1984-243,Perth,Grass,32,C,,19840102,3,C017,,,Peter Carter,R,180,AUS,19.398,503,7,J014,3,,Chris Johnstone,R,175,AUS,23.222,205,80,4-6 7-6 6-2,3,R32,,,,,,,,,,,,,,,,,,,
1984-243,Perth,Grass,32,C,,19840102,4,H001,,,Wayne Hampson,R,183,AUS,26.36,288,32,B070,4,,Sean Brawley,R,178,USA,23.19,151,76,6-4 6-4,3,R32,,,,,,,,,,,,,,,,,,,
1984-243,Perth,Grass,32,C,,19840102,5,M018,,,Jacques Manset,R,185,USA,25.227,432,11,Y002,5,,Simon Youl,R,185,AUS,18.505,146,79,6-4 6-4,3,R32,,,,,,,,,,,,,,,,,,,
1984-243,Perth,Grass,32,C,,19840102,6,N013,,,Todd Nelson,R,185,USA,22.793,207,56,M097,6,,David Mustard,L,180,NZL,24.011,172,84,6-3 4-6 6-3,3,R32,,,,,,,,,,,,,,,,,,,
1984-243,Perth,Grass,32,C,,19840102,7,F040,7,,John Frawley,R,173,AUS,18.497,177,72,E033,,,Rand Evett,R,,USA,29.84,279,34,6-3 2-6 6-2,3,R32,,,,,,,,,,,,,,,,,,,
1984-243,Perth,Grass,32,C,,19840102,8,S045,8,,Leif Shiras,R,183,USA,24.367,147,78,B021,,,Jeremy Bates,R,180,GBR,21.539,256,40,6-3 7-6,3,R32,,,,,,,,,,,,,,,,,,,
1984-243,Perth,Grass,32,C,,19840102,9,A023,,,Andy Andrews,R,185,USA,25.002,206,75,B108,,,Ken Barton,R,,AUS,,432,11,6-4 7-6,3,R32,,,,,,,,,,,,,,,,,,,
1984-243,Perth,Grass,32,C,,19840102,10,K021,,,Mark Kratzmann,L,175,AUS,17.629,340,21,O014,,,Eduardo Oncins,R,,BRA,19.061,268,37,6-3 3-6 6-3,3,R32,,,,,,,,,,,,,,,,,,,
1984-243,Perth,Grass,32,C,,19840102,11,L022,,,Brian Levine,R,183,RSA,25.369,306,28,V011,,,Huub Van Boeckel,R,191,NED,23.937,232,55,6-4 6-3,3,R32,,,,,,,,,,,,,,,,,,,
1984-243,Perth,Grass,32,C,,19840102,12,M066,,,Craig A Miller,R,188,AUS,21.207,285,36,W006,,,Kim Warwick,R,183,AUS,31.734,259,38,3-6 6-3 1-0 RET,3,R32,,,,,,,,,,,,,,,,,,,
1984-243,Perth,Grass,32,C,,19840102,13,T034,,,Desmond Tyson,R,185,AUS,18.267,390,15,J016,,,Peter Johnston,L,178,AUS,23.587,227,57,6-7 6-3 6-4,3,R32,,,,,,,,,,,,,,,,,,,
1984-243,Perth,Grass,32,C,,19840102,14,V050,,,John Van Nostrand,R,,USA,22.461,221,50,D036,,,Peter Doohan,R,191,AUS,22.669,259,38,5-7 6-4 6-4,3,R32,,,,,,,,,,,,,,,,,,,
1984-243,Perth,Grass,32,C,,19840102,15,V007,,,Jerome Vanier,L,175,FRA,26.166,201,58,A053,,,John Austin,R,193,USA,26.423,182,65,7-5 7-6,3,R32,,,,,,,,,,,,,,,,,,,
1984-243,Perth,Grass,32,C,,19840102,16,W016,,,Greg Whitecross,R,185,AUS,22.801,268,37,L026,,,David Lewis,R,180,NZL,19.329,377,17,6-4 7-5,3,R32,,,,,,,,,,,,,,,,,,,
1984-243,Perth,Grass,32,C,,19840102,17,B066,1,,Lloyd Bourne,R,191,USA,25.207,127,118,T034,,,Desmond Tyson,R,185,AUS,18.267,390,15,6-4 6-7 6-3,3,R16,,,,,,,,,,,,,,,,,,,
1984-243,Perth,Grass,32,C,,19840102,18,F040,7,,John Frawley,R,173,AUS,18.497,177,72,V050,,,John Van Nostrand,R,,USA,22.461,221,50,7-5 7-6,3,R16,,,,,,,,,,,,,,,,,,,
1984-243,Perth,Grass,32,C,,19840102,19,W016,,,Greg Whitecross,R,185,AUS,22.801,268,37,S045,8,,Leif Shiras,R,183,USA,24.367,147,78,7-5 6-4,3,R16,,,,,,,,,,,,,,,,,,,
1984-243,Perth,Grass,32,C,,19840102,20,C011,,,Jonathan Canter,R,185,USA,18.579,188,63,A023,,,Andy Andrews,R,185,USA,25.002,206,75,6-7 6-3 6-3,3,R16,,,,,,,,,,,,,,,,,,,
1984-243,Perth,Grass,32,C,,19840102,21,K021,,,Mark Kratzmann,L,175,AUS,17.629,340,21,M018,,,Jacques Manset,R,185,USA,25.227,432,11,6-7 6-4 6-2,3,R16,,,,,,,,,,,,,,,,,,,
1984-243,Perth,Grass,32,C,,19840102,22,L022,,,Brian Levine,R,183,RSA,25.369,306,28,H001,,,Wayne Hampson,R,183,AUS,26.36,288,32,7-6 6-3,3,R16,,,,,,,,,,,,,,,,,,,
1984-243,Perth,Grass,32,C,,19840102,23,M066,,,Craig A Miller,R,188,AUS,21.207,285,36,C017,,,Peter Carter,R,180,AUS,19.398,503,7,3-6 6-3 6-4,3,R16,,,,,,,,,,,,,,,,,,,
1984-243,Perth,Grass,32,C,,19840102,24,V007,,,Jerome Vanier,L,175,FRA,26.166,201,58,N013,,,Todd Nelson,R,185,USA,22.793,207,56,7-6 6-1,3,R16,,,,,,,,,,,,,,,,,,,
1984-243,Perth,Grass,32,C,,19840102,25,B066,1,,Lloyd Bourne,R,191,USA,25.207,127,118,W016,,,Greg Whitecross,R,185,AUS,22.801,268,37,6-4 6-4,3,QF,,,,,,,,,,,,,,,,,,,
1984-243,Perth,Grass,32,C,,19840102,26,F040,7,,John Frawley,R,173,AUS,18.497,177,72,C011,,,Jonathan Canter,R,185,USA,18.579,188,63,4-6 6-3 6-3,3,QF,,,,,,,,,,,,,,,,,,,
1984-243,Perth,Grass,32,C,,19840102,27,L022,,,Brian Levine,R,183,RSA,25.369,306,28,K021,,,Mark Kratzmann,L,175,AUS,17.629,340,21,6-7 6-2 6-3,3,QF,,,,,,,,,,,,,,,,,,,
1984-243,Perth,Grass,32,C,,19840102,28,M066,,,Craig A Miller,R,188,AUS,21.207,285,36,V007,,,Jerome Vanier,L,175,FRA,26.166,201,58,7-5 7-5,3,QF,,,,,,,,,,,,,,,,,,,
1984-243,Perth,Grass,32,C,,19840102,29,B066,1,,Lloyd Bourne,R,191,USA,25.207,127,118,M066,,,Craig A Miller,R,188,AUS,21.207,285,36,7-5 6-3,3,SF,,,,,,,,,,,,,,,,,,,
1984-243,Perth,Grass,32,C,,19840102,30,L022,,,Brian Levine,R,183,RSA,25.369,306,28,F040,7,,John Frawley,R,173,AUS,18.497,177,72,6-2 6-4,3,SF,,,,,,,,,,,,,,,,,,,
1984-243,Perth,Grass,32,C,,19840102,31,L022,,,Brian Levine,R,183,RSA,25.369,306,28,B066,1,,Lloyd Bourne,R,191,USA,25.207,127,118,6-1 6-2,3,F,,,,,,,,,,,,,,,,,,,
1984-244,Amarillo,Hard,32,C,,19840116,1,D005,1,,Marty Davis,R,183,USA,25.169,87,146,B014,,,Alan Barg,L,,USA,,,,7-5 4-6 6-4,3,R32,,,,,,,,,,,,,,,,,,,
1984-244,Amarillo,Hard,32,C,,19840116,2,H005,2,,Rodney Harmon,R,188,USA,22.418,112,104,D045,,,Chris Dunk,R,193,USA,25.979,249,41,6-7 6-3 7-5,3,R32,,,,,,,,,,,,,,,,,,,
1984-244,Amarillo,Hard,32,C,,19840116,3,S034,3,,Robert Seguso,R,191,USA,20.712,150,78,B106,,,Syd Ball,R,188,AUS,33.977,379,16,6-4 6-3,3,R32,,,,,,,,,,,,,,,,,,,
1984-244,Amarillo,Hard,32,C,,19840116,4,H030,4,,Greg Holmes,R,178,USA,20.383,153,77,M058,,,Sashi Menon,R,180,IND,31.436,311,26,6-4 7-6,3,R32,,,,,,,,,,,,,,,,,,,
1984-244,Amarillo,Hard,32,C,,19840116,5,B070,5,,Sean Brawley,R,178,USA,23.228,153,77,S092,,,Charles Buzz Strode,R,183,USA,26.363,243,43,7-6 3-6 7-5,3,R32,,,,,,,,,,,,,,,,,,,
1984-244,Amarillo,Hard,32,C,,19840116,6,D038,6,,David Dowlen,R,178,USA,23.951,176,67,R046,,,Rocky Royer,R,180,USA,25.555,223,49,7-6 6-4,3,R32,,,,,,,,,,,,,,,,,,,
1984-244,Amarillo,Hard,32,C,,19840116,7,C072,7,,David Carter,R,183,AUS,27.737,183,71,K012,,,Bruce Kleege,R,191,USA,29.207,249,41,2-6 7-6 7-5,3,R32,,,,,,,,,,,,,,,,,,,
1984-244,Amarillo,Hard,32,C,,19840116,8,S045,8,,Leif Shiras,R,183,USA,24.405,144,82,L005,,,Jay Lapidus,L,188,USA,24.712,493,7,4-6 6-4 7-6,3,R32,,,,,,,,,,,,,,,,,,,
1984-244,Amarillo,Hard,32,C,,19840116,9,D041,,,Randy Druz,R,174,USA,25.886,239,44,T014,,,Ben Testerman,L,185,USA,21.952,190,86,7-6 5-7 7-6,3,R32,,,,,,,,,,,,,,,,,,,
1984-244,Amarillo,Hard,32,C,,19840116,10,D048,,,Pat Dupre,R,191,USA,29.333,189,92,S093,,,Morris Skip Strode,R,193,USA,23.614,200,71,6-4 6-4,3,R32,,,,,,,,,,,,,,,,,,,
