tourney_id,tourney_name,surface,draw_size,tourney_level,indoor,tourney_date,match_num,winner_id,winner_seed,winner_entry,winner_name,winner_hand,winner_ht,winner_ioc,winner_age,winner_rank,winner_rank_points,loser_id,loser_seed,loser_entry,loser_name,loser_hand,loser_ht,loser_ioc,loser_age,loser_rank,loser_rank_points,score,best_of,round,minutes,w_ace,w_df,w_svpt,w_1stIn,w_1stWon,w_2ndWon,w_SvGms,w_bpSaved,w_bpFaced,l_ace,l_df,l_svpt,l_1stIn,l_1stWon,l_2ndWon,l_SvGms,l_bpSaved,l_bpFaced
1993-503,Wellington,Hard,32,C,,19930110,1,S321,1,,Brett Steven,R,185,NZL,23.707,73,0,P269,,,Leander Paes,R,178,IND,19.567,194,0,6-2 6-4,3,R32,,,,,,,,,,,,,,,,,,,
1993-503,Wellington,Hard,32,C,,19930110,2,W011,2,,Robbie Weiss,R,183,USA,26.111,122,0,Z037,,,Tomas Anzari,R,180,CZE,22.549,229,0,6-0 7-5,3,R32,,,,,,,,,,,,,,,,,,,
1993-503,Wellington,Hard,32,C,,19930110,3,B397,3,,Byron Black,R,175,ZIM,23.264,142,0,B401,,,Steve Bryan,R,178,USA,22.42,196,0,6-4 7-6,3,R32,,,,,,,,,,,,,,,,,,,
1993-503,Wellington,Hard,32,C,,19930110,4,H251,4,,Tommy Ho,L,183,USA,19.567,154,0,D177,,,Brian Devening,R,185,USA,25.489,393,0,6-0 6-4,3,R32,,,,,,,,,,,,,,,,,,,
1993-503,Wellington,Hard,32,C,,19930110,5,D198,5,,Slava Dosedel,R,183,CZE,22.409,159,0,B322,,,Chris Bailey,R,196,GBR,24.701,240,0,6-1 6-7 6-3,3,R32,,,,,,,,,,,,,,,,,,,
1993-503,Wellington,Hard,32,C,,19930110,6,S406,,,Grant Stafford,R,,RSA,21.626,191,0,C270,6,,Cristiano Caratti,R,178,ITA,22.634,160,0,6-3 6-4,3,R32,,,,,,,,,,,,,,,,,,,
1993-503,Wellington,Hard,32,C,,19930110,7,S340,7,,Roger Smith,R,185,BAH,28.975,175,0,H297,,,Alistair Hunt,R,191,NZL,20.164,1115,0,6-3 6-7 6-2,3,R32,,,,,,,,,,,,,,,,,,,
1993-503,Wellington,Hard,32,C,,19930110,8,G196,,,Chris Garner,R,180,USA,23.762,226,0,D207,8,,Dirk Dier,R,185,GER,20.901,185,0,6-4 6-1,3,R32,,,,,,,,,,,,,,,,,,,
1993-503,Wellington,Hard,32,C,,19930110,9,A031,,,Jimmy Arias,R,175,USA,28.402,195,0,A027,,,Paul Annacone,R,185,USA,29.812,225,0,6-1 6-4,3,R32,,,,,,,,,,,,,,,,,,,
1993-503,Wellington,Hard,32,C,,19930110,10,G292,,,Louis Gloria,L,175,USA,23.74,278,0,D279,,,Steven Downs,R,183,NZL,17.342,1097,0,6-4 7-5,3,R32,,,,,,,,,,,,,,,,,,,
1993-503,Wellington,Hard,32,C,,19930110,11,L226,,,Sebastien Lareau,R,183,CAN,19.707,197,0,M566,,,Rene Moller,R,,NZL,,,,6-1 6-2,3,R32,,,,,,,,,,,,,,,,,,,
1993-503,Wellington,Hard,32,C,,19930110,12,M085,,,Peter Moraing,R,193,GER,31.326,285,0,G287,,,James Greenhalgh,R,183,NZL,17.892,1074,0,6-1 6-4,3,R32,,,,,,,,,,,,,,,,,,,
1993-503,Wellington,Hard,32,C,,19930110,13,R255,,,Patrick Rafter,R,185,AUS,20.036,243,0,E025,,,Kelly Evernden,R,175,NZL,31.305,207,0,6-3 7-5,3,R32,,,,,,,,,,,,,,,,,,,
1993-503,Wellington,Hard,32,C,,19930110,14,R273,,,Joern Renzenbrink,R,196,GER,20.485,190,0,K156,,,Kent Kinnear,R,196,USA,26.114,199,0,6-3 6-2,3,R32,,,,,,,,,,,,,,,,,,,
1993-503,Wellington,Hard,32,C,,19930110,15,T125,,,Kenny Thorne,R,188,USA,26.962,188,0,B308,,,Lan Bale,R,170,RSA,23.343,205,0,7-5 6-4,3,R32,,,,,,,,,,,,,,,,,,,
1993-503,Wellington,Hard,32,C,,19930110,16,W171,,,Fernon Wibier,R,188,NED,21.875,209,0,D265,,,Brian Dunn,R,201,USA,18.768,468,0,7-6 7-6,3,R32,,,,,,,,,,,,,,,,,,,
1993-503,Wellington,Hard,32,C,,19930110,17,S321,1,,Brett Steven,R,185,NZL,23.707,73,0,L226,,,Sebastien Lareau,R,183,CAN,19.707,197,0,6-0 7-5,3,R16,,,,,,,,,,,,,,,,,,,
1993-503,Wellington,Hard,32,C,,19930110,18,W011,2,,Robbie Weiss,R,183,USA,26.111,122,0,G292,,,Louis Gloria,L,175,USA,23.74,278,0,3-6 6-3 6-4,3,R16,,,,,,,,,,,,,,,,,,,
1993-503,Wellington,Hard,32,C,,19930110,19,B397,3,,Byron Black,R,175,ZIM,23.264,142,0,R273,,,Joern Renzenbrink,R,196,GER,20.485,190,0,6-3 7-6,3,R16,,,,,,,,,,,,,,,,,,,
1993-503,Wellington,Hard,32,C,,19930110,20,H251,4,,Tommy Ho,L,183,USA,19.567,154,0,W171,,,Fernon Wibier,R,188,NED,21.875,209,0,6-4 6-4,3,R16,,,,,,,,,,,,,,,,,,,
1993-503,Wellington,Hard,32,C,,19930110,21,M085,,,Peter Moraing,R,193,GER,31.326,285,0,D198,5,,Slava Dosedel,R,183,CZE,22.409,159,0,7-6 2-6 6-4,3,R16,,,,,,,,,,,,,,,,,,,
1993-503,Wellington,Hard,32,C,,19930110,22,A031,,,Jimmy Arias,R,175,USA,28.402,195,0,S340,7,,Roger Smith,R,185,BAH,28.975,175,0,3-6 6-3 6-4,3,R16,,,,,,,,,,,,,,,,,,,
1993-503,Wellington,Hard,32,C,,19930110,23,R255,,,Patrick Rafter,R,185,AUS,20.036,243,0,S406,,,Grant Stafford,R,,RSA,21.626,191,0,6-4 1-6 6-3,3,R16,,,,,,,,,,,,,,,,,,,
1993-503,Wellington,Hard,32,C,,19930110,24,T125,,,Kenny Thorne,R,188,USA,26.962,188,0,G196,,,Chris Garner,R,180,USA,23.762,226,0,6-1 6-4,3,R16,,,,,,,,,,,,,,,,,,,
1993-503,Wellington,Hard,32,C,,19930110,25,S321,1,,Brett Steven,R,185,NZL,23.707,73,0,T125,,,Kenny Thorne,R,188,USA,26.962,188,0,3-6 6-2 6-2,3,QF,,,,,,,,,,,,,,,,,,,
1993-503,Wellington,Hard,32,C,,19930110,26,A031,,,Jimmy Arias,R,175,USA,28.402,195,0,W011,2,,Robbie Weiss,R,183,USA,26.111,122,0,6-3 6-1,3,QF,,,,,,,,,,,,,,,,,,,
1993-503,Wellington,Hard,32,C,,19930110,27,B397,3,,Byron Black,R,175,ZIM,23.264,142,0,M085,,,Peter Moraing,R,193,GER,31.326,285,0,6-3 6-7 6-1,3,QF,,,,,,,,,,,,,,,,,,,
1993-503,Wellington,Hard,32,C,,19930110,28,H251,4,,Tommy Ho,L,183,USA,19.567,154,0,R255,,,Patrick Rafter,R,185,AUS,20.036,243,0,6-2 5-7 6-3,3,QF,,,,,,,,,,,,,,,,,,,
1993-503,Wellington,Hard,32,C,,19930110,29,B397,3,,Byron Black,R,175,ZIM,23.264,142,0,S321,1,,Brett Steven,R,185,NZL,23.707,73,0,6-2 6-4,3,SF,,,,,,,,,,,,,,,,,,,
1993-503,Wellington,Hard,32,C,,19930110,30,H251,4,,Tommy Ho,L,183,USA,19.567,154,0,A031,,,Jimmy Arias,R,175,USA,28.402,195,0,7-6 6-2,3,SF,,,,,,,,,,,,,,,,,,,
1993-503,Wellington,Hard,32,C,,19930110,31,B397,3,,Byron Black,R,175,ZIM,23.264,142,0,H251,4,,Tommy Ho,L,183,USA,19.567,154,0,6-4 4-6 6-1,3,F,,,,,,,,,,,,,,,,,,,
1993-460,Heilbronn,Carpet,32,C,,19930131,1,H025,,,Jakob Hlasek,R,188,SUI,28.219,42,0,B293,,,Patrick Baur,R,185,GER,27.748,131,0,6-7 6-3 6-3,3,R32,,,,,,,,,,,,,,,,,,,
1993-460,Heilbronn,Carpet,32,C,,19930131,2,V139,,,Mario Visconti,R,185,ITA,24.274,165,0,P235,2,,Stefano Pescosolido,R,185,ITA,21.637,61,0,3-6 6-1 6-4,3,R32,,,,,,,,,,,,,,,,,,,
1993-460,Heilbronn,Carpet,32,C,,19930131,3,D214,3,,Martin Damm,R,188,CZE,20.501,94,0,R203,,,David Rikl,L,178,CZE,21.927,153,0,6-4 6-1,3,R32,,,,,,,,,,,,,,,,,,,
1993-460,Heilbronn,Carpet,32,C,,19930131,4,P273,4,,David Prinosil,R,185,GER,19.899,96,0,D198,,,Slava Dosedel,R,183,CZE,22.467,158,0,6-3 6-1,3,R32,,,,,,,,,,,,,,,,,,,
1993-460,Heilbronn,Carpet,32,C,,19930131,5,G252,5,,Marc-Kevin Goellner,R,196,GER,22.36,108,0,G304,,,Juan Gisbert Jr,R,198,ESP,18.804,149,0,6-4 7-6,3,R32,,,,,,,,,,,,,,,,,,,
1993-460,Heilbronn,Carpet,32,C,,19930131,6,Z045,,,Markus Zoecke,R,196,GER,24.728,142,0,S288,6,,Christian Saceanu,R,191,GER,24.567,120,0,7-6 6-0,3,R32,,,,,,,,,,,,,,,,,,,
1993-460,Heilbronn,Carpet,32,C,,19930131,7,T135,7,,Arne Thoms,R,188,GER,22.084,126,0,F031,,,Jean-Philippe Fleurian,R,185,FRA,27.389,223,0,6-4 6-4,3,R32,,,,,,,,,,,,,,,,,,,
1993-460,Heilbronn,Carpet,32,C,,19930131,8,V014,8,,Christo Van Rensburg,R,185,RSA,30.275,128,0,E061,,,David Engel,R,180,SWE,25.292,209,0,7-6 2-6 6-2,3,R32,,,,,,,,,,,,,,,,,,,
1993-460,Heilbronn,Carpet,32,C,,19930131,9,A176,,,Jan Apell,L,183,SWE,23.242,152,0,K067,,,Wojtek Kowalski,R,183,POL,25.311,313,0,7-6 6-4,3,R32,,,,,,,,,,,,,,,,,,,
1993-460,Heilbronn,Carpet,32,C,,19930131,10,C270,,,Cristiano Caratti,R,178,ITA,22.691,176,0,F200,,,Frederic Fontang,R,183,FRA,22.875,157,0,6-4 6-4,3,R32,,,,,,,,,,,,,,,,,,,
1993-460,Heilbronn,Carpet,32,C,,19930131,11,G200,,,Vladimir Gabrichidze,R,175,GEO,24.712,164,0,K202,,,Lars Koslowski,R,188,GER,21.697,132,0,6-3 6-7 6-1,3,R32,,,,,,,,,,,,,,,,,,,
1993-460,Heilbronn,Carpet,32,C,,19930131,12,L044,,,Peter Lundgren,R,185,SWE,28.005,211,0,D228,,,Filip Dewulf,R,191,BEL,20.882,175,0,7-6 4-6 6-2,3,R32,,,,,,,,,,,,,,,,,,,
1993-460,Heilbronn,Carpet,32,C,,19930131,13,M093,,,Alexander Mronz,R,188,GER,27.819,167,0,W150,,,Chris Wilkinson,R,180,GBR,23.072,168,0,6-4 6-4,3,R32,,,,,,,,,,,,,,,,,,,
1993-460,Heilbronn,Carpet,32,C,,19930131,14,R023,,,Udo Riglewski,R,185,GER,26.513,369,0,S328,,,Martin Strelba,R,191,CZE,25.864,133,0,7-6 2-6 7-6,3,R32,,,,,,,,,,,,,,,,,,,
1993-460,Heilbronn,Carpet,32,C,,19930131,15,S367,,,Martin Sinner,R,180,GER,24.983,231,0,S360,,,Stephane Sansoni,R,180,FRA,25.473,256,0,7-5 6-2,3,R32,,,,,,,,,,,,,,,,,,,
1993-460,Heilbronn,Carpet,32,C,,19930131,16,S079,,,Branislav Stankovic,R,175,SVK,27.674,280,0,G231,,,Thierry Guardiola,R,188,FRA,21.487,156,0,1-6 6-4 6-2,3,R32,,,,,,,,,,,,,,,,,,,
1993-460,Heilbronn,Carpet,32,C,,19930131,17,L044,,,Peter Lundgren,R,185,SWE,28.005,211,0,H025,,,Jakob Hlasek,R,188,SUI,28.219,42,0,6-1 6-4,3,R16,,,,,,,,,,,,,,,,,,,
1993-460,Heilbronn,Carpet,32,C,,19930131,18,D214,3,,Martin Damm,R,188,CZE,20.501,94,0,G200,,,Vladimir Gabrichidze,R,175,GEO,24.712,164,0,6-1 7-6,3,R16,,,,,,,,,,,,,,,,,,,
1993-460,Heilbronn,Carpet,32,C,,19930131,19,P273,4,,David Prinosil,R,185,GER,19.899,96,0,S367,,,Martin Sinner,R,180,GER,24.983,231,0,3-6 6-3 6-2,3,R16,,,,,,,,,,,,,,,,,,,
1993-460,Heilbronn,Carpet,32,C,,19930131,20,G252,5,,Marc-Kevin Goellner,R,196,GER,22.36,108,0,A176,,,Jan Apell,L,183,SWE,23.242,152,0,3-6 7-6 7-6,3,R16,,,,,,,,,,,,,,,,,,,
1993-460,Heilbronn,Carpet,32,C,,19930131,21,T135,7,,Arne Thoms,R,188,GER,22.084,126,0,M093,,,Alexander Mronz,R,188,GER,27.819,167,0,6-4 5-7 7-6,3,R16,,,,,,,,,,,,,,,,,,,
1993-460,Heilbronn,Carpet,32,C,,19930131,22,V014,8,,Christo Van Rensburg,R,185,RSA,30.275,128,0,R023,,,Udo Riglewski,R,185,GER,26.513,369,0,3-6 7-6 7-6,3,R16,,,,,,,,,,,,,,,,,,,
1993-460,Heilbronn,Carpet,32,C,,19930131,23,C270,,,Cristiano Caratti,R,178,ITA,22.691,176,0,V139,,,Mario Visconti,R,185,ITA,24.274,165,0,6-4 6-4,3,R16,,,,,,,,,,,,,,,,,,,
1993-460,Heilbronn,Carpet,32,C,,19930131,24,S079,,,Branislav Stankovic,R,175,SVK,27.674,280,0,Z045,,,Markus Zoecke,R,196,GER,24.728,142,0,6-3 3-6 7-5,3,R16,,,,,,,,,,,,,,,,,,,
1993-460,Heilbronn,Carpet,32,C,,19930131,25,D214,3,,Martin Damm,R,188,CZE,20.501,94,0,G252,5,,Marc-Kevin Goellner,R,196,GER,22.36,108,0,7-6 7-5,3,QF,,,,,,,,,,,,,,,,,,,
1993-460,Heilbronn,Carpet,32,C,,19930131,26,P273,4,,David Prinosil,R,185,GER,19.899,96,0,S079,,,Branislav Stankovic,R,175,SVK,27.674,280,0,3-6 7-5 6-3,3,QF,,,,,,,,,,,,,,,,,,,
1993-460,Heilbronn,Carpet,32,C,,19930131,27,C270,,,Cristiano Caratti,R,178,ITA,22.691,176,0,T135,7,,Arne Thoms,R,188,GER,22.084,126,0,6-4 6-4,3,QF,,,,,,,,,,,,,,,,,,,
1993-460,Heilbronn,Carpet,32,C,,19930131,28,V014,8,,Christo Van Rensburg,R,185,RSA,30.275,128,0,L044,,,Peter Lundgren,R,185,SWE,28.005,211,0,7-6 6-2,3,QF,,,,,,,,,,,,,,,,,,,
1993-460,Heilbronn,Carpet,32,C,,19930131,29,D214,3,,Martin Damm,R,188,CZE,20.501,94,0,C270,,,Cristiano Caratti,R,178,ITA,22.691,176,0,6-2 6-2,3,SF,,,,,,,,,,,,,,,,,,,
1993-460,Heilbronn,Carpet,32,C,,19930131,30,P273,4,,David Prinosil,R,185,GER,19.899,96,0,V014,8,,Christo Van Rensburg,R,185,RSA,30.275,128,0,1-6 6-4 6-3,3,SF,,,,,,,,,,,,,,,,,,,
1993-460,Heilbronn,Carpet,32,C,,19930131,31,P273,4,,David Prinosil,R,185,GER,19.899,96,0,D214,3,,Martin Damm,R,188,CZE,20.501,94,0,6-3 7-6,3,F,,,,,,,,,,,,,,,,,,,
1993-787,Bangalore,Clay,29,C,,19930131,1,W122,,,Paul Wekesa,R,188,KEN,25.585,366,0,K183,3,,Florian Krumrey,R,191,GER,23.012,245,0,6-3 6-3,3,R32,,,,,,,,,,,,,,,,,,,
