tourney_id,tourney_name,surface,draw_size,tourney_level,indoor,tourney_date,match_num,winner_id,winner_seed,winner_entry,winner_name,winner_hand,winner_ht,winner_ioc,winner_age,loser_id,loser_seed,loser_entry,loser_name,loser_hand,loser_ht,loser_ioc,loser_age,score,best_of,round,minutes,w_ace,w_df,w_svpt,w_1stIn,w_1stWon,w_2ndWon,w_SvGms,w_bpSaved,w_bpFaced,l_ace,l_df,l_svpt,l_1stIn,l_1stWon,l_2ndWon,l_SvGms,l_bpSaved,l_bpFaced,winner_rank,winner_rank_points,loser_rank,loser_rank_points
1907-580,Australian Open,Grass,32,G,O,19070818,17,111853,,,Herbert Rice,,,AUS,34.946,111830,,,Bill Gregg,,,AUS,,6-0 6-2 3-6 6-4,5,SF,,,,,,,,,,,,,,,,,,,,,,,
1907-580,Australian Open,Grass,32,G,O,19070818,18,111821,,,Harry Alabaster Parker,,,NZL,34.281,111829,,,Eric Olbasditon Pockley,,,GBR,,8-6 6-0 2-6 6-3,5,SF,,,,,,,,,,,,,,,,,,,,,,,
1907-580,Australian Open,Grass,32,G,O,19070818,19,111853,,,Herbert Rice,,,AUS,34.946,111821,,,Harry Alabaster Parker,,,NZL,34.281,6-3 6-4 6-4,5,F,,,,,,,,,,,,,,,,,,,,,,,
1907-D001,Davis Cup WG CR: ANZ vs BRI,Grass,4,D,,19070720,1,112228,,,Norman Everard Brookes,,,AUS,29.676,117027,,,Arthur Gore,,,BRI,39.543,7-5 6-1 7-5,5,RR,,,,,,,,,,,,,,,,,,,,,,,
1907-D001,Davis Cup WG CR: ANZ vs BRI,Grass,4,D,,19070720,2,111832,,,Tony Wilding,,,NZL,23.715,113668,,,Herbert Roper Barrett,,,GBR,33.648,1-6 6-4 6-3 7-5,5,RR,,,,,,,,,,,,,,,,,,,,,,,
1907-D001,Davis Cup WG CR: ANZ vs BRI,Grass,4,D,,19070720,4,117027,,,Arthur Gore,,,BRI,39.543,111832,,,Tony Wilding,,,NZL,23.715,3-6 6-3 7-5 6-2,5,RR,,,,,,,,,,,,,,,,,,,,,,,
1907-D001,Davis Cup WG CR: ANZ vs BRI,Grass,4,D,,19070720,5,112228,,,Norman Everard Brookes,,,AUS,29.676,113668,,,Herbert Roper Barrett,,,GBR,33.648,6-2 6-0 6-3,5,RR,,,,,,,,,,,,,,,,,,,,,,,
1907-D002,Davis Cup WG F: USA vs ANZ,Grass,4,D,,19070713,1,112228,,,Norman Everard Brookes,,,AUS,29.656,114284,,,Beals Coleman Wright,,,USA,27.562,6-4 6-4 6-2,5,RR,,,,,,,,,,,,,,,,,,,,,,,
1907-D002,Davis Cup WG F: USA vs ANZ,Grass,4,D,,19070713,2,111832,,,Tony Wilding,,,NZL,23.696,114283,,,Karl Howell Behr,,,USA,22.116,1-6 6-3 3-6 7-5 6-3,5,RR,,,,,,,,,,,,,,,,,,,,,,,
1907-D002,Davis Cup WG F: USA vs ANZ,Grass,4,D,,19070713,4,112228,,,Norman Everard Brookes,,,AUS,29.656,114283,,,Karl Howell Behr,,,USA,22.116,4-6 6-4 6-1 6-2,5,RR,,,,,,,,,,,,,,,,,,,,,,,
1907-D002,Davis Cup WG F: USA vs ANZ,Grass,4,D,,19070713,5,114284,,,Beals Coleman Wright,,,USA,27.562,111832,,,Tony Wilding,,,NZL,23.696,6-8 6-3 6-3 7-5,5,RR,,,,,,,,,,,,,,,,,,,,,,,
1908-520,Roland Garros,Clay,32,G,O,19080606,1,112734,,,Max Decugis,,,FRA,25.697,125817,,,M. Porte,,,FRA,,6-1 6-2,5,R32,,,,,,,,,,,,,,,,,,,,,,,
1908-520,Roland Garros,Clay,32,G,O,19080606,2,125893,,,P. Bejot,,,FRA,,112779,,,A Felix Poulin,,,FRA,,6-4 6-0,5,R32,,,,,,,,,,,,,,,,,,,,,,,
1908-520,Roland Garros,Clay,32,G,O,19080606,3,112734,,,Max Decugis,,,FRA,25.697,113581,,,Dick Williams,,,USA,17.350,6-2 6-2,5,R16,,,,,,,,,,,,,,,,,,,,,,,
1908-520,Roland Garros,Clay,32,G,O,19080606,4,125894,,,Otto Brugelmann,,,GER,,125810,,,Eugene Jean Roger Poree,,,FRA,,6-4 6-4,5,R16,,,,,,,,,,,,,,,,,,,,,,,
1908-520,Roland Garros,Clay,32,G,O,19080606,5,125807,,,Marc Edouard Meny,,,FRA,,125818,,,P. Guillemant,,,FRA,,W/O,5,R16,,,,,,,,,,,,,,,,,,,,,,,
1908-520,Roland Garros,Clay,32,G,O,19080606,6,112833,,,Etienne Micard,,,FRA,,125895,,,J. Roederer,,,FRA,,6-4 6-1,5,R16,,,,,,,,,,,,,,,,,,,,,,,
1908-520,Roland Garros,Clay,32,G,O,19080606,7,125788,,,Daniel Lawton,,,FRA,26.522,125795,,,Fernand Eugene Victor Zambaux,,,FRA,,6-1 6-3,5,R16,,,,,,,,,,,,,,,,,,,,,,,
1908-520,Roland Garros,Clay,32,G,O,19080606,8,125806,,,H. Fourgassie,,,FRA,,125798,,,Andre Jousselin,,,FRA,,6-0 6-1,5,R16,,,,,,,,,,,,,,,,,,,,,,,
1908-520,Roland Garros,Clay,32,G,O,19080606,9,125896,,,W. H. Graham,,,GBR,,125897,,,Andre Masurel,,,FRA,,W/O,5,R16,,,,,,,,,,,,,,,,,,,,,,,
1908-520,Roland Garros,Clay,32,G,O,19080606,10,114201,,,Maurice Germot,,,FRA,25.555,125893,,,P. Bejot,,,FRA,,7-5 6-4,5,R16,,,,,,,,,,,,,,,,,,,,,,,
1908-520,Roland Garros,Clay,32,G,O,19080606,11,112734,,,Max Decugis,,,FRA,25.697,125894,,,Otto Brugelmann,,,GER,,6-1 6-2,5,QF,,,,,,,,,,,,,,,,,,,,,,,
1908-520,Roland Garros,Clay,32,G,O,19080606,12,125807,,,Marc Edouard Meny,,,FRA,,112833,,,Etienne Micard,,,FRA,,6-1 4-6 6-2,5,QF,,,,,,,,,,,,,,,,,,,,,,,
1908-520,Roland Garros,Clay,32,G,O,19080606,13,125788,,,Daniel Lawton,,,FRA,26.522,125806,,,H. Fourgassie,,,FRA,,9-7 6-1,5,QF,,,,,,,,,,,,,,,,,,,,,,,
1908-520,Roland Garros,Clay,32,G,O,19080606,14,114201,,,Maurice Germot,,,FRA,25.555,125896,,,W. H. Graham,,,GBR,,7-5 6-4,5,QF,,,,,,,,,,,,,,,,,,,,,,,
1908-520,Roland Garros,Clay,32,G,O,19080606,15,112734,,,Max Decugis,,,FRA,25.697,125807,,,Marc Edouard Meny,,,FRA,,6-1 6-1,5,SF,,,,,,,,,,,,,,,,,,,,,,,
1908-520,Roland Garros,Clay,32,G,O,19080606,16,114201,,,Maurice Germot,,,FRA,25.555,125788,,,Daniel Lawton,,,FRA,26.522,6-3 6-1,5,SF,,,,,,,,,,,,,,,,,,,,,,,
1908-520,Roland Garros,Clay,32,G,O,19080606,17,112734,,,Max Decugis,,,FRA,25.697,114201,,,Maurice Germot,,,FRA,25.555,6-2 6-1 3-6 10-8,5,F,,,,,,,,,,,,,,,,,,,,,,,
1908-540,Wimbledon,Grass,128,G,O,19080601,1,113570,,,Percival May Davson,,,GBR,30.667,114159,,,Fritz Von Bissing,,,GER,21.725,6-4 10-8 6-3,5,R128,,,,,,,,,,,,,,,,,,,,,,,
1908-540,Wimbledon,Grass,128,G,O,19080601,2,113608,,,Roderick James Mcnair,,,GBR,37.514,114160,,,Ernest S Wills,,,GBR,,6-3 6-1 6-1,5,R128,,,,,,,,,,,,,,,,,,,,,,,
1908-540,Wimbledon,Grass,128,G,O,19080601,3,114161,,,Frederick Noel Warden,,,GBR,37.895,114162,,,Clement Haughton Langston Cazalet,,,GBR,28.876,6-4 3-6 6-4 3-6 6-4,5,R128,,,,,,,,,,,,,,,,,,,,,,,
1908-540,Wimbledon,Grass,128,G,O,19080601,4,114163,,,Henry Pollard,,,GBR,,112821,,,Otto Froitzheim,,,GER,24.101,W/O,5,R128,,,,,,,,,,,,,,,,,,,,,,,
1908-540,Wimbledon,Grass,128,G,O,19080601,5,114164,,,Ar Sawyer,,,GBR,,114165,,,Fh Bryant,,,GBR,,2-6 6 2 7-9 6-4 6-3,5,R128,,,,,,,,,,,,,,,,,,,,,,,
1908-540,Wimbledon,Grass,128,G,O,19080601,6,114166,,,Henry Wilson Fox,,,GBR,44.786,114167,,,Sirdar Nihal Singh,,,IND,,11-9 6-2 6-4,5,R128,,,,,,,,,,,,,,,,,,,,,,,
1908-540,Wimbledon,Grass,128,G,O,19080601,7,113694,,,Cs Gordon Smith,,,GBR,,114168,,,Pierre Verde Delisle,,,FRA,31.042,6-1 6-4 6-3,5,R64,,,,,,,,,,,,,,,,,,,,,,,
1908-540,Wimbledon,Grass,128,G,O,19080601,8,114169,,,Wylie Cameron Grant,,,USA,28.517,113607,,,Jb Ward,,,CAN,,6-3 8-10 7-5 6-3,5,R64,,,,,,,,,,,,,,,,,,,,,,,
1908-540,Wimbledon,Grass,128,G,O,19080601,9,114170,,,Frank H Pearce,,,GBR,,114171,,,George Mieville Simond,,,GBR,41.352,W/O,5,R64,,,,,,,,,,,,,,,,,,,,,,,
1908-540,Wimbledon,Grass,128,G,O,19080601,10,114172,,,Willie Lemaire De Warze,,,BEL,,114173,,,Harry Kitson,,,RSA,33.955,6-1 2-6 6-2 9-7,5,R64,,,,,,,,,,,,,,,,,,,,,,,
1908-540,Wimbledon,Grass,128,G,O,19080601,11,113923,,,Friedrich Wilhelm Rahe,,,GER,20.123,113639,,,E Stanley Franklin,,,GBR,,W/O,5,R64,,,,,,,,,,,,,,,,,,,,,,,
1908-540,Wimbledon,Grass,128,G,O,19080601,12,114174,,,George Courtenay Ball Greene,,,IRL,37.514,113619,,,Rh Hotham,,,GBR,,6-3 6-2 3-6 6-0,5,R64,,,,,,,,,,,,,,,,,,,,,,,
1908-540,Wimbledon,Grass,128,G,O,19080601,13,114175,,,Robert Branks Powell,,,CAN,27.162,114176,,,Count Elie De Lastours,,,FRA,,6-0 6-2 6-2,5,R64,,,,,,,,,,,,,,,,,,,,,,,
1908-540,Wimbledon,Grass,128,G,O,19080601,14,114177,,,Charles Arthur Orpen Tuckey,,,GBR,32.769,114178,,,Alfred Em Taylor,,,GBR,,7-5 4-6 7-5 4-6 6-3,5,R64,,,,,,,,,,,,,,,,,,,,,,,
1908-540,Wimbledon,Grass,128,G,O,19080601,15,112246,,,Charles Percy Dixon,,,GBR,35.310,114179,,,Fritz W Goldberg,,,GBR,,6-4 6-4 6-1,5,R64,,,,,,,,,,,,,,,,,,,,,,,
1908-540,Wimbledon,Grass,128,G,O,19080601,16,114180,,,Jack Ridding,,,GBR,,114181,,,Val Miley,,,IRL,,6-3 6-3 6-2,5,R64,,,,,,,,,,,,,,,,,,,,,,,
1908-540,Wimbledon,Grass,128,G,O,19080601,17,114182,,,George Aristides Caridia Karidias,,,GBR,39.274,114183,,,Wp Haviland,,,GBR,,6-1 6-2 6-2,5,R64,,,,,,,,,,,,,,,,,,,,,,,
1908-540,Wimbledon,Grass,128,G,O,19080601,18,114184,,,Captain Foulkes,,,CAN,,114185,,,Arthur Westlake Andrews,,,GBR,39.466,6-3 4-6 7-5 6-0,5,R64,,,,,,,,,,,,,,,,,,,,,,,
1908-540,Wimbledon,Grass,128,G,O,19080601,19,114186,,,John R Richardson,,,RSA,33.580,114187,,,Ew Timmis,,,GBR,,6-4 6-3 1-6 2-6 6-4,5,R64,,,,,,,,,,,,,,,,,,,,,,,
1908-540,Wimbledon,Grass,128,G,O,19080601,20,113585,,,Wentworth Gore,,,GBR,40.411,114188,,,Lionel Hunter Escombe,,,GBR,32.249,6-2 6-1 7-5,5,R64,,,,,,,,,,,,,,,,,,,,,,,
1908-540,Wimbledon,Grass,128,G,O,19080601,21,114189,,,Kenneth Powell,,,GBR,23.146,113570,,,Percival May Davson,,,GBR,30.667,7-5 6-4 6-1,5,R64,,,,,,,,,,,,,,,,,,,,,,,
1908-540,Wimbledon,Grass,128,G,O,19080601,22,113608,,,Roderick James Mcnair,,,GBR,37.514,114161,,,Frederick Noel Warden,,,GBR,37.895,6-3 6-3 7-5,5,R64,,,,,,,,,,,,,,,,,,,,,,,
1908-540,Wimbledon,Grass,128,G,O,19080601,23,114163,,,Henry Pollard,,,GBR,,114164,,,Ar Sawyer,,,GBR,,6-0 7-5 6-1,5,R64,,,,,,,,,,,,,,,,,,,,,,,
1908-540,Wimbledon,Grass,128,G,O,19080601,24,113574,,,Walter Cecil Crawley,,,GBR,28.172,114166,,,Henry Wilson Fox,,,GBR,44.786,6-0 6-2 6-0,5,R64,,,,,,,,,,,,,,,,,,,,,,,
1908-540,Wimbledon,Grass,128,G,O,19080601,25,114190,,,Albert Davis Prebble,,,GBR,34.606,114191,,,Peter Hicks,,,GBR,,6-3 6-8 6-3 0-6 6-1,5,R64,,,,,,,,,,,,,,,,,,,,,,,
1908-540,Wimbledon,Grass,128,G,O,19080601,26,113622,,,George Alan Thomas,,,GBR,26.962,113638,,,John Mason Flavelle,,,GBR,45.240,6-2 6-0 4-6 6-3,5,R64,,,,,,,,,,,,,,,,,,,,,,,
1908-540,Wimbledon,Grass,128,G,O,19080601,27,113628,,,Major Josiah George Ritchie,,,GBR,37.618,114192,,,Victor Reginald Gauntlett,,,RSA,24.413,6-3 1-6 6-2 6-4,5,R64,,,,,,,,,,,,,,,,,,,,,,,
1908-540,Wimbledon,Grass,128,G,O,19080601,28,114193,,,Conway William Blackwood Price,,,GBR,35.841,113764,,,Sydney J Watts,,,GBR,,6-1 3-6 7-5 6-4,5,R64,,,,,,,,,,,,,,,,,,,,,,,
1908-540,Wimbledon,Grass,128,G,O,19080601,29,114194,,,Td Stoward,,,GBR,,114195,,,Douglas W Kitching,,,GBR,,6-2 2-6 5-7 6-4 6-0,5,R64,,,,,,,,,,,,,,,,,,,,,,,
1908-540,Wimbledon,Grass,128,G,O,19080601,30,114196,,,Wilberforce Vaughan Eaves,,,GBR,40.474,114197,,,E Yatman,,,GBR,,6-1 6-1 6-3,5,R64,,,,,,,,,,,,,,,,,,,,,,,
1908-540,Wimbledon,Grass,128,G,O,19080601,31,113566,,,Theodore Michel Mavrogordato,,,GBR,24.835,114198,,,Charles Richard Delabere Pritchett,,,GBR,33.117,6-1 6-2 6-2,5,R64,,,,,,,,,,,,,,,,,,,,,,,
1908-540,Wimbledon,Grass,128,G,O,19080601,32,111832,,,Tony Wilding,,,NZL,24.583,113913,,,Oscar Kreuzer,,,GER,20.964,3-6 6-0 6-2 7-5,5,R64,,,,,,,,,,,,,,,,,,,,,,,
1908-540,Wimbledon,Grass,128,G,O,19080601,33,113634,,,E Morris Hall,,,GBR,,114199,,,Dunstan P Rhodes,,,GBR,,6-3 6-3 5-7 6-3,5,R64,,,,,,,,,,,,,,,,,,,,,,,
1908-540,Wimbledon,Grass,128,G,O,19080601,34,114200,,,Frank M Pearson,,,GBR,,112134,,,Alfred Ernest Beamish,,,GBR,28.819,9-11 6-1 3-6 6-4 6-3,5,R64,,,,,,,,,,,,,,,,,,,,,,,
1908-540,Wimbledon,Grass,128,G,O,19080601,35,114201,,,Maurice Germot,,,FRA,25.536,112249,,,Francis Gordon Lowe,,,GBR,23.943,W/O,5,R64,,,,,,,,,,,,,,,,,,,,,,,
1908-540,Wimbledon,Grass,128,G,O,19080601,36,112143,,,Arthur Holden Lowe,,,GBR,22.335,114202,,,Wg Milburn,,,GBR,,6-2 4-6 4-6 8-6 6-1,5,R64,,,,,,,,,,,,,,,,,,,,,,,
1908-540,Wimbledon,Grass,128,G,O,19080601,37,113668,,,Herbert Roper Barrett,,,GBR,34.516,114203,,,Ws Andrews,,,GBR,,6-3 6-2 6-4,5,R64,,,,,,,,,,,,,,,,,,,,,,,
1908-540,Wimbledon,Grass,128,G,O,19080601,38,114204,,,Otway G Toler,,,IRL,,114205,,,An Other,,,GBR,,W/O,5,R64,,,,,,,,,,,,,,,,,,,,,,,
1908-540,Wimbledon,Grass,128,G,O,19080601,39,114169,,,Wylie Cameron Grant,,,USA,28.517,113694,,,Cs Gordon Smith,,,GBR,,4-6 6-3 7-5 6-2,5,R32,,,,,,,,,,,,,,,,,,,,,,,
1908-540,Wimbledon,Grass,128,G,O,19080601,40,114172,,,Willie Lemaire De Warze,,,BEL,,114170,,,Frank H Pearce,,,GBR,,6-3 6-3 6-2,5,R32,,,,,,,,,,,,,,,,,,,,,,,
1908-540,Wimbledon,Grass,128,G,O,19080601,41,114174,,,George Courtenay Ball Greene,,,IRL,37.514,113923,,,Friedrich Wilhelm Rahe,,,GER,20.123,6-2 9-7 6-1,5,R32,,,,,,,,,,,,,,,,,,,,,,,
1908-540,Wimbledon,Grass,128,G,O,19080601,42,114175,,,Robert Branks Powell,,,CAN,27.162,114177,,,Charles Arthur Orpen Tuckey,,,GBR,32.769,6-1 6-2 6-2,5,R32,,,,,,,,,,,,,,,,,,,,,,,
1908-540,Wimbledon,Grass,128,G,O,19080601,43,112246,,,Charles Percy Dixon,,,GBR,35.310,114180,,,Jack Ridding,,,GBR,,6-3 6-2 6-3,5,R32,,,,,,,,,,,,,,,,,,,,,,,
1908-540,Wimbledon,Grass,128,G,O,19080601,44,114182,,,George Aristides Caridia Karidias,,,GBR,39.274,114184,,,Captain Foulkes,,,CAN,,6-1 6-2 6-1,5,R32,,,,,,,,,,,,,,,,,,,,,,,
1908-540,Wimbledon,Grass,128,G,O,19080601,45,113585,,,Wentworth Gore,,,GBR,40.411,114186,,,John R Richardson,,,RSA,33.580,6-2 6-4 6-0,5,R32,,,,,,,,,,,,,,,,,,,,,,,
1908-540,Wimbledon,Grass,128,G,O,19080601,46,114189,,,Kenneth Powell,,,GBR,23.146,113608,,,Roderick James Mcnair,,,GBR,37.514,6-1 7-5 6-4,5,R32,,,,,,,,,,,,,,,,,,,,,,,
1908-540,Wimbledon,Grass,128,G,O,19080601,47,113574,,,Walter Cecil Crawley,,,GBR,28.172,114163,,,Henry Pollard,,,GBR,,1-6 6-4 6-1 6-1,5,R32,,,,,,,,,,,,,,,,,,,,,,,
1908-540,Wimbledon,Grass,128,G,O,19080601,48,113622,,,George Alan Thomas,,,GBR,26.962,114190,,,Albert Davis Prebble,,,GBR,34.606,W/O,5,R32,,,,,,,,,,,,,,,,,,,,,,,
1908-540,Wimbledon,Grass,128,G,O,19080601,49,113628,,,Major Josiah George Ritchie,,,GBR,37.618,114193,,,Conway William Blackwood Price,,,GBR,35.841,6-2 6-0 6-2,5,R32,,,,,,,,,,,,,,,,,,,,,,,
1908-540,Wimbledon,Grass,128,G,O,19080601,50,114196,,,Wilberforce Vaughan Eaves,,,GBR,40.474,114194,,,Td Stoward,,,GBR,,6-1 6-2 8-6,5,R32,,,,,,,,,,,,,,,,,,,,,,,
1908-540,Wimbledon,Grass,128,G,O,19080601,51,111832,,,Tony Wilding,,,NZL,24.583,113566,,,Theodore Michel Mavrogordato,,,GBR,24.835,6-0 6-3 6-3,5,R32,,,,,,,,,,,,,,,,,,,,,,,
1908-540,Wimbledon,Grass,128,G,O,19080601,52,114200,,,Frank M Pearson,,,GBR,,113634,,,E Morris Hall,,,GBR,,6-1 6-4 6-2,5,R32,,,,,,,,,,,,,,,,,,,,,,,
1908-540,Wimbledon,Grass,128,G,O,19080601,53,112143,,,Arthur Holden Lowe,,,GBR,22.335,114201,,,Maurice Germot,,,FRA,25.536,W/O,5,R32,,,,,,,,,,,,,,,,,,,,,,,
1908-540,Wimbledon,Grass,128,G,O,19080601,54,113668,,,Herbert Roper Barrett,,,GBR,34.516,114204,,,Otway G Toler,,,IRL,,6-0 6-0 6-1,5,R32,,,,,,,,,,,,,,,,,,,,,,,
1908-540,Wimbledon,Grass,128,G,O,19080601,55,114172,,,Willie Lemaire De Warze,,,BEL,,114169,,,Wylie Cameron Grant,,,USA,28.517,3-6 4-6 6-4 6-2 6-2,5,R16,,,,,,,,,,,,,,,,,,,,,,,
1908-540,Wimbledon,Grass,128,G,O,19080601,56,114175,,,Robert Branks Powell,,,CAN,27.162,114174,,,George Courtenay Ball Greene,,,IRL,37.514,6-3 8-6 RET,5,R16,,,,,,,,,,,,,,,,,,,,,,,
1908-540,Wimbledon,Grass,128,G,O,19080601,57,112246,,,Charles Percy Dixon,,,GBR,35.310,114182,,,George Aristides Caridia Karidias,,,GBR,39.274,1-6 6-3 6-3 6-3,5,R16,,,,,,,,,,,,,,,,,,,,,,,
1908-540,Wimbledon,Grass,128,G,O,19080601,58,113585,,,Wentworth Gore,,,GBR,40.411,114189,,,Kenneth Powell,,,GBR,23.146,6-2 9-7 7-5,5,R16,,,,,,,,,,,,,,,,,,,,,,,
1908-540,Wimbledon,Grass,128,G,O,19080601,59,113574,,,Walter Cecil Crawley,,,GBR,28.172,113622,,,George Alan Thomas,,,GBR,26.962,6-1 6-4 6-1,5,R16,,,,,,,,,,,,,,,,,,,,,,,
1908-540,Wimbledon,Grass,128,G,O,19080601,60,113628,,,Major Josiah George Ritchie,,,GBR,37.618,114196,,,Wilberforce Vaughan Eaves,,,GBR,40.474,7-5 6-3 3-1 RET,5,R16,,,,,,,,,,,,,,,,,,,,,,,
1908-540,Wimbledon,Grass,128,G,O,19080601,61,111832,,,Tony Wilding,,,NZL,24.583,114200,,,Frank M Pearson,,,GBR,,6-1 6-1 6-1,5,R16,,,,,,,,,,,,,,,,,,,,,,,
1908-540,Wimbledon,Grass,128,G,O,19080601,62,113668,,,Herbert Roper Barrett,,,GBR,34.516,112143,,,Arthur Holden Lowe,,,GBR,22.335,9-7 6-1 6-3,5,R16,,,,,,,,,,,,,,,,,,,,,,,
1908-540,Wimbledon,Grass,128,G,O,19080601,63,114175,,,Robert Branks Powell,,,CAN,27.162,114172,,,Willie Lemaire De Warze,,,BEL,,6-4 8-6 6-4,5,QF,,,,,,,,,,,,,,,,,,,,,,,
1908-540,Wimbledon,Grass,128,G,O,19080601,64,113585,,,Wentworth Gore,,,GBR,40.411,112246,,,Charles Percy Dixon,,,GBR,35.310,10-8 6-3 3-6 6-0,5,QF,,,,,,,,,,,,,,,,,,,,,,,
1908-540,Wimbledon,Grass,128,G,O,19080601,65,113628,,,Major Josiah George Ritchie,,,GBR,37.618,113574,,,Walter Cecil Crawley,,,GBR,28.172,6-1 6-3 6-2,5,QF,,,,,,,,,,,,,,,,,,,,,,,
1908-540,Wimbledon,Grass,128,G,O,19080601,66,113668,,,Herbert Roper Barrett,,,GBR,34.516,111832,,,Tony Wilding,,,NZL,24.583,2-6 64 6-4 6-0,5,QF,,,,,,,,,,,,,,,,,,,,,,,
1908-540,Wimbledon,Grass,128,G,O,19080601,67,113585,,,Wentworth Gore,,,GBR,40.411,114175,,,Robert Branks Powell,,,CAN,27.162,10-8 6-4 6-2,5,SF,,,,,,,,,,,,,,,,,,,,,,,
1908-540,Wimbledon,Grass,128,G,O,19080601,68,113668,,,Herbert Roper Barrett,,,GBR,34.516,113628,,,Major Josiah George Ritchie,,,GBR,37.618,6-3 6-1 3-6 6-1,5,SF,,,,,,,,,,,,,,,,,,,,,,,
1908-540,Wimbledon,Grass,128,G,O,19080601,69,113585,,,Wentworth Gore,,,GBR,40.411,113668,,,Herbert Roper Barrett,,,GBR,34.516,6-3 6-2 4-6 3-6 6-4,5,F,,,,,,,,,,,,,,,,,,,,,,,
1908-540,Wimbledon,Grass,128,G,O,19080601,70,113585,,,Wentworth Gore,,,GBR,40.411,112228,,,Norman Everard Brookes,,,AUS,30.543,W/O,5,CR,,,,,,,,,,,,,,,,,,,,,,,
1908-560,US Open,Grass,R,G,O,19080801,1,115639,,,James S Cushman,,,USA,,115640,,,Eugene Hale,,,USA,,W/O,5,PR,,,,,,,,,,,,,,,,,,,,,,,
1908-560,US Open,Grass,R,G,O,19080801,2,114329,,,William Jackson Clothier,,,USA,26.842,114245,,,Raymond Demerest Little,,,USA,28.569,6-2 6-2 6-3,5,PR,,,,,,,,,,,,,,,,,,,,,,,
1908-560,US Open,Grass,R,G,O,19080801,3,115184,,,Irving Christian Wright,,,USA,26.218,115641,,,He Thomas,,,USA,,6-1 6-1 6-1,5,PR,,,,,,,,,,,,,,,,,,,,,,,
1908-560,US Open,Grass,R,G,O,19080801,4,115217,,,Nathaniel William Niles,,,USA,22.045,115642,,,Sp Fahnstock,,,USA,,6-0 6-2 6-0,5,PR,,,,,,,,,,,,,,,,,,,,,,,
1908-560,US Open,Grass,R,G,O,19080801,5,115643,,,Le Parrish,,,USA,,115644,,,Tw Potter,,,USA,,W/O,5,PR,,,,,,,,,,,,,,,,,,,,,,,
1908-560,US Open,Grass,R,G,O,19080801,6,115645,,,Jo Ames,,,USA,,115646,,,Psp Randolph Jr,,,USA,,6-0 6-3 6-0,5,PR,,,,,,,,,,,,,,,,,,,,,,,
1908-560,US Open,Grass,R,G,O,19080801,7,112825,,,Craig Biddle,,,USA,28.769,114584,,,Deane Miller,,,USA,42.387,W/O,5,PR,,,,,,,,,,,,,,,,,,,,,,,
1908-560,US Open,Grass,R,G,O,19080801,8,115647,,,Wm Davison Jr,,,USA,,115648,,,Ht Peters,,,USA,,W/O,5,PR,,,,,,,,,,,,,,,,,,,,,,,
1908-560,US Open,Grass,R,G,O,19080801,9,115649,,,Al Sands,,,USA,,115650,,,Fb Hoffman,,,USA,,6-0 6-3 6-1,5,PR,,,,,,,,,,,,,,,,,,,,,,,
1908-560,US Open,Grass,R,G,O,19080801,10,115651,,,Jas Colston,,,USA,,115652,,,Thomas C Trask,,,USA,,W/O,5,PR,,,,,,,,,,,,,,,,,,,,,,,
1908-560,US Open,Grass,R,G,O,19080801,11,115653,,,Es Blair,,,USA,,115654,,,George A Phelps,,,USA,,8-6 8-6 7-9 5-7 7-5,5,PR,,,,,,,,,,,,,,,,,,,,,,,
1908-560,US Open,Grass,R,G,O,19080801,12,115655,,,Nat Emerson,,,USA,33.832,115656,,,Lydig Hoyt,,,USA,,W/O,5,PR,,,,,,,,,,,,,,,,,,,,,,,
1908-560,US Open,Grass,R,G,O,19080801,13,113630,,,Frederick C Inman,,,USA,27.149,115657,,,Ws Temis,,,USA,,W/O,5,PR,,,,,,,,,,,,,,,,,,,,,,,
1908-560,US Open,Grass,R,G,O,19080801,14,115658,,,Rr Livingston,,,USA,,115659,,,C Gilbert Plimpton,,,USA,,W/O,5,PR,,,,,,,,,,,,,,,,,,,,,,,
1908-560,US Open,Grass,R,G,O,19080801,15,115258,,,Charles M Bull Jr,,,USA,26.489,115660,,,Philip Lydig,,,USA,,W/O,5,PR,,,,,,,,,,,,,,,,,,,,,,,
1908-560,US Open,Grass,R,G,O,19080801,16,115661,,,Edward H Whitney,,,USA,,115662,,,Donaldson Nickles,,,USA,,6-4 6-0 6-3,5,PR,,,,,,,,,,,,,,,,,,,,,,,
1908-560,US Open,Grass,R,G,O,19080801,17,115663,,,Fl Day,,,USA,,115664,,,Gh Frank,,,USA,,10-8 6-2 6-1,5,PR,,,,,,,,,,,,,,,,,,,,,,,
1908-560,US Open,Grass,R,G,O,19080801,18,115665,,,Re Wigham,,,USA,,115666,,,Roderick Terry Jr,,,USA,,W/O,5,R128,,,,,,,,,,,,,,,,,,,,,,,
1908-560,US Open,Grass,R,G,O,19080801,19,115667,,,Se Hinckley,,,USA,,115668,,,W Odonnell Iselin,,,USA,,6-0 6-1 6-0,5,R128,,,,,,,,,,,,,,,,,,,,,,,
1908-560,US Open,Grass,R,G,O,19080801,20,115669,,,Tk Miller Jr,,,USA,,115670,,,Goelet Gallatin,,,USA,,W/O,5,R128,,,,,,,,,,,,,,,,,,,,,,,
1908-560,US Open,Grass,R,G,O,19080801,21,113750,,,Dean Mathey,,,USA,17.687,115230,,,Walter L Pate,,,USA,,6-2 6-0 6-2,5,R128,,,,,,,,,,,,,,,,,,,,,,,
