tourney_id,tourney_name,surface,draw_size,tourney_level,indoor,tourney_date,match_num,winner_id,winner_seed,winner_entry,winner_name,winner_hand,winner_ht,winner_ioc,winner_age,loser_id,loser_seed,loser_entry,loser_name,loser_hand,loser_ht,loser_ioc,loser_age,score,best_of,round,minutes,w_ace,w_df,w_svpt,w_1stIn,w_1stWon,w_2ndWon,w_SvGms,w_bpSaved,w_bpFaced,l_ace,l_df,l_svpt,l_1stIn,l_1stWon,l_2ndWon,l_SvGms,l_bpSaved,l_bpFaced,winner_rank,winner_rank_points,loser_rank,loser_rank_points
1877-540,Wimbledon,Grass,32,G,O,18770709,1,113987,,,Spencer William Gore,,,GBR,27.332,114009,,,Ht Gilson,,,GBR,,6-2 6-0 6-3,5,R32,,,,,,,,,,,,,,,,,,,,,,,
1877-540,Wimbledon,Grass,32,G,O,18770709,2,114146,,,Montague Hankey,,,GBR,36.895,113977,,,Robert Dalby Dalby,,,GBR,,6-4 6-2 3-6 6-2,5,R32,,,,,,,,,,,,,,,,,,,,,,,
1877-540,Wimbledon,Grass,32,G,O,18770709,3,114147,,,John Baker,,,GBR,,114148,,,Jw Trist,,,GBR,,6-1 6-4 6-0,5,R32,,,,,,,,,,,,,,,,,,,,,,,
1877-540,Wimbledon,Grass,32,G,O,18770709,4,114149,,,Francis Nathaniel Langham,,,GBR,36.082,114150,,,Charles Francis Buller,,,GBR,31.121,W/O,5,R32,,,,,,,,,,,,,,,,,,,,,,,
1877-540,Wimbledon,Grass,32,G,O,18770709,5,113953,,,Lestocq Robert Erskine,,,GBR,19.838,114151,,,E Wheeler,,,GBR,,6-2 6-5 6-2,5,R32,,,,,,,,,,,,,,,,,,,,,,,
1877-540,Wimbledon,Grass,32,G,O,18770709,6,114152,,,J Lambert,,,GBR,,114153,,,Hc Soden,,,GBR,,6-1 6-5 6-5,5,R32,,,,,,,,,,,,,,,,,,,,,,,
1877-540,Wimbledon,Grass,32,G,O,18770709,7,114154,,,Bayly Nash Akroyd,,,GBR,27.201,114155,,,G Nicol,,,GBR,,6-0 6-0 6-4,5,R32,,,,,,,,,,,,,,,,,,,,,,,
1877-540,Wimbledon,Grass,32,G,O,18770709,8,113999,,,William Cecil Marshall,,,GBR,28.194,114156,,,Fd Jackson,,,GBR,,6-3 6-5 6-0,5,R32,,,,,,,,,,,,,,,,,,,,,,,
1877-540,Wimbledon,Grass,32,G,O,18770709,9,113976,,,Frederick William Oliver,,,GBR,41.511,114157,,,Major Battye,,,GBR,,6-1 6-1 6-1,5,R32,,,,,,,,,,,,,,,,,,,,,,,
1877-540,Wimbledon,Grass,32,G,O,18770709,10,114158,,,Julian Marshall,,,GBR,41.040,113969,,,Capt Grimston,,,GBR,,3-6 1-6 6-2 6-3 6-3,5,R32,,,,,,,,,,,,,,,,,,,,,,,
1877-540,Wimbledon,Grass,32,G,O,18770709,11,113963,,,Charles Gilbert Heathcote,,,GBR,36.353,113982,,,Geoffrey Fowell Buxton,,,GBR,25.049,6-0 6-2 6-3,5,R32,,,,,,,,,,,,,,,,,,,,,,,
1877-540,Wimbledon,Grass,32,G,O,18770709,12,113987,,,Spencer William Gore,,,GBR,27.332,114146,,,Montague Hankey,,,GBR,36.895,6-4 4-6 6-2 6-1,5,R16,,,,,,,,,,,,,,,,,,,,,,,
1877-540,Wimbledon,Grass,32,G,O,18770709,13,114149,,,Francis Nathaniel Langham,,,GBR,36.082,114147,,,John Baker,,,GBR,,6-3 4-6 6-0 6-5,5,R16,,,,,,,,,,,,,,,,,,,,,,,
1877-540,Wimbledon,Grass,32,G,O,18770709,14,113953,,,Lestocq Robert Erskine,,,GBR,19.838,114152,,,J Lambert,,,GBR,,6-2 6-1 RET,5,R16,,,,,,,,,,,,,,,,,,,,,,,
1877-540,Wimbledon,Grass,32,G,O,18770709,15,113999,,,William Cecil Marshall,,,GBR,28.194,114154,,,Bayly Nash Akroyd,,,GBR,27.201,6-4 6-2 6-2,5,R16,,,,,,,,,,,,,,,,,,,,,,,
1877-540,Wimbledon,Grass,32,G,O,18770709,16,114158,,,Julian Marshall,,,GBR,41.040,113976,,,Frederick William Oliver,,,GBR,41.511,4-6 6-5 6-1 4-6 6-3,5,R16,,,,,,,,,,,,,,,,,,,,,,,
1877-540,Wimbledon,Grass,32,G,O,18770709,17,113999,,,William Cecil Marshall,,,GBR,28.194,113953,,,Lestocq Robert Erskine,,,GBR,19.838,6-5 5-6 6-4 6-1,5,QF,,,,,,,,,,,,,,,,,,,,,,,
1877-540,Wimbledon,Grass,32,G,O,18770709,18,113963,,,Charles Gilbert Heathcote,,,GBR,36.353,114158,,,Julian Marshall,,,GBR,41.040,6-3 6-3 6-5,5,QF,,,,,,,,,,,,,,,,,,,,,,,
1877-540,Wimbledon,Grass,32,G,O,18770709,19,113987,,,Spencer William Gore,,,GBR,27.332,114149,,,Francis Nathaniel Langham,,,GBR,36.082,6-3 6-2 5-6 6-1,5,QF,,,,,,,,,,,,,,,,,,,,,,,
1877-540,Wimbledon,Grass,32,G,O,18770709,20,113987,,,Spencer William Gore,,,GBR,27.332,113963,,,Charles Gilbert Heathcote,,,GBR,36.353,6-2 6-5 6-2,5,SF,,,,,,,,,,,,,,,,,,,,,,,
1877-540,Wimbledon,Grass,32,G,O,18770709,21,113987,,,Spencer William Gore,,,GBR,27.332,113999,,,William Cecil Marshall,,,GBR,28.194,6-1 6-2 6-4,5,F,,,,,,,,,,,,,,,,,,,,,,,
1878-540,Wimbledon,Grass,64,G,O,18780708,1,113953,,,Lestocq Robert Erskine,,,GBR,20.835,113954,,,Aw Nicholson,,,GBR,,6-1 6-1 6-3,5,R64,,,,,,,,,,,,,,,,,,,,,,,
1878-540,Wimbledon,Grass,64,G,O,18780708,2,113955,,,Fw Porter,,,GBR,,113956,,,E Bates,,,GBR,,6-0 3-6 6-0 3-6 6-3,5,R64,,,,,,,,,,,,,,,,,,,,,,,
1878-540,Wimbledon,Grass,64,G,O,18780708,3,113957,,,Seton Montolieu Montgomerie,,,GBR,32.148,113958,,,Alexander William Crichton,,,GBR,36.126,6-2 6-2 6-1,5,R64,,,,,,,,,,,,,,,,,,,,,,,
1878-540,Wimbledon,Grass,64,G,O,18780708,4,113959,,,George Arnulph Montgomerie,,,GBR,30.371,113960,,,George Ernest Tabor,,,GBR,22.560,5-6 6-2 2-6 6-5 6-5,5,R64,,,,,,,,,,,,,,,,,,,,,,,
1878-540,Wimbledon,Grass,64,G,O,18780708,5,113961,,,Charles Gipps Hamilton,,,GBR,21.029,113962,,,F Pollock,,,GBR,,6-1 6-1 6-3,5,R64,,,,,,,,,,,,,,,,,,,,,,,
1878-540,Wimbledon,Grass,64,G,O,18780708,6,113963,,,Charles Gilbert Heathcote,,,GBR,37.350,113964,,,H Wheeler,,,GBR,,6-4 6-2 6-0,5,R64,,,,,,,,,,,,,,,,,,,,,,,
1878-540,Wimbledon,Grass,64,G,O,18780708,7,113965,,,Edmond Bennet Brackenbury,,,GBR,34.612,113966,,,Gwynne James,,,GBR,,6-1 2-6 6-0 6-0,5,R64,,,,,,,,,,,,,,,,,,,,,,,
1878-540,Wimbledon,Grass,64,G,O,18780708,8,113967,,,Herbert Fortescue Lawford,,,GBR,27.149,113968,,,A Keyser,,,GBR,,W/O,5,R64,,,,,,,,,,,,,,,,,,,,,,,
1878-540,Wimbledon,Grass,64,G,O,18780708,9,113969,,,Capt Grimston,,,GBR,,113970,,,J Cunningham,,,GBR,,6-3 6-2 6-0,5,R64,,,,,,,,,,,,,,,,,,,,,,,
1878-540,Wimbledon,Grass,64,G,O,18780708,10,113971,,,Er Seymour,,,GBR,,113972,,,Hs Cotton,,,GBR,,6-1 6-1 RET,5,R64,,,,,,,,,,,,,,,,,,,,,,,
1878-540,Wimbledon,Grass,64,G,O,18780708,11,113973,,,Arthur Sydney Tabor,,,GBR,25.659,113974,,,C Wallis,,,GBR,,6-0 6-0 6-0,5,R64,,,,,,,,,,,,,,,,,,,,,,,
1878-540,Wimbledon,Grass,64,G,O,18780708,12,113975,,,Frank Hadow,,,GBR,23.513,113976,,,Frederick William Oliver,,,GBR,42.508,6-2 6-1 6-3,5,R64,,,,,,,,,,,,,,,,,,,,,,,
1878-540,Wimbledon,Grass,64,G,O,18780708,13,113977,,,Robert Dalby Dalby,,,GBR,,113978,,,Beckwith Smith,,,GBR,,6-2 6-3 6-3,5,R64,,,,,,,,,,,,,,,,,,,,,,,
1878-540,Wimbledon,Grass,64,G,O,18780708,14,113979,,,Ac Brown,,,GBR,,113980,,,Fm Ashley,,,GBR,,6-0 6-0 6-0,5,R64,,,,,,,,,,,,,,,,,,,,,,,
1878-540,Wimbledon,Grass,64,G,O,18780708,15,113981,,,Arthur Thomas Myers,,,GBR,27.228,113982,,,Geoffrey Fowell Buxton,,,GBR,26.045,6-5 6-4 6-0,5,R64,,,,,,,,,,,,,,,,,,,,,,,
1878-540,Wimbledon,Grass,64,G,O,18780708,16,113983,,,Alexander Astell Hadow,,,GBR,25.101,113984,,,C Ewbank,,,GBR,,5-6 6-1 6-1 6-2,5,R64,,,,,,,,,,,,,,,,,,,,,,,
1878-540,Wimbledon,Grass,64,G,O,18780708,17,113985,,,Mr Clapham,,,GBR,,113986,,,Mr Crum,,,GBR,,,5,R64,,,,,,,,,,,,,,,,,,,,,,,
1878-540,Wimbledon,Grass,64,G,O,18780708,18,113955,,,Fw Porter,,,GBR,,113957,,,Seton Montolieu Montgomerie,,,GBR,32.148,5-6 6-5 3-6 6-2 6-1,5,R32,,,,,,,,,,,,,,,,,,,,,,,
1878-540,Wimbledon,Grass,64,G,O,18780708,19,113961,,,Charles Gipps Hamilton,,,GBR,21.029,113959,,,George Arnulph Montgomerie,,,GBR,30.371,5-6 6-4 6-5 6-3,5,R32,,,,,,,,,,,,,,,,,,,,,,,
1878-540,Wimbledon,Grass,64,G,O,18780708,20,113965,,,Edmond Bennet Brackenbury,,,GBR,34.612,113963,,,Charles Gilbert Heathcote,,,GBR,37.350,6-4 6-2 4-6 4-6 6-5,5,R32,,,,,,,,,,,,,,,,,,,,,,,
1878-540,Wimbledon,Grass,64,G,O,18780708,21,113967,,,Herbert Fortescue Lawford,,,GBR,27.149,113969,,,Capt Grimston,,,GBR,,5-6 6-4 6-4 6-5,5,R32,,,,,,,,,,,,,,,,,,,,,,,
1878-540,Wimbledon,Grass,64,G,O,18780708,22,113975,,,Frank Hadow,,,GBR,23.513,113973,,,Arthur Sydney Tabor,,,GBR,25.659,6-2 6-1 6-1,5,R32,,,,,,,,,,,,,,,,,,,,,,,
1878-540,Wimbledon,Grass,64,G,O,18780708,23,113979,,,Ac Brown,,,GBR,,113977,,,Robert Dalby Dalby,,,GBR,,6-1 6-1 6-1,5,R32,,,,,,,,,,,,,,,,,,,,,,,
1878-540,Wimbledon,Grass,64,G,O,18780708,24,113981,,,Arthur Thomas Myers,,,GBR,27.228,113983,,,Alexander Astell Hadow,,,GBR,25.101,6-1 0-6 6-4 1-6 6-2,5,R32,,,,,,,,,,,,,,,,,,,,,,,
1878-540,Wimbledon,Grass,64,G,O,18780708,25,113953,,,Lestocq Robert Erskine,,,GBR,20.835,113985,,,Mr Clapham,,,GBR,,W/O,5,R32,,,,,,,,,,,,,,,,,,,,,,,
1878-540,Wimbledon,Grass,64,G,O,18780708,26,113961,,,Charles Gipps Hamilton,,,GBR,21.029,113965,,,Edmond Bennet Brackenbury,,,GBR,34.612,6-0 6-2 6-2,5,R16,,,,,,,,,,,,,,,,,,,,,,,
1878-540,Wimbledon,Grass,64,G,O,18780708,27,113967,,,Herbert Fortescue Lawford,,,GBR,27.149,113971,,,Er Seymour,,,GBR,,6-5 5-6 6-5 6-4,5,R16,,,,,,,,,,,,,,,,,,,,,,,
1878-540,Wimbledon,Grass,64,G,O,18780708,28,113975,,,Frank Hadow,,,GBR,23.513,113979,,,Ac Brown,,,GBR,,6-2 6-3 6-0,5,R16,,,,,,,,,,,,,,,,,,,,,,,
1878-540,Wimbledon,Grass,64,G,O,18780708,29,113953,,,Lestocq Robert Erskine,,,GBR,20.835,113955,,,Fw Porter,,,GBR,,6-1 6-3 5-6 6-1,5,R16,,,,,,,,,,,,,,,,,,,,,,,
1878-540,Wimbledon,Grass,64,G,O,18780708,30,113975,,,Frank Hadow,,,GBR,23.513,113981,,,Arthur Thomas Myers,,,GBR,27.228,6-0 6-4 6-3,5,QF,,,,,,,,,,,,,,,,,,,,,,,
1878-540,Wimbledon,Grass,64,G,O,18780708,31,113953,,,Lestocq Robert Erskine,,,GBR,20.835,113961,,,Charles Gipps Hamilton,,,GBR,21.029,6-4 3-6 6-1 3-6 6-5,5,QF,,,,,,,,,,,,,,,,,,,,,,,
1878-540,Wimbledon,Grass,64,G,O,18780708,32,113953,,,Lestocq Robert Erskine,,,GBR,20.835,113967,,,Herbert Fortescue Lawford,,,GBR,27.149,6-3 6-1 6-3,5,SF,,,,,,,,,,,,,,,,,,,,,,,
1878-540,Wimbledon,Grass,64,G,O,18780708,33,113975,,,Frank Hadow,,,GBR,23.513,113953,,,Lestocq Robert Erskine,,,GBR,20.835,6-4 6-4 6-4,5,F,,,,,,,,,,,,,,,,,,,,,,,
1878-540,Wimbledon,Grass,64,G,O,18780708,34,113975,,,Frank Hadow,,,GBR,23.513,113987,,,Spencer William Gore,,,GBR,28.329,7-5 6-1 9-7,5,CR,,,,,,,,,,,,,,,,,,,,,,,
1879-540,Wimbledon,Grass,64,G,O,18790707,1,113988,,,Cl Stephen,,,GBR,,113989,,,Ha Taylor,,,GBR,,W/O,5,R64,,,,,,,,,,,,,,,,,,,,,,,
1879-540,Wimbledon,Grass,64,G,O,18790707,2,113963,,,Charles Gilbert Heathcote,,,GBR,38.346,113990,,,Cj Coventry,,,GBR,,6-2 4-6 6-3 5-6 6-5,5,R64,,,,,,,,,,,,,,,,,,,,,,,
1879-540,Wimbledon,Grass,64,G,O,18790707,3,113991,,,Victor Alexander Brooke,,,IRL,36.501,113992,,,Ernest Renshaw,,,GBR,18.505,W/O,5,R64,,,,,,,,,,,,,,,,,,,,,,,
1879-540,Wimbledon,Grass,64,G,O,18790707,4,113993,,,Bt Cotton,,,GBR,,113994,,,Alfred Schacht,,,GBR,,6-1 3-6 6-1 6-4,5,R64,,,,,,,,,,,,,,,,,,,,,,,
1879-540,Wimbledon,Grass,64,G,O,18790707,5,113995,,,John Thorneycroft Hartley,,,GBR,30.489,113996,,,Charles John Cole,,,GBR,,6-0 6-0 6-3,5,R64,,,,,,,,,,,,,,,,,,,,,,,
1879-540,Wimbledon,Grass,64,G,O,18790707,6,113953,,,Lestocq Robert Erskine,,,GBR,21.832,113955,,,Fw Porter,,,GBR,,6-0 6-1 6-1,5,R64,,,,,,,,,,,,,,,,,,,,,,,
1879-540,Wimbledon,Grass,64,G,O,18790707,7,113997,,,Gh Cartland,,,GBR,,113998,,,Henry Lyle Mulholland,,,GBR,,6-2 2-6 6-3 1-6 6-4,5,R64,,,,,,,,,,,,,,,,,,,,,,,
1879-540,Wimbledon,Grass,64,G,O,18790707,8,113999,,,William Cecil Marshall,,,GBR,30.188,114000,,,Ah Cochran,,,GBR,,6-1 6-2 6-2,5,R64,,,,,,,,,,,,,,,,,,,,,,,
1879-540,Wimbledon,Grass,64,G,O,18790707,9,114001,,,Cecil Francis Parr,,,GBR,31.929,113959,,,George Arnulph Montgomerie,,,GBR,31.368,6-3 3-6 6-4 3-6 6-3,5,R64,,,,,,,,,,,,,,,,,,,,,,,
1879-540,Wimbledon,Grass,64,G,O,18790707,10,114002,,,Hubert James Medlycott,,,GBR,37.574,114003,,,Edward Ballachey Hill,,,GBR,29.336,6-1 6-0 4-6 6-1,5,R64,,,,,,,,,,,,,,,,,,,,,,,
1879-540,Wimbledon,Grass,64,G,O,18790707,11,114004,,,Edward North Buxton,,,GBR,38.845,114005,,,Capt Belson,,,GBR,,6-1 6-5 6-2,5,R64,,,,,,,,,,,,,,,,,,,,,,,
1879-540,Wimbledon,Grass,64,G,O,18790707,12,114006,,,T Hoare,,,GBR,,114007,,,Wf Adams,,,GBR,,6-5 6-1 6-5,5,R64,,,,,,,,,,,,,,,,,,,,,,,
1879-540,Wimbledon,Grass,64,G,O,18790707,13,114008,,,Arthur Basil Brooke,,,IRL,,114009,,,Ht Gilson,,,GBR,,6-5 6-2 1-6 6-4,5,R64,,,,,,,,,,,,,,,,,,,,,,,
1879-540,Wimbledon,Grass,64,G,O,18790707,14,113981,,,Arthur Thomas Myers,,,GBR,28.225,114010,,,William Francis Wells Cole,,,GBR,20.208,6-2 3-6 6-5 6-5,5,R64,,,,,,,,,,,,,,,,,,,,,,,
1879-540,Wimbledon,Grass,64,G,O,18790707,15,114011,,,Charles David Barry,,,IRL,,114012,,,R Barrington,,,GBR,,6-0 6-1 6-1,5,R64,,,,,,,,,,,,,,,,,,,,,,,
1879-540,Wimbledon,Grass,64,G,O,18790707,16,114013,,,Gg Arbuthnot,,,GBR,,114014,,,Otway Edward Woodhouse,,,GBR,23.710,6-2 4-6 6-1 6-2,5,R64,,,,,,,,,,,,,,,,,,,,,,,
1879-540,Wimbledon,Grass,64,G,O,18790707,17,113960,,,George Ernest Tabor,,,GBR,23.556,114015,,,William Charles Renshaw,,,GBR,18.505,W/O,5,R64,,,,,,,,,,,,,,,,,,,,,,,
1879-540,Wimbledon,Grass,64,G,O,18790707,18,114016,,,We Martin,,,GBR,,114017,,,Lyttleton Stewart Forbes Winslow,,,GBR,35.431,6-0 6-1 6-2,5,R64,,,,,,,,,,,,,,,,,,,,,,,
1879-540,Wimbledon,Grass,64,G,O,18790707,19,114018,,,S Pilkington,,,GBR,,113965,,,Edmond Bennet Brackenbury,,,GBR,35.608,6-0 6-5 6-4,5,R64,,,,,,,,,,,,,,,,,,,,,,,
1879-540,Wimbledon,Grass,64,G,O,18790707,20,114019,,,Edgar Lubbock,,,GBR,32.370,113967,,,Herbert Fortescue Lawford,,,GBR,28.145,6-2 4-6 6-1 6-2,5,R64,,,,,,,,,,,,,,,,,,,,,,,
1879-540,Wimbledon,Grass,64,G,O,18790707,21,114020,,,Alfred John Mulholland,,,IRL,,113973,,,Arthur Sydney Tabor,,,GBR,26.656,5-6 6-2 6-3 6-0,5,R64,,,,,,,,,,,,,,,,,,,,,,,
1879-540,Wimbledon,Grass,64,G,O,18790707,22,114021,,,Vere Thomas Saint Leger Goold,,,IRL,25.760,114022,,,F Durant,,,GBR,,6-1 6-2 6-3,5,R64,,,,,,,,,,,,,,,,,,,,,,,
1879-540,Wimbledon,Grass,64,G,O,18790707,23,113963,,,Charles Gilbert Heathcote,,,GBR,38.346,113988,,,Cl Stephen,,,GBR,,1-6 6-2 6-1 5-6 6-1,5,R32,,,,,,,,,,,,,,,,,,,,,,,
1879-540,Wimbledon,Grass,64,G,O,18790707,24,113991,,,Victor Alexander Brooke,,,IRL,36.501,113993,,,Bt Cotton,,,GBR,,4-6 6-3 2-6 6-2 6-1,5,R32,,,,,,,,,,,,,,,,,,,,,,,
1879-540,Wimbledon,Grass,64,G,O,18790707,25,113995,,,John Thorneycroft Hartley,,,GBR,30.489,113953,,,Lestocq Robert Erskine,,,GBR,21.832,6-4 6-5 5-6 0-6 6-5,5,R32,,,,,,,,,,,,,,,,,,,,,,,
1879-540,Wimbledon,Grass,64,G,O,18790707,26,113999,,,William Cecil Marshall,,,GBR,30.188,113997,,,Gh Cartland,,,GBR,,6-3 6-2 6-4,5,R32,,,,,,,,,,,,,,,,,,,,,,,
1879-540,Wimbledon,Grass,64,G,O,18790707,27,114001,,,Cecil Francis Parr,,,GBR,31.929,114002,,,Hubert James Medlycott,,,GBR,37.574,6-5 6-5 6-2,5,R32,,,,,,,,,,,,,,,,,,,,,,,
1879-540,Wimbledon,Grass,64,G,O,18790707,28,114006,,,T Hoare,,,GBR,,114004,,,Edward North Buxton,,,GBR,38.845,6-3 6-2 RET,5,R32,,,,,,,,,,,,,,,,,,,,,,,
1879-540,Wimbledon,Grass,64,G,O,18790707,29,113981,,,Arthur Thomas Myers,,,GBR,28.225,114008,,,Arthur Basil Brooke,,,IRL,,6-1 6-0 6-2,5,R32,,,,,,,,,,,,,,,,,,,,,,,
1879-540,Wimbledon,Grass,64,G,O,18790707,30,114011,,,Charles David Barry,,,IRL,,114013,,,Gg Arbuthnot,,,GBR,,6-1 6-4 6-4,5,R32,,,,,,,,,,,,,,,,,,,,,,,
1879-540,Wimbledon,Grass,64,G,O,18790707,31,113960,,,George Ernest Tabor,,,GBR,23.556,114016,,,We Martin,,,GBR,,4-6 6-4 6-5 6-4,5,R32,,,,,,,,,,,,,,,,,,,,,,,
1879-540,Wimbledon,Grass,64,G,O,18790707,32,114019,,,Edgar Lubbock,,,GBR,32.370,114018,,,S Pilkington,,,GBR,,6-2 6-2 6-0,5,R32,,,,,,,,,,,,,,,,,,,,,,,
1879-540,Wimbledon,Grass,64,G,O,18790707,33,114021,,,Vere Thomas Saint Leger Goold,,,IRL,25.760,114023,,,James David Vans Agnew,,,GBR,21.257,6-3 6-2 6-1,5,R32,,,,,,,,,,,,,,,,,,,,,,,
1879-540,Wimbledon,Grass,64,G,O,18790707,34,113963,,,Charles Gilbert Heathcote,,,GBR,38.346,113991,,,Victor Alexander Brooke,,,IRL,36.501,6-2 6-0 6-1,5,R16,,,,,,,,,,,,,,,,,,,,,,,
1879-540,Wimbledon,Grass,64,G,O,18790707,35,113995,,,John Thorneycroft Hartley,,,GBR,30.489,113999,,,William Cecil Marshall,,,GBR,30.188,6-1 6-3 4-6 6-1,5,R16,,,,,,,,,,,,,,,,,,,,,,,
1879-540,Wimbledon,Grass,64,G,O,18790707,36,114001,,,Cecil Francis Parr,,,GBR,31.929,114006,,,T Hoare,,,GBR,,6-4 1-6 6-0 6-2,5,R16,,,,,,,,,,,,,,,,,,,,,,,
1879-540,Wimbledon,Grass,64,G,O,18790707,37,114011,,,Charles David Barry,,,IRL,,113981,,,Arthur Thomas Myers,,,GBR,28.225,6-3 6-2 6-2,5,R16,,,,,,,,,,,,,,,,,,,,,,,
1879-540,Wimbledon,Grass,64,G,O,18790707,38,113960,,,George Ernest Tabor,,,GBR,23.556,114019,,,Edgar Lubbock,,,GBR,32.370,5-6 4-6 6-5 6-1 6-5,5,R16,,,,,,,,,,,,,,,,,,,,,,,
1879-540,Wimbledon,Grass,64,G,O,18790707,39,114021,,,Vere Thomas Saint Leger Goold,,,IRL,25.760,114020,,,Alfred John Mulholland,,,IRL,,6-4 2-6 6-1 6-4,5,R16,,,,,,,,,,,,,,,,,,,,,,,
1879-540,Wimbledon,Grass,64,G,O,18790707,40,113995,,,John Thorneycroft Hartley,,,GBR,30.489,113963,,,Charles Gilbert Heathcote,,,GBR,38.346,6-4 6-3 6-3,5,QF,,,,,,,,,,,,,,,,,,,,,,,
1879-540,Wimbledon,Grass,64,G,O,18790707,41,114001,,,Cecil Francis Parr,,,GBR,31.929,114011,,,Charles David Barry,,,IRL,,6-2 6-5 6-4,5,QF,,,,,,,,,,,,,,,,,,,,,,,
1879-540,Wimbledon,Grass,64,G,O,18790707,42,114021,,,Vere Thomas Saint Leger Goold,,,IRL,25.760,113960,,,George Ernest Tabor,,,GBR,23.556,6-2 6-5 5-6 6-3,5,QF,,,,,,,,,,,,,,,,,,,,,,,
1879-540,Wimbledon,Grass,64,G,O,18790707,43,113995,,,John Thorneycroft Hartley,,,GBR,30.489,114001,,,Cecil Francis Parr,,,GBR,31.929,2-6 6-0 6-1 6-1,5,SF,,,,,,,,,,,,,,,,,,,,,,,
1879-540,Wimbledon,Grass,64,G,O,18790707,44,113995,,,John Thorneycroft Hartley,,,GBR,30.489,114021,,,Vere Thomas Saint Leger Goold,,,IRL,25.760,6-2 6-4 6-2,5,F,,,,,,,,,,,,,,,,,,,,,,,
1879-540,Wimbledon,Grass,64,G,O,18790707,45,113995,,,John Thorneycroft Hartley,,,GBR,30.489,113975,,,Frank Hadow,,,GBR,24.509,W/O,5,CR,,,,,,,,,,,,,,,,,,,,,,,
1880-540,Wimbledon,Grass,64,G,O,18800705,1,114015,,,William Charles Renshaw,,,GBR,19.502,114707,,,Frederick Brunning Maddison,,,GBR,30.954,6-3 6-0 6-4,5,R64,,,,,,,,,,,,,,,,,,,,,,,
1880-540,Wimbledon,Grass,64,G,O,18800705,2,114014,,,Otway Edward Woodhouse,,,GBR,24.706,114708,,,Jh Brand,,,GBR,,5-6 6-1 6-0 6-3,5,R64,,,,,,,,,,,,,,,,,,,,,,,
1880-540,Wimbledon,Grass,64,G,O,18800705,3,114709,,,Charles Henry Evill,,,GBR,27.515,114685,,,Wm Bird,,,GBR,,6-3 6-1 6-0,5,R64,,,,,,,,,,,,,,,,,,,,,,,
1880-540,Wimbledon,Grass,64,G,O,18800705,4,114002,,,Hubert James Medlycott,,,GBR,38.571,114004,,,Edward North Buxton,,,GBR,39.841,5-6 6-5 6-3 4-6 6-5,5,R64,,,,,,,,,,,,,,,,,,,,,,,
1880-540,Wimbledon,Grass,64,G,O,18800705,5,113992,,,Ernest Renshaw,,,GBR,19.502,114710,,,Frederick Gordon Templer,,,GBR,31.064,6-1 6-5 6-1,5,R64,,,,,,,,,,,,,,,,,,,,,,,
1880-540,Wimbledon,Grass,64,G,O,18800705,6,114711,,,Charles David Heatley,,,GBR,,114712,,,Rc Christian,,,GBR,,6-1 6-2 6-1,5,R64,,,,,,,,,,,,,,,,,,,,,,,
1880-540,Wimbledon,Grass,64,G,O,18800705,7,113998,,,Henry Lyle Mulholland,,,GBR,,113960,,,George Ernest Tabor,,,GBR,24.553,4-6 6-3 2-6 6-3 6-3,5,R64,,,,,,,,,,,,,,,,,,,,,,,
1880-540,Wimbledon,Grass,64,G,O,18800705,8,114713,,,Dale Womersley,,,GBR,19.937,113991,,,Victor Alexander Brooke,,,IRL,37.498,6-3 2-6 6-5 6-3,5,R64,,,,,,,,,,,,,,,,,,,,,,,
1880-540,Wimbledon,Grass,64,G,O,18800705,9,114714,,,Francis William Monement,,,GBR,22.259,114657,,,B Follett,,,GBR,,6-2 6-3 3-6 6-3,5,R64,,,,,,,,,,,,,,,,,,,,,,,
1880-540,Wimbledon,Grass,64,G,O,18800705,10,113996,,,Charles John Cole,,,GBR,,113957,,,Seton Montolieu Montgomerie,,,GBR,34.141,6-4 5-6 5-6 6-3 6-2,5,R64,,,,,,,,,,,,,,,,,,,,,,,
1880-540,Wimbledon,Grass,64,G,O,18800705,11,113959,,,George Arnulph Montgomerie,,,GBR,32.364,114010,,,William Francis Wells Cole,,,GBR,21.205,6-2 6-5 6-5,5,R64,,,,,,,,,,,,,,,,,,,,,,,
1880-540,Wimbledon,Grass,64,G,O,18800705,12,113988,,,Cl Stephen,,,GBR,,114715,,,T Taylor,,,GBR,,6-4 4-6 6-3 6-5,5,R64,,,,,,,,,,,,,,,,,,,,,,,
1880-540,Wimbledon,Grass,64,G,O,18800705,13,114697,,,Gs Murray Hill,,,GBR,,114716,,,He Solly,,,GBR,,6-1 6-0 6-1,5,R64,,,,,,,,,,,,,,,,,,,,,,,
1880-540,Wimbledon,Grass,64,G,O,18800705,14,114717,,,Rh Beresford,,,GBR,,114718,,,William S Trollope,,,GBR,,6-5 6-3 5-6 6-5,5,R64,,,,,,,,,,,,,,,,,,,,,,,
1880-540,Wimbledon,Grass,64,G,O,18800705,15,114693,,,Hc Jenkins,,,GBR,,114700,,,Herbert Romaine Hallward,,,GBR,19.704,6-0 6-0 6-2,5,R64,,,,,,,,,,,,,,,,,,,,,,,
1880-540,Wimbledon,Grass,64,G,O,18800705,16,113973,,,Arthur Sydney Tabor,,,GBR,27.652,114719,,,Francis Benson,,,USA,,6-1 6-0 6-3,5,R64,,,,,,,,,,,,,,,,,,,,,,,
